     epoch             Observation time    num_of_sats         spp_x(m)         spp_y(m)         spp_z(m)         ppp_x(m)         ppp_y(m)         ppp_z(m)       sigam_x(m)       sigam_y(m)       sigam_z(m)
        60: 2022-10-17  0:31: 0.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9554     5628262.5835     2830348.2651       0.03631132       0.01236555       0.01408075 
        61: 2022-10-17  0:31:30.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9517     5628262.5779     2830348.2615       0.03512859       0.01194378       0.01359093 
        62: 2022-10-17  0:32: 0.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9509     5628262.5745     2830348.2597       0.03400032       0.01154355       0.01312430 
        63: 2022-10-17  0:32:30.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9337     5628262.5681     2830348.2511       0.03292351       0.01116370       0.01267970 
        64: 2022-10-17  0:33: 0.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9320     5628262.5652     2830348.2487       0.03189526       0.01080313       0.01225603 
        65: 2022-10-17  0:33:30.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9219     5628262.5671     2830348.2466       0.03091285       0.01046076       0.01185217 
        66: 2022-10-17  0:34: 0.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9244     5628262.5676     2830348.2478       0.02997371       0.01013556       0.01146707 
        67: 2022-10-17  0:34:30.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9229     5628262.5671     2830348.2488       0.02907542       0.00982655       0.01109973 
        68: 2022-10-17  0:35: 0.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9284     5628262.5694     2830348.2520       0.02821569       0.00953279       0.01074917 
        69: 2022-10-17  0:35:30.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9434     5628262.5697     2830348.2538       0.02739240       0.00925340       0.01041448 
        70: 2022-10-17  0:36: 0.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9488     5628262.5678     2830348.2549       0.02660356       0.00898754       0.01009478 
        71: 2022-10-17  0:36:30.0140000              8      969180.7746     5628260.6137     2830346.9315      969180.9514     5628262.5671     2830348.2548       0.02584728       0.00873442       0.00978925 
        72: 2022-10-17  0:36:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9480     5628262.5668     2830348.2539       0.02512184       0.00849331       0.00949712 
        73: 2022-10-17  0:37:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9457     5628262.5662     2830348.2526       0.02442559       0.00826350       0.00921765 
        74: 2022-10-17  0:37:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9372     5628262.5664     2830348.2503       0.02375702       0.00804434       0.00895017 
        75: 2022-10-17  0:38:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9387     5628262.5649     2830348.2488       0.02311471       0.00783522       0.00869401 
        76: 2022-10-17  0:38:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9236     5628262.5615     2830348.2433       0.02249732       0.00763555       0.00844859 
        77: 2022-10-17  0:39:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9097     5628262.5572     2830348.2366       0.02190361       0.00744482       0.00821332 
        78: 2022-10-17  0:39:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9072     5628262.5556     2830348.2344       0.02133242       0.00726250       0.00798767 
        79: 2022-10-17  0:40:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9101     5628262.5564     2830348.2349       0.02078265       0.00708814       0.00777116 
        80: 2022-10-17  0:40:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9114     5628262.5527     2830348.2315       0.02025328       0.00692128       0.00756329 
        81: 2022-10-17  0:41:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9185     5628262.5518     2830348.2330       0.01974336       0.00676151       0.00736365 
        82: 2022-10-17  0:41:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9240     5628262.5492     2830348.2325       0.01925198       0.00660845       0.00717180 
        83: 2022-10-17  0:42:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9224     5628262.5472     2830348.2310       0.01877829       0.00646174       0.00698738 
        84: 2022-10-17  0:42:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9231     5628262.5434     2830348.2309       0.01832150       0.00632103       0.00681000 
        85: 2022-10-17  0:43:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9359     5628262.5452     2830348.2352       0.01788085       0.00618601       0.00663933 
        86: 2022-10-17  0:43:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9395     5628262.5444     2830348.2351       0.01745564       0.00605638       0.00647504 
        87: 2022-10-17  0:44:29.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9395     5628262.5427     2830348.2339       0.01704518       0.00593186       0.00631684 
        88: 2022-10-17  0:44:59.9930000              8      969180.7746     5628260.6137     2830346.9315      969180.9388     5628262.5414     2830348.2326       0.01664886       0.00581219       0.00616444 
        89: 2022-10-17  0:45:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9325     5628262.5402     2830348.2307       0.01626607       0.00569711       0.00601756 
        90: 2022-10-17  0:45:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9260     5628262.5383     2830348.2290       0.01589624       0.00558641       0.00587596 
        91: 2022-10-17  0:46:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9210     5628262.5375     2830348.2286       0.01553883       0.00547985       0.00573940 
        92: 2022-10-17  0:46:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9178     5628262.5377     2830348.2285       0.01519334       0.00537724       0.00560764 
        93: 2022-10-17  0:47:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9156     5628262.5371     2830348.2273       0.01485928       0.00527839       0.00548048 
        94: 2022-10-17  0:47:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9183     5628262.5370     2830348.2285       0.01453618       0.00518311       0.00535772 
        95: 2022-10-17  0:48:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9228     5628262.5371     2830348.2299       0.01422361       0.00509123       0.00523916 
        96: 2022-10-17  0:48:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9279     5628262.5368     2830348.2310       0.01392115       0.00500259       0.00512462 
        97: 2022-10-17  0:49:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9366     5628262.5370     2830348.2321       0.01362841       0.00491704       0.00501394 
        98: 2022-10-17  0:49:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9434     5628262.5379     2830348.2341       0.01334500       0.00483444       0.00490694 
        99: 2022-10-17  0:50:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9483     5628262.5386     2830348.2354       0.01307055       0.00475465       0.00480348 
       100: 2022-10-17  0:50:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9481     5628262.5389     2830348.2355       0.01280474       0.00467754       0.00470341 
       101: 2022-10-17  0:51:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9496     5628262.5388     2830348.2359       0.01254722       0.00460300       0.00460659 
       102: 2022-10-17  0:51:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9511     5628262.5387     2830348.2359       0.01229768       0.00453090       0.00451289 
       103: 2022-10-17  0:52:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9539     5628262.5396     2830348.2366       0.01205582       0.00446115       0.00442218 
       104: 2022-10-17  0:52:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9501     5628262.5400     2830348.2347       0.01182135       0.00439364       0.00433435 
       105: 2022-10-17  0:53:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9526     5628262.5391     2830348.2343       0.01159399       0.00432826       0.00424927 
       106: 2022-10-17  0:53:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9526     5628262.5389     2830348.2337       0.01137349       0.00426494       0.00416685 
       107: 2022-10-17  0:54:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9503     5628262.5388     2830348.2332       0.01115958       0.00420358       0.00408697 
       108: 2022-10-17  0:54:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9488     5628262.5381     2830348.2329       0.01095203       0.00414410       0.00400954 
       109: 2022-10-17  0:55:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9457     5628262.5356     2830348.2310       0.01075061       0.00408643       0.00393447 
       110: 2022-10-17  0:55:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9438     5628262.5348     2830348.2297       0.01055508       0.00403048       0.00386167 
       111: 2022-10-17  0:56:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9426     5628262.5344     2830348.2287       0.01036525       0.00397619       0.00379105 
       112: 2022-10-17  0:56:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9405     5628262.5342     2830348.2281       0.01018089       0.00392349       0.00372252 
       113: 2022-10-17  0:57:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9411     5628262.5341     2830348.2281       0.01000183       0.00387232       0.00365602 
       114: 2022-10-17  0:57:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9395     5628262.5346     2830348.2280       0.00982786       0.00382261       0.00359146 
       115: 2022-10-17  0:58:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9375     5628262.5352     2830348.2276       0.00965882       0.00377431       0.00352878 
       116: 2022-10-17  0:58:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9344     5628262.5355     2830348.2272       0.00949451       0.00372737       0.00346791 
       117: 2022-10-17  0:59:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9351     5628262.5360     2830348.2278       0.00933479       0.00368172       0.00340878 
       118: 2022-10-17  0:59:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9350     5628262.5353     2830348.2271       0.00917949       0.00363733       0.00335132 
       119: 2022-10-17  1: 0:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9355     5628262.5364     2830348.2283       0.00902845       0.00359414       0.00329549 
       120: 2022-10-17  1: 0:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9362     5628262.5370     2830348.2288       0.00888153       0.00355211       0.00324121 
       121: 2022-10-17  1: 1:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9371     5628262.5368     2830348.2291       0.00873858       0.00351119       0.00318845 
       122: 2022-10-17  1: 1:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9385     5628262.5360     2830348.2289       0.00859947       0.00347134       0.00313713 
       123: 2022-10-17  1: 2:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9407     5628262.5356     2830348.2292       0.00846408       0.00343253       0.00308722 
       124: 2022-10-17  1: 2:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9426     5628262.5361     2830348.2298       0.00833226       0.00339471       0.00303867 
       125: 2022-10-17  1: 3:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9428     5628262.5357     2830348.2299       0.00820391       0.00335785       0.00299142 
       126: 2022-10-17  1: 3:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9436     5628262.5363     2830348.2312       0.00807890       0.00332192       0.00294544 
       127: 2022-10-17  1: 4:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9443     5628262.5361     2830348.2315       0.00795712       0.00328688       0.00290068 
       128: 2022-10-17  1: 4:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9440     5628262.5358     2830348.2311       0.00783847       0.00325270       0.00285709 
       129: 2022-10-17  1: 5:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9420     5628262.5361     2830348.2307       0.00772284       0.00321935       0.00281465 
       130: 2022-10-17  1: 5:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9414     5628262.5364     2830348.2309       0.00761013       0.00318680       0.00277331 
       131: 2022-10-17  1: 6:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9389     5628262.5359     2830348.2299       0.00750025       0.00315503       0.00273303 
       132: 2022-10-17  1: 6:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9390     5628262.5361     2830348.2301       0.00739310       0.00312400       0.00269378 
       133: 2022-10-17  1: 7:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9410     5628262.5358     2830348.2301       0.00728860       0.00309369       0.00265553 
       134: 2022-10-17  1: 7:59.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9445     5628262.5360     2830348.2308       0.00718665       0.00306408       0.00261825 
       135: 2022-10-17  1: 8:29.9940000              8      969180.7746     5628260.6137     2830346.9315      969180.9447     5628262.5362     2830348.2311       0.00708719       0.00303515       0.00258189 
       136: 2022-10-17  1: 8:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9455     5628262.5368     2830348.2310       0.00699012       0.00301266       0.00255059 
       137: 2022-10-17  1: 9:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9466     5628262.5365     2830348.2308       0.00689537       0.00299059       0.00251993 
       138: 2022-10-17  1: 9:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9470     5628262.5363     2830348.2307       0.00680287       0.00296892       0.00248990 
       139: 2022-10-17  1:10:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9465     5628262.5366     2830348.2307       0.00671256       0.00294762       0.00246048 
       140: 2022-10-17  1:10:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9451     5628262.5368     2830348.2310       0.00662436       0.00292669       0.00243166 
       141: 2022-10-17  1:11:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9448     5628262.5374     2830348.2317       0.00653822       0.00290609       0.00240340 
       142: 2022-10-17  1:11:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9440     5628262.5382     2830348.2324       0.00645407       0.00288582       0.00237571 
       143: 2022-10-17  1:12:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9415     5628262.5383     2830348.2318       0.00637185       0.00286587       0.00234855 
       144: 2022-10-17  1:12:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9412     5628262.5382     2830348.2315       0.00629150       0.00284621       0.00232192 
       145: 2022-10-17  1:13:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9407     5628262.5379     2830348.2313       0.00621297       0.00282684       0.00229580 
       146: 2022-10-17  1:13:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9398     5628262.5375     2830348.2309       0.00613619       0.00280773       0.00227018 
       147: 2022-10-17  1:14:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9408     5628262.5365     2830348.2306       0.00606112       0.00278889       0.00224503 
       148: 2022-10-17  1:14:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9425     5628262.5364     2830348.2308       0.00598771       0.00277030       0.00222036 
       149: 2022-10-17  1:15:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9439     5628262.5368     2830348.2313       0.00591589       0.00275195       0.00219614 
       150: 2022-10-17  1:15:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9440     5628262.5370     2830348.2311       0.00584564       0.00273383       0.00217236 
       151: 2022-10-17  1:16:29.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9454     5628262.5374     2830348.2317       0.00577689       0.00271594       0.00214902 
       152: 2022-10-17  1:16:59.9940000              7      969180.7746     5628260.6137     2830346.9315      969180.9452     5628262.5374     2830348.2317       0.00570960       0.00269826       0.00212610 
       153: 2022-10-17  1:17:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9448     5628262.5369     2830348.2312       0.00564373       0.00268627       0.00210863 
       154: 2022-10-17  1:17:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9435     5628262.5364     2830348.2306       0.00557924       0.00267468       0.00209162 
       155: 2022-10-17  1:18:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9437     5628262.5363     2830348.2302       0.00551607       0.00266348       0.00207506 
       156: 2022-10-17  1:18:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9446     5628262.5361     2830348.2300       0.00545421       0.00265266       0.00205893 
       157: 2022-10-17  1:19:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9438     5628262.5356     2830348.2297       0.00539362       0.00264220       0.00204322 
       158: 2022-10-17  1:19:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9437     5628262.5349     2830348.2296       0.00533425       0.00263209       0.00202792 
       159: 2022-10-17  1:20:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9460     5628262.5339     2830348.2297       0.00527609       0.00262231       0.00201300 
       160: 2022-10-17  1:20:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9468     5628262.5330     2830348.2293       0.00521909       0.00261285       0.00199846 
       161: 2022-10-17  1:21:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9465     5628262.5329     2830348.2291       0.00516322       0.00260370       0.00198428 
       162: 2022-10-17  1:21:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9477     5628262.5329     2830348.2292       0.00510846       0.00259484       0.00197045 
       163: 2022-10-17  1:22:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9479     5628262.5328     2830348.2292       0.00505477       0.00258626       0.00195696 
       164: 2022-10-17  1:22:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9482     5628262.5328     2830348.2291       0.00500213       0.00257795       0.00194379 
       165: 2022-10-17  1:23:29.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9486     5628262.5331     2830348.2296       0.00495051       0.00256990       0.00193093 
       166: 2022-10-17  1:23:59.9940000              6      969180.7746     5628260.6137     2830346.9315      969180.9504     5628262.5328     2830348.2298       0.00489988       0.00256209       0.00191837 
