     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
       116: 2022-10-17  0:58:59.9940000    2.4321  -1843733.9904      0.0000      0.0000      0.0000   
       117: 2022-10-17  0:59:29.9940000    2.4318  -1839948.0070      0.0000      0.0000      0.0000   
       118: 2022-10-17  0:59:59.9940000    2.4319  -1836160.7765      0.0000      0.0000      0.0000   
       119: 2022-10-17  1: 0:29.9940000    2.4314  -1832378.0770      0.0000      0.0000      0.0000   
       120: 2022-10-17  1: 0:59.9940000    2.4311  -1828597.8887      0.0000      0.0000      0.0000   
       121: 2022-10-17  1: 1:29.9940000    2.4308  -1824807.7239      0.0000      0.0000      0.0000   
       122: 2022-10-17  1: 1:59.9940000    2.4309  -1821013.3233      0.0000      0.0000      0.0000   
       123: 2022-10-17  1: 2:29.9940000    2.4307  -1817218.3673      0.0000      0.0000      0.0000   
       124: 2022-10-17  1: 2:59.9940000    2.4301  -1813421.8163      0.0000      0.0000      0.0000   
       125: 2022-10-17  1: 3:29.9940000    2.4302  -1809624.3903      0.0000      0.0000      0.0000   
       126: 2022-10-17  1: 3:59.9940000    2.4297  -1805830.9630      0.0000      0.0000      0.0000   
       127: 2022-10-17  1: 4:29.9940000    2.4298  -1802040.4552      0.0000      0.0000      0.0000   
       128: 2022-10-17  1: 4:59.9940000    2.4301  -1798247.5636      0.0000      0.0000      0.0000   
       129: 2022-10-17  1: 5:29.9940000    2.4300  -1794456.8454      0.0000      0.0000      0.0000   
       130: 2022-10-17  1: 5:59.9940000    2.4300  -1790663.5197      0.0000      0.0000      0.0000   
       131: 2022-10-17  1: 6:29.9940000    2.4302  -1786857.0923      0.0000      0.0000      0.0000   
       132: 2022-10-17  1: 6:59.9940000    2.4300  -1783042.9160      0.0000      0.0000      0.0000   
       133: 2022-10-17  1: 7:29.9940000    2.4300  -1779225.6448      0.0000      0.0000      0.0000   
       134: 2022-10-17  1: 7:59.9940000    2.4297  -1775403.8471      0.0000      0.0000      0.0000   
       135: 2022-10-17  1: 8:29.9940000    2.4295  -1771583.7993      0.0000      0.0000      0.0000   
       136: 2022-10-17  1: 8:59.9940000    2.4294  -1767765.8205      0.0000      0.0000      0.0000   
       137: 2022-10-17  1: 9:29.9940000    2.4295  -1763940.7312      0.0000      0.0000      0.0000   
       138: 2022-10-17  1: 9:59.9940000    2.4296  -1760120.2628      0.0000      0.0000      0.0000   
       139: 2022-10-17  1:10:29.9940000    2.4297  -1756303.2107      0.0000      0.0000      0.0000   
       140: 2022-10-17  1:10:59.9940000    2.4296  -1752483.9116      0.0000      0.0000      0.0000   
       141: 2022-10-17  1:11:29.9940000    2.4294  -1748662.4164      0.0000      0.0000      0.0000   
       142: 2022-10-17  1:11:59.9940000    2.4291  -1744834.9546      0.0000      0.0000      0.0000   
       143: 2022-10-17  1:12:29.9940000    2.4292  -1740997.3255      0.0000      0.0000      0.0000   
       144: 2022-10-17  1:12:59.9940000    2.4293  -1737152.4694      0.0000      0.0000      0.0000   
       145: 2022-10-17  1:13:29.9940000    2.4294  -1733312.3285      0.0000      0.0000      0.0000   
       146: 2022-10-17  1:13:59.9940000    2.4296  -1729466.8061      0.0000      0.0000      0.0000   
       147: 2022-10-17  1:14:29.9940000    2.4299  -1725613.0774      0.0000      0.0000      0.0000   
       148: 2022-10-17  1:14:59.9940000    2.4299  -1721762.0749      0.0000      0.0000      0.0000   
       149: 2022-10-17  1:15:29.9940000    2.4300  -1717906.5245      0.0000      0.0000      0.0000   
       150: 2022-10-17  1:15:59.9940000    2.4299  -1714042.6662      0.0000      0.0000      0.0000   
       151: 2022-10-17  1:16:29.9940000    2.4298  -1710167.8596      0.0000      0.0000      0.0000   
       152: 2022-10-17  1:16:59.9940000    2.4298  -1706287.8067      0.0000      0.0000      0.0000   
       153: 2022-10-17  1:17:29.9940000    2.4299  -1702398.6949      0.0000      0.0000      0.0000   
       154: 2022-10-17  1:17:59.9940000    2.4301  -1698503.2326      0.0000      0.0000      0.0000   
       155: 2022-10-17  1:18:29.9940000    2.4302  -1694608.0877      0.0000      0.0000      0.0000   
       156: 2022-10-17  1:18:59.9940000    2.4303  -1690707.8119      0.0000      0.0000      0.0000   
       157: 2022-10-17  1:19:29.9940000    2.4304  -1686808.1873      0.0000      0.0000      0.0000   
       158: 2022-10-17  1:19:59.9940000    2.4305  -1682903.4994      0.0000      0.0000      0.0000   
       159: 2022-10-17  1:20:29.9940000    2.4304  -1678992.4127      0.0000      0.0000      0.0000   
       160: 2022-10-17  1:20:59.9940000    2.4305  -1675081.7701      0.0000      0.0000      0.0000   
       161: 2022-10-17  1:21:29.9940000    2.4305  -1671162.0187      0.0000      0.0000      0.0000   
       162: 2022-10-17  1:21:59.9940000    2.4305  -1667241.4183      0.0000      0.0000      0.0000   
       163: 2022-10-17  1:22:29.9940000    2.4305  -1663311.8815      0.0000      0.0000      0.0000   
       164: 2022-10-17  1:22:59.9940000    2.4304  -1659376.9460      0.0000      0.0000      0.0000   
       165: 2022-10-17  1:23:29.9940000    2.4303  -1655433.8854      0.0000      0.0000      0.0000   
       166: 2022-10-17  1:23:59.9940000    2.4303  -1651488.2049      0.0000      0.0000      0.0000   
       167: 2022-10-17  1:24:29.9940000    2.4303  -1647529.3350      0.0000      0.0000      0.0000   
       168: 2022-10-17  1:24:59.9950000    2.4303  -1643572.4738      0.0000      0.0000      0.0000   
       169: 2022-10-17  1:25:29.9950000    2.4304  -1639619.4422      0.0000      0.0000      0.0000   
       170: 2022-10-17  1:25:59.9950000    2.4304  -1635668.0898      0.0000      0.0000      0.0000   
       171: 2022-10-17  1:26:29.9950000    2.4303  -1631707.0356      0.0000      0.0000      0.0000   
       172: 2022-10-17  1:26:59.9950000    2.4303  -1627747.7002      0.0000      0.0000      0.0000   
       173: 2022-10-17  1:27:29.9950000    2.4303  -1623782.8361      0.0000      0.0000      0.0000   
       174: 2022-10-17  1:27:59.9950000    2.4304  -1619811.8612      0.0000      0.0000      0.0000   
       175: 2022-10-17  1:28:29.9950000    2.4306  -1615829.9515      0.0000      0.0000      0.0000   
       176: 2022-10-17  1:28:59.9950000    2.4307  -1611838.5196      0.0000      0.0000      0.0000   
       177: 2022-10-17  1:29:29.9950000    2.4308  -1607845.6780      0.0000      0.0000      0.0000   
       178: 2022-10-17  1:29:59.9950000    2.4312  -1603846.4201      0.0000      0.0000      0.0000   
       179: 2022-10-17  1:30:29.9950000    2.4315  -1599838.2205      0.0000      0.0000      0.0000   
       180: 2022-10-17  1:30:59.9950000    2.4316  -1595826.5315      0.0000      0.0000      0.0000   
       181: 2022-10-17  1:31:29.9950000    2.4318  -1591806.8006      0.0000      0.0000      0.0000   
       182: 2022-10-17  1:31:59.9950000    2.4319  -1587780.4514      0.0000      0.0000      0.0000   
       183: 2022-10-17  1:32:29.9950000    2.4322  -1583749.2025      0.0000      0.0000      0.0000   
       184: 2022-10-17  1:32:59.9950000    2.4325  -1579706.4174      0.0000      0.0000      0.0000   
       185: 2022-10-17  1:33:29.9950000    2.4325  -1575667.5139      0.0000      0.0000      0.0000   
       186: 2022-10-17  1:33:59.9950000    2.4326  -1571626.1325      0.0000      0.0000      0.0000   
       187: 2022-10-17  1:34:29.9950000    2.4326  -1567581.2487      0.0000      0.0000      0.0000   
       188: 2022-10-17  1:34:59.9950000    2.4327  -1563530.9909      0.0000      0.0000      0.0000   
       189: 2022-10-17  1:35:29.9950000    2.4328  -1559484.5450      0.0000      0.0000      0.0000   
       190: 2022-10-17  1:35:59.9950000    2.4330  -1555432.9476      0.0000      0.0000      0.0000   
       191: 2022-10-17  1:36:29.9950000    2.4333  -1551377.2675      0.0000      0.0000      0.0000   
       192: 2022-10-17  1:36:59.9950000    2.4334  -1547332.6637      0.0000      0.0000      0.0000   
       193: 2022-10-17  1:37:29.9950000    2.4337  -1543284.8176      0.0000      0.0000      0.0000   
       194: 2022-10-17  1:37:59.9950000    2.4336  -1539241.9983      0.0000      0.0000      0.0000   
       195: 2022-10-17  1:38:29.9950000    2.4337  -1535192.0144      0.0000      0.0000      0.0000   
       196: 2022-10-17  1:38:59.9950000    2.4338  -1531134.7853      0.0000      0.0000      0.0000   
       197: 2022-10-17  1:39:29.9950000    2.4339  -1527067.0150      0.0000      0.0000      0.0000   
       198: 2022-10-17  1:39:59.9950000    2.4340  -1522991.7511      0.0000      0.0000      0.0000   
       199: 2022-10-17  1:40:29.9950000    2.4341  -1518917.8477      0.0000      0.0000      0.0000   
       200: 2022-10-17  1:40:59.9950000    2.4343  -1514833.5882      0.0000      0.0000      0.0000   
       201: 2022-10-17  1:41:29.9950000    2.4345  -1510736.7809      0.0000      0.0000      0.0000   
       202: 2022-10-17  1:41:59.9950000    2.4350  -1506637.7341      0.0000      0.0000      0.0000   
       203: 2022-10-17  1:42:29.9950000    2.4353  -1502527.0777      0.0000      0.0000      0.0000   
       204: 2022-10-17  1:42:59.9950000    2.4356  -1498410.6579      0.0000      0.0000      0.0000   
       205: 2022-10-17  1:43:29.9950000    2.4356  -1494288.0102      0.0000      0.0000      0.0000   
       206: 2022-10-17  1:43:59.9950000    2.4356  -1490157.5882      0.0000      0.0000      0.0000   
       207: 2022-10-17  1:44:29.9950000    2.4355  -1486032.9405      0.0000      0.0000      0.0000   
       208: 2022-10-17  1:44:59.9950000    2.4354  -1481909.1124      0.0000      0.0000      0.0000   
       209: 2022-10-17  1:45:29.9950000    2.4356  -1477781.9563      0.0000      0.0000      0.0000   
       210: 2022-10-17  1:45:59.9950000    2.4356  -1473649.2633      0.0000      0.0000      0.0000   
       211: 2022-10-17  1:46:29.9950000    2.4357  -1469517.0536      0.0000      0.0000      0.0000   
       212: 2022-10-17  1:46:59.9950000    2.4358  -1465389.1203      0.0000      0.0000      0.0000   
       213: 2022-10-17  1:47:29.9950000    2.4361  -1461263.4100      0.0000      0.0000      0.0000   
       214: 2022-10-17  1:47:59.9950000    2.4362  -1457122.6599      0.0000      0.0000      0.0000   
       215: 2022-10-17  1:48:29.9950000    2.4363  -1452977.9568      0.0000      0.0000      0.0000   
       216: 2022-10-17  1:48:59.9950000    2.4362  -1448829.5889      0.0000      0.0000      0.0000   
       217: 2022-10-17  1:49:29.9950000    2.4361  -1444676.9458      0.0000      0.0000      0.0000   
       218: 2022-10-17  1:49:59.9950000    2.4359  -1440519.7654      0.0000      0.0000      0.0000   
       219: 2022-10-17  1:50:29.9950000    2.4357  -1436356.4102      0.0000      0.0000      0.0000   
       220: 2022-10-17  1:50:59.9950000    2.4356  -1432179.0784      0.0000      0.0000      0.0000   
       221: 2022-10-17  1:51:29.9950000    2.4355  -1427995.3659      0.0000      0.0000      0.0000   
       222: 2022-10-17  1:51:59.9950000    2.4352  -1423801.2993      0.0000      0.0000      0.0000   
       223: 2022-10-17  1:52:29.9950000    2.4349  -1419595.7969      0.0000      0.0000      0.0000   
       224: 2022-10-17  1:52:59.9950000    2.4347  -1415381.8882      0.0000      0.0000      0.0000   
       225: 2022-10-17  1:53:29.9950000    2.4347  -1411161.1225      0.0000      0.0000      0.0000   
       226: 2022-10-17  1:53:59.9950000    2.4346  -1406939.9474      0.0000      0.0000      0.0000   
       227: 2022-10-17  1:54:29.9950000    2.4347  -1402712.7261      0.0000      0.0000      0.0000   
       228: 2022-10-17  1:54:59.9950000    2.4347  -1398476.2268      0.0000      0.0000      0.0000   
       229: 2022-10-17  1:55:29.9950000    2.4348  -1394226.5135      0.0000      0.0000      0.0000   
       230: 2022-10-17  1:55:59.9950000    2.4347  -1389966.0131      0.0000      0.0000      0.0000   
       231: 2022-10-17  1:56:29.9950000    2.4346  -1385698.3651      0.0000      0.0000      0.0000   
       232: 2022-10-17  1:56:59.9950000    2.4344  -1381426.1208      0.0000      0.0000      0.0000   
       233: 2022-10-17  1:57:29.9950000    2.4343  -1377143.2973      0.0000      0.0000      0.0000   
       234: 2022-10-17  1:57:59.9950000    2.4342  -1372851.8049      0.0000      0.0000      0.0000   
       235: 2022-10-17  1:58:29.9950000    2.4342  -1368553.8566      0.0000      0.0000      0.0000   
       236: 2022-10-17  1:58:59.9950000    2.4341  -1364261.7112      0.0000      0.0000      0.0000   
       237: 2022-10-17  1:59:29.9950000    2.4340  -1359961.1870      0.0000      0.0000      0.0000   
       238: 2022-10-17  1:59:59.9950000    2.4340  -1355656.0066      0.0000      0.0000      0.0000   
       239: 2022-10-17  2: 0:29.9950000    2.4340  -1351348.1274      0.0000      0.0000      0.0000   
       240: 2022-10-17  2: 0:59.9950000    2.4342  -1347041.2312      0.0000      0.0000      0.0000   
       241: 2022-10-17  2: 1:29.9960000    2.4342  -1342739.7556      0.0000      0.0000      0.0000   
       242: 2022-10-17  2: 1:59.9960000    2.4343  -1338435.8598      0.0000      0.0000      0.0000   
       243: 2022-10-17  2: 2:29.9960000    2.4343  -1334112.6953      0.0000      0.0000      0.0000   
       244: 2022-10-17  2: 2:59.9960000    2.4344  -1329780.9401      0.0000      0.0000      0.0000   
       245: 2022-10-17  2: 3:29.9960000    2.4344  -1325442.4477      0.0000      0.0000      0.0000   
       246: 2022-10-17  2: 3:59.9960000    2.4344  -1321104.6903      0.0000      0.0000      0.0000   
       247: 2022-10-17  2: 4:29.9960000    2.4345  -1316766.5975      0.0000      0.0000      0.0000   
       248: 2022-10-17  2: 4:59.9960000    2.4345  -1312422.7032      0.0000      0.0000      0.0000   
       249: 2022-10-17  2: 5:29.9960000    2.4345  -1308071.7879      0.0000      0.0000      0.0000   
       250: 2022-10-17  2: 5:59.9960000    2.4344  -1303717.4644      0.0000      0.0000      0.0000   
       251: 2022-10-17  2: 6:29.9960000    2.4344  -1299360.2439      0.0000      0.0000      0.0000   
       252: 2022-10-17  2: 6:59.9960000    2.4345  -1294999.9298      0.0000      0.0000      0.0000   
       253: 2022-10-17  2: 7:29.9960000    2.4347  -1290634.8803      0.0000      0.0000      0.0000   
       254: 2022-10-17  2: 7:59.9960000    2.4348  -1286263.1188      0.0000      0.0000      0.0000   
       255: 2022-10-17  2: 8:29.9960000    2.4348  -1281881.3501      0.0000      0.0000      0.0000   
       256: 2022-10-17  2: 8:59.9960000    2.4348  -1277499.4665      0.0000      0.0000      0.0000   
       257: 2022-10-17  2: 9:29.9960000    2.4348  -1273116.4390      0.0000      0.0000      0.0000   
       258: 2022-10-17  2: 9:59.9960000    2.4347  -1268731.0611      0.0000      0.0000      0.0000   
       259: 2022-10-17  2:10:29.9960000    2.4347  -1264335.2527      0.0000      0.0000      0.0000   
       260: 2022-10-17  2:10:59.9960000    2.4347  -1259927.8308      0.0000      0.0000      0.0000   
       261: 2022-10-17  2:11:29.9960000    2.4347  -1255514.8196      0.0000      0.0000      0.0000   
       262: 2022-10-17  2:11:59.9960000    2.4347  -1251099.4139      0.0000      0.0000      0.0000   
       263: 2022-10-17  2:12:29.9960000    2.4347  -1246684.6035      0.0000      0.0000      0.0000   
       264: 2022-10-17  2:12:59.9960000    2.4347  -1242264.7064      0.0000      0.0000      0.0000   
       265: 2022-10-17  2:13:29.9960000    2.4347  -1237830.4843      0.0000      0.0000      0.0000   
       266: 2022-10-17  2:13:59.9960000    2.4346  -1233398.1910      0.0000      0.0000      0.0000   
       267: 2022-10-17  2:14:29.9960000    2.4348  -1228954.1978      0.0000      0.0000      0.0000   
       268: 2022-10-17  2:14:59.9960000    2.4349  -1224494.7836      0.0000      0.0000      0.0000   
       269: 2022-10-17  2:15:29.9960000    2.4348  -1220029.6402      0.0000      0.0000      0.0000   
       270: 2022-10-17  2:15:59.9960000    2.4348  -1215558.5906      0.0000      0.0000      0.0000   
       271: 2022-10-17  2:16:29.9960000    2.4348  -1211079.9193      0.0000      0.0000      0.0000   
       272: 2022-10-17  2:16:59.9960000    2.4348  -1206591.5493      0.0000      0.0000      0.0000   
       273: 2022-10-17  2:17:29.9960000    2.4349  -1202093.0456      0.0000      0.0000      0.0000   
       274: 2022-10-17  2:17:59.9960000    2.4350  -1197586.8813      0.0000      0.0000      0.0000   
       275: 2022-10-17  2:18:29.9960000    2.4352  -1193072.6717      0.0000      0.0000      0.0000   
       276: 2022-10-17  2:18:59.9960000    2.4350  -1188553.2388      0.0000      0.0000      0.0000   
