     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
       734: 2022-10-17  6: 8: 0.0050000    2.4305  1438282.4488      0.0000      0.0000      0.0000   
       735: 2022-10-17  6: 8:30.0050000    2.4304  1444013.4773      0.0000      0.0000      0.0000   
       736: 2022-10-17  6: 9: 0.0050000    2.4302  1449743.1359      0.0000      0.0000      0.0000   
       737: 2022-10-17  6: 9:30.0050000    2.4301  1455471.7186      0.0000      0.0000      0.0000   
       738: 2022-10-17  6:10: 0.0050000    2.4301  1461200.1748      0.0000      0.0000      0.0000   
       739: 2022-10-17  6:10:30.0050000    2.4298  1466927.3630      0.0000      0.0000      0.0000   
       740: 2022-10-17  6:11: 0.0050000    2.4297  1472654.5789      0.0000      0.0000      0.0000   
       741: 2022-10-17  6:11:30.0050000    2.4297  1478380.8384      0.0000      0.0000      0.0000   
       742: 2022-10-17  6:12: 0.0050000    2.4295  1484105.5409      0.0000      0.0000      0.0000   
       743: 2022-10-17  6:12:30.0050000    2.4292  1489829.1454      0.0000      0.0000      0.0000   
       744: 2022-10-17  6:13: 0.0050000    2.4290  1495550.4892      0.0000      0.0000      0.0000   
       745: 2022-10-17  6:13:30.0050000    2.4288  1501269.4882      0.0000      0.0000      0.0000   
       746: 2022-10-17  6:14: 0.0050000    2.4283  1506986.2207      0.0000      0.0000      0.0000   
       747: 2022-10-17  6:14:30.0050000    2.4280  1512699.7852      0.0000      0.0000      0.0000   
       748: 2022-10-17  6:15: 0.0050000    2.4279  1518410.7654      0.0000      0.0000      0.0000   
       749: 2022-10-17  6:15:30.0050000    2.4280  1524118.3867      0.0000      0.0000      0.0000   
       750: 2022-10-17  6:16: 0.0050000    2.4281  1529822.7057      0.0000      0.0000      0.0000   
       751: 2022-10-17  6:16:30.0050000    2.4280  1535523.2892      0.0000      0.0000      0.0000   
       752: 2022-10-17  6:17: 0.0050000    2.4280  1541221.7072      0.0000      0.0000      0.0000   
       753: 2022-10-17  6:17:30.0050000    2.4278  1546918.0609      0.0000      0.0000      0.0000   
       754: 2022-10-17  6:18: 0.0050000    2.4278  1552611.2145      0.0000      0.0000      0.0000   
       755: 2022-10-17  6:18:30.0050000    2.4278  1558301.8006      0.0000      0.0000      0.0000   
       756: 2022-10-17  6:19: 0.0050000    2.4277  1563990.2996      0.0000      0.0000      0.0000   
       757: 2022-10-17  6:19:30.0050000    2.4278  1569675.3782      0.0000      0.0000      0.0000   
       758: 2022-10-17  6:20: 0.0050000    2.4279  1575357.7677      0.0000      0.0000      0.0000   
       759: 2022-10-17  6:20:30.0050000    2.4279  1581037.0967      0.0000      0.0000      0.0000   
       760: 2022-10-17  6:21: 0.0050000    2.4280  1586713.9404      0.0000      0.0000      0.0000   
       761: 2022-10-17  6:21:30.0050000    2.4281  1592387.4357      0.0000      0.0000      0.0000   
       762: 2022-10-17  6:22: 0.0050000    2.4282  1598056.9538      0.0000      0.0000      0.0000   
       763: 2022-10-17  6:22:30.0050000    2.4283  1603724.1340      0.0000      0.0000      0.0000   
       764: 2022-10-17  6:23: 0.0050000    2.4285  1609388.1427      0.0000      0.0000      0.0000   
       765: 2022-10-17  6:23:30.0050000    2.4283  1615048.4796      0.0000      0.0000      0.0000   
       766: 2022-10-17  6:24: 0.0050000    2.4282  1620705.0210      0.0000      0.0000      0.0000   
       767: 2022-10-17  6:24:30.0050000    2.4282  1626357.3864      0.0000      0.0000      0.0000   
       768: 2022-10-17  6:25: 0.0050000    2.4283  1632005.1776      0.0000      0.0000      0.0000   
       769: 2022-10-17  6:25:30.0050000    2.4282  1637648.8828      0.0000      0.0000      0.0000   
       770: 2022-10-17  6:26: 0.0050000    2.4281  1643289.3489      0.0000      0.0000      0.0000   
       771: 2022-10-17  6:26:30.0050000    2.4283  1648925.5153      0.0000      0.0000      0.0000   
       772: 2022-10-17  6:27: 0.0060000    2.4283  1654556.7082      0.0000      0.0000      0.0000   
       773: 2022-10-17  6:27:30.0060000    2.4283  1660184.1608      0.0000      0.0000      0.0000   
       774: 2022-10-17  6:28: 0.0060000    2.4284  1665807.6464      0.0000      0.0000      0.0000   
       775: 2022-10-17  6:28:30.0060000    2.4288  1671427.5502      0.0000      0.0000      0.0000   
       776: 2022-10-17  6:29: 0.0060000    2.4286  1677043.1150      0.0000      0.0000      0.0000   
       777: 2022-10-17  6:29:30.0060000    2.4285  1682656.5258      0.0000      0.0000      0.0000   
       778: 2022-10-17  6:30: 0.0060000    2.4285  1688267.6967      0.0000      0.0000      0.0000   
       779: 2022-10-17  6:30:30.0060000    2.4286  1693877.4116      0.0000      0.0000      0.0000   
       780: 2022-10-17  6:31: 0.0060000    2.4285  1699485.7978      0.0000      0.0000      0.0000   
       781: 2022-10-17  6:31:30.0060000    2.4284  1705092.2402      0.0000      0.0000      0.0000   
       782: 2022-10-17  6:32: 0.0060000    2.4283  1710696.0727      0.0000      0.0000      0.0000   
       783: 2022-10-17  6:32:30.0060000    2.4282  1716297.1397      0.0000      0.0000      0.0000   
       784: 2022-10-17  6:33: 0.0060000    2.4279  1721895.3143      0.0000      0.0000      0.0000   
       785: 2022-10-17  6:33:30.0060000    2.4279  1727488.7055      0.0000      0.0000      0.0000   
       786: 2022-10-17  6:34: 0.0060000    2.4278  1733077.4624      0.0000      0.0000      0.0000   
       787: 2022-10-17  6:34:30.0060000    2.4279  1738659.9871      0.0000      0.0000      0.0000   
       788: 2022-10-17  6:35: 0.0060000    2.4279  1744236.0364      0.0000      0.0000      0.0000   
       789: 2022-10-17  6:35:30.0060000    2.4280  1749807.5456      0.0000      0.0000      0.0000   
       790: 2022-10-17  6:36: 0.0060000    2.4281  1755373.2278      0.0000      0.0000      0.0000   
       791: 2022-10-17  6:36:30.0060000    2.4283  1760934.1455      0.0000      0.0000      0.0000   
       792: 2022-10-17  6:37: 0.0060000    2.4286  1766490.0409      0.0000      0.0000      0.0000   
       793: 2022-10-17  6:37:30.0060000    2.4286  1772039.9793      0.0000      0.0000      0.0000   
       794: 2022-10-17  6:38: 0.0060000    2.4287  1777586.5842      0.0000      0.0000      0.0000   
       795: 2022-10-17  6:38:30.0060000    2.4287  1783131.7330      0.0000      0.0000      0.0000   
       796: 2022-10-17  6:39: 0.0060000    2.4288  1788673.2882      0.0000      0.0000      0.0000   
       797: 2022-10-17  6:39:30.0060000    2.4288  1794212.7017      0.0000      0.0000      0.0000   
       798: 2022-10-17  6:40: 0.0060000    2.4287  1799747.4144      0.0000      0.0000      0.0000   
       799: 2022-10-17  6:40:30.0060000    2.4288  1805279.3399      0.0000      0.0000      0.0000   
       800: 2022-10-17  6:41: 0.0060000    2.4289  1810811.0036      0.0000      0.0000      0.0000   
       801: 2022-10-17  6:41:30.0060000    2.4290  1816340.1090      0.0000      0.0000      0.0000   
       802: 2022-10-17  6:42: 0.0060000    2.4291  1821867.1169      0.0000      0.0000      0.0000   
       803: 2022-10-17  6:42:30.0060000    2.4293  1827391.9469      0.0000      0.0000      0.0000   
       804: 2022-10-17  6:43: 0.0060000    2.4294  1832913.9531      0.0000      0.0000      0.0000   
       805: 2022-10-17  6:43:30.0060000    2.4295  1838431.8698      0.0000      0.0000      0.0000   
       806: 2022-10-17  6:44: 0.0060000    2.4296  1843945.2294      0.0000      0.0000      0.0000   
       807: 2022-10-17  6:44:30.0060000    2.4296  1849456.1875      0.0000      0.0000      0.0000   
       808: 2022-10-17  6:45: 0.0060000    2.4297  1854964.5554      0.0000      0.0000      0.0000   
       809: 2022-10-17  6:45:30.0060000    2.4297  1860470.4218      0.0000      0.0000      0.0000   
       810: 2022-10-17  6:46: 0.0060000    2.4297  1865973.0761      0.0000      0.0000      0.0000   
       811: 2022-10-17  6:46:30.0060000    2.4297  1871473.8622      0.0000      0.0000      0.0000   
       812: 2022-10-17  6:47: 0.0060000    2.4298  1876972.5997      0.0000      0.0000      0.0000   
       813: 2022-10-17  6:47:30.0060000    2.4298  1882469.4869      0.0000      0.0000      0.0000   
       814: 2022-10-17  6:48: 0.0060000    2.4300  1887962.7962      0.0000      0.0000      0.0000   
       815: 2022-10-17  6:48:30.0060000    2.4302  1893451.0607      0.0000      0.0000      0.0000   
       816: 2022-10-17  6:49: 0.0060000    2.4303  1898936.7651      0.0000      0.0000      0.0000   
       817: 2022-10-17  6:49:30.0060000    2.4304  1904421.9008      0.0000      0.0000      0.0000   
       818: 2022-10-17  6:50: 0.0060000    2.4306  1909904.5087      0.0000      0.0000      0.0000   
       819: 2022-10-17  6:50:30.0060000    2.4306  1915381.4121      0.0000      0.0000      0.0000   
       820: 2022-10-17  6:51: 0.0060000    2.4307  1920854.1153      0.0000      0.0000      0.0000   
       821: 2022-10-17  6:51:30.0060000    2.4307  1926322.8198      0.0000      0.0000      0.0000   
       822: 2022-10-17  6:52: 0.0060000    2.4307  1931786.7759      0.0000      0.0000      0.0000   
       823: 2022-10-17  6:52:30.0060000    2.4307  1937246.8548      0.0000      0.0000      0.0000   
       824: 2022-10-17  6:53: 0.0060000    2.4306  1942702.7326      0.0000      0.0000      0.0000   
       825: 2022-10-17  6:53:30.0060000    2.4305  1948154.5421      0.0000      0.0000      0.0000   
       826: 2022-10-17  6:54: 0.0070000    2.4306  1953602.0692      0.0000      0.0000      0.0000   
       827: 2022-10-17  6:54:30.0070000    2.4308  1959046.3173      0.0000      0.0000      0.0000   
       828: 2022-10-17  6:55: 0.0070000    2.4308  1964484.4128      0.0000      0.0000      0.0000   
       829: 2022-10-17  6:55:30.0070000    2.4309  1969920.2674      0.0000      0.0000      0.0000   
       830: 2022-10-17  6:56: 0.0070000    2.4310  1975353.3093      0.0000      0.0000      0.0000   
       831: 2022-10-17  6:56:30.0070000    2.4312  1980783.9154      0.0000      0.0000      0.0000   
       832: 2022-10-17  6:57: 0.0070000    2.4312  1986208.8550      0.0000      0.0000      0.0000   
       833: 2022-10-17  6:57:30.0070000    2.4315  1991629.3896      0.0000      0.0000      0.0000   
       834: 2022-10-17  6:58: 0.0070000    2.4314  1997047.5256      0.0000      0.0000      0.0000   
       835: 2022-10-17  6:58:30.0070000    2.4315  2002459.6100      0.0000      0.0000      0.0000   
       836: 2022-10-17  6:59: 0.0070000    2.4316  2007865.7973      0.0000      0.0000      0.0000   
       837: 2022-10-17  6:59:30.0070000    2.4316  2013267.8529      0.0000      0.0000      0.0000   
       838: 2022-10-17  7: 0: 0.0070000    2.4315  2018669.2658      0.0000      0.0000      0.0000   
       839: 2022-10-17  7: 0:30.0070000    2.4316  2024068.1930      0.0000      0.0000      0.0000   
       840: 2022-10-17  7: 1: 0.0070000    2.4316  2029465.8107      0.0000      0.0000      0.0000   
       841: 2022-10-17  7: 1:30.0070000    2.4316  2034860.0068      0.0000      0.0000      0.0000   
       842: 2022-10-17  7: 2: 0.0070000    2.4317  2040250.2661      0.0000      0.0000      0.0000   
       843: 2022-10-17  7: 2:30.0070000    2.4317  2045638.9959      0.0000      0.0000      0.0000   
       844: 2022-10-17  7: 3: 0.0070000    2.4318  2051030.1974      0.0000      0.0000      0.0000   
       845: 2022-10-17  7: 3:30.0070000    2.4319  2056423.3965      0.0000      0.0000      0.0000   
       846: 2022-10-17  7: 4: 0.0070000    2.4320  2061817.8956      0.0000      0.0000      0.0000   
       847: 2022-10-17  7: 4:30.0070000    2.4321  2067212.2208      0.0000      0.0000      0.0000   
       848: 2022-10-17  7: 5: 0.0070000    2.4322  2072607.1342      0.0000      0.0000      0.0000   
       849: 2022-10-17  7: 5:30.0070000    2.4323  2078003.1804      0.0000      0.0000      0.0000   
       850: 2022-10-17  7: 6: 0.0070000    2.4323  2083400.1130      0.0000      0.0000      0.0000   
       851: 2022-10-17  7: 6:30.0070000    2.4324  2088799.1554      0.0000      0.0000      0.0000   
       852: 2022-10-17  7: 7: 0.0070000    2.4325  2094198.6530      0.0000      0.0000      0.0000   
       853: 2022-10-17  7: 7:30.0070000    2.4329  2099598.5327      0.0000      0.0000      0.0000   
       854: 2022-10-17  7: 8: 0.0070000    2.4331  2105000.0476      0.0000      0.0000      0.0000   
       855: 2022-10-17  7: 8:30.0070000    2.4334  2110401.3851      0.0000      0.0000      0.0000   
       856: 2022-10-17  7: 9: 0.0070000    2.4338  2115803.5910      0.0000      0.0000      0.0000   
       857: 2022-10-17  7: 9:30.0070000    2.4341  2121207.5463      0.0000      0.0000      0.0000   
       858: 2022-10-17  7:10: 0.0070000    2.4343  2126613.6725      0.0000      0.0000      0.0000   
       859: 2022-10-17  7:10:30.0070000    2.4346  2132017.3189      0.0000      0.0000      0.0000   
       860: 2022-10-17  7:11: 0.0070000    2.4346  2137419.1423      0.0000      0.0000      0.0000   
       861: 2022-10-17  7:11:30.0070000    2.4347  2142820.0253      0.0000      0.0000      0.0000   
       862: 2022-10-17  7:12: 0.0070000    2.4348  2148220.6631      0.0000      0.0000      0.0000   
       863: 2022-10-17  7:12:30.0070000    2.4348  2153619.9659      0.0000      0.0000      0.0000   
       864: 2022-10-17  7:13: 0.0070000    2.4348  2159014.9201      0.0000      0.0000      0.0000   
       865: 2022-10-17  7:13:30.0070000    2.4348  2164407.1135      0.0000      0.0000      0.0000   
       866: 2022-10-17  7:14: 0.0070000    2.4348  2169797.1307      0.0000      0.0000      0.0000   
       867: 2022-10-17  7:14:30.0070000    2.4348  2175187.1603      0.0000      0.0000      0.0000   
       868: 2022-10-17  7:15: 0.0070000    2.4348  2180575.6594      0.0000      0.0000      0.0000   
       869: 2022-10-17  7:15:30.0070000    2.4349  2185962.8463      0.0000      0.0000      0.0000   
       870: 2022-10-17  7:16: 0.0070000    2.4349  2191351.3109      0.0000      0.0000      0.0000   
       871: 2022-10-17  7:16:30.0070000    2.4349  2196740.0089      0.0000      0.0000      0.0000   
       872: 2022-10-17  7:17: 0.0070000    2.4348  2202125.2891      0.0000      0.0000      0.0000   
       873: 2022-10-17  7:17:30.0070000    2.4349  2207507.2927      0.0000      0.0000      0.0000   
       874: 2022-10-17  7:18: 0.0070000    2.4349  2212887.1774      0.0000      0.0000      0.0000   
       875: 2022-10-17  7:18:30.0070000    2.4349  2218266.2886      0.0000      0.0000      0.0000   
       876: 2022-10-17  7:19: 0.0070000    2.4350  2223646.7414      0.0000      0.0000      0.0000   
       877: 2022-10-17  7:19:30.0070000    2.4351  2229024.5819      0.0000      0.0000      0.0000   
       878: 2022-10-17  7:20: 0.0070000    2.4351  2234401.6280      0.0000      0.0000      0.0000   
       879: 2022-10-17  7:20:30.0070000    2.4352  2239778.6211      0.0000      0.0000      0.0000   
       880: 2022-10-17  7:21: 0.0070000    2.4352  2245154.4423      0.0000      0.0000      0.0000   
       881: 2022-10-17  7:21:30.0070000    2.4352  2250530.1986      0.0000      0.0000      0.0000   
       882: 2022-10-17  7:22: 0.0080000    2.4352  2255907.1779      0.0000      0.0000      0.0000   
       883: 2022-10-17  7:22:30.0080000    2.4351  2261282.9941      0.0000      0.0000      0.0000   
       884: 2022-10-17  7:23: 0.0080000    2.4351  2266657.7802      0.0000      0.0000      0.0000   
       885: 2022-10-17  7:23:30.0080000    2.4351  2272032.2986      0.0000      0.0000      0.0000   
       886: 2022-10-17  7:24: 0.0080000    2.4351  2277407.1538      0.0000      0.0000      0.0000   
       887: 2022-10-17  7:24:30.0080000    2.4351  2282783.6557      0.0000      0.0000      0.0000   
       888: 2022-10-17  7:25: 0.0080000    2.4351  2288160.6370      0.0000      0.0000      0.0000   
       889: 2022-10-17  7:25:30.0080000    2.4351  2293534.3556      0.0000      0.0000      0.0000   
       890: 2022-10-17  7:26: 0.0080000    2.4351  2298905.6534      0.0000      0.0000      0.0000   
       891: 2022-10-17  7:26:30.0080000    2.4350  2304277.6859      0.0000      0.0000      0.0000   
       892: 2022-10-17  7:27: 0.0080000    2.4350  2309650.6611      0.0000      0.0000      0.0000   
       893: 2022-10-17  7:27:30.0080000    2.4350  2315024.8680      0.0000      0.0000      0.0000   
       894: 2022-10-17  7:28: 0.0080000    2.4350  2320397.1221      0.0000      0.0000      0.0000   
       895: 2022-10-17  7:28:30.0080000    2.4349  2325768.8558      0.0000      0.0000      0.0000   
       896: 2022-10-17  7:29: 0.0080000    2.4350  2331140.0471      0.0000      0.0000      0.0000   
       897: 2022-10-17  7:29:30.0080000    2.4350  2336511.3619      0.0000      0.0000      0.0000   
       898: 2022-10-17  7:30: 0.0080000    2.4349  2341882.8364      0.0000      0.0000      0.0000   
       899: 2022-10-17  7:30:30.0080000    2.4349  2347254.0954      0.0000      0.0000      0.0000   
       900: 2022-10-17  7:31: 0.0080000    2.4348  2352624.1192      0.0000      0.0000      0.0000   
       901: 2022-10-17  7:31:30.0080000    2.4347  2357991.2676      0.0000      0.0000      0.0000   
       902: 2022-10-17  7:32: 0.0080000    2.4346  2363358.3136      0.0000      0.0000      0.0000   
       903: 2022-10-17  7:32:30.0080000    2.4345  2368722.7681      0.0000      0.0000      0.0000   
       904: 2022-10-17  7:33: 0.0080000    2.4344  2374084.6734      0.0000      0.0000      0.0000   
       905: 2022-10-17  7:33:30.0080000    2.4343  2379446.8358      0.0000      0.0000      0.0000   
       906: 2022-10-17  7:34: 0.0080000    2.4342  2384805.4844      0.0000      0.0000      0.0000   
       907: 2022-10-17  7:34:30.0080000    2.4343  2390161.8579      0.0000      0.0000      0.0000   
       908: 2022-10-17  7:35: 0.0080000    2.4343  2395515.1427      0.0000      0.0000      0.0000   
       909: 2022-10-17  7:35:30.0080000    2.4342  2400866.8581      0.0000      0.0000      0.0000   
       910: 2022-10-17  7:36: 0.0080000    2.4342  2406219.1739      0.0000      0.0000      0.0000   
       911: 2022-10-17  7:36:30.0080000    2.4340  2411571.4454      0.0000      0.0000      0.0000   
       912: 2022-10-17  7:37: 0.0080000    2.4339  2416922.3074      0.0000      0.0000      0.0000   
       913: 2022-10-17  7:37:30.0080000    2.4337  2422272.3031      0.0000      0.0000      0.0000   
       914: 2022-10-17  7:38: 0.0080000    2.4336  2427619.8418      0.0000      0.0000      0.0000   
       915: 2022-10-17  7:38:30.0080000    2.4334  2432967.9874      0.0000      0.0000      0.0000   
       916: 2022-10-17  7:39: 0.0080000    2.4332  2438316.5614      0.0000      0.0000      0.0000   
       917: 2022-10-17  7:39:30.0080000    2.4330  2443664.5155      0.0000      0.0000      0.0000   
       918: 2022-10-17  7:40: 0.0080000    2.4329  2449013.8197      0.0000      0.0000      0.0000   
       919: 2022-10-17  7:40:30.0080000    2.4328  2454364.0219      0.0000      0.0000      0.0000   
       920: 2022-10-17  7:41: 0.0080000    2.4325  2459717.3862      0.0000      0.0000      0.0000   
       921: 2022-10-17  7:41:30.0080000    2.4324  2465072.8059      0.0000      0.0000      0.0000   
       922: 2022-10-17  7:42: 0.0080000    2.4323  2470429.4655      0.0000      0.0000      0.0000   
       923: 2022-10-17  7:42:30.0080000    2.4322  2475792.4268      0.0000      0.0000      0.0000   
       924: 2022-10-17  7:43: 0.0080000    2.4321  2481156.5779      0.0000      0.0000      0.0000   
       925: 2022-10-17  7:43:30.0080000    2.4320  2486520.1282      0.0000      0.0000      0.0000   
       926: 2022-10-17  7:44: 0.0080000    2.4319  2491881.7113      0.0000      0.0000      0.0000   
       927: 2022-10-17  7:44:30.0080000    2.4319  2497243.3957      0.0000      0.0000      0.0000   
       928: 2022-10-17  7:45: 0.0080000    2.4319  2502604.0846      0.0000      0.0000      0.0000   
       929: 2022-10-17  7:45:30.0080000    2.4319  2507966.3847      0.0000      0.0000      0.0000   
       930: 2022-10-17  7:46: 0.0080000    2.4319  2513331.1234      0.0000      0.0000      0.0000   
       931: 2022-10-17  7:46:30.0080000    2.4320  2518694.6297      0.0000      0.0000      0.0000   
       932: 2022-10-17  7:47: 0.0080000    2.4321  2524059.0002      0.0000      0.0000      0.0000   
       933: 2022-10-17  7:47:30.0080000    2.4321  2529425.4763      0.0000      0.0000      0.0000   
       934: 2022-10-17  7:48: 0.0080000    2.4320  2534791.6521      0.0000      0.0000      0.0000   
       935: 2022-10-17  7:48:30.0080000    2.4318  2540160.4724      0.0000      0.0000      0.0000   
       936: 2022-10-17  7:49: 0.0080000    2.4316  2545529.9587      0.0000      0.0000      0.0000   
       937: 2022-10-17  7:49:30.0080000    2.4315  2550900.9962      0.0000      0.0000      0.0000   
       938: 2022-10-17  7:50: 0.0090000    2.4314  2556274.7005      0.0000      0.0000      0.0000   
       939: 2022-10-17  7:50:30.0090000    2.4313  2561647.5965      0.0000      0.0000      0.0000   
       940: 2022-10-17  7:51: 0.0090000    2.4311  2567018.6645      0.0000      0.0000      0.0000   
       941: 2022-10-17  7:51:30.0090000    2.4310  2572388.2946      0.0000      0.0000      0.0000   
       942: 2022-10-17  7:52: 0.0090000    2.4310  2577754.5918      0.0000      0.0000      0.0000   
       943: 2022-10-17  7:52:30.0090000    2.4308  2583119.1699      0.0000      0.0000      0.0000   
       944: 2022-10-17  7:53: 0.0090000    2.4307  2588483.5434      0.0000      0.0000      0.0000   
       945: 2022-10-17  7:53:30.0090000    2.4308  2593849.5284      0.0000      0.0000      0.0000   
       946: 2022-10-17  7:54: 0.0090000    2.4309  2599215.6654      0.0000      0.0000      0.0000   
       947: 2022-10-17  7:54:30.0090000    2.4310  2604580.5995      0.0000      0.0000      0.0000   
       948: 2022-10-17  7:55: 0.0090000    2.4309  2609945.7696      0.0000      0.0000      0.0000   
       949: 2022-10-17  7:55:30.0090000    2.4311  2615312.4657      0.0000      0.0000      0.0000   
       950: 2022-10-17  7:56: 0.0090000    2.4311  2620680.1526      0.0000      0.0000      0.0000   
       951: 2022-10-17  7:56:30.0090000    2.4313  2626046.1818      0.0000      0.0000      0.0000   
       952: 2022-10-17  7:57: 0.0090000    2.4313  2631412.2758      0.0000      0.0000      0.0000   
       953: 2022-10-17  7:57:30.0090000    2.4311  2636778.7539      0.0000      0.0000      0.0000   
       954: 2022-10-17  7:58: 0.0090000    2.4310  2642143.8234      0.0000      0.0000      0.0000   
       955: 2022-10-17  7:58:30.0090000    2.4308  2647506.5503      0.0000      0.0000      0.0000   
       956: 2022-10-17  7:59: 0.0090000    2.4306  2652868.9229      0.0000      0.0000      0.0000   
       957: 2022-10-17  7:59:30.0090000    2.4306  2658232.1222      0.0000      0.0000      0.0000   
       958: 2022-10-17  8: 0: 0.0090000    2.4307  2663594.0654      0.0000      0.0000      0.0000   
       959: 2022-10-17  8: 0:30.0090000    2.4307  2668957.0395      0.0000      0.0000      0.0000   
       960: 2022-10-17  8: 1: 0.0090000    2.4306  2674318.4243      0.0000      0.0000      0.0000   
       961: 2022-10-17  8: 1:30.0090000    2.4305  2679678.4850      0.0000      0.0000      0.0000   
       962: 2022-10-17  8: 2: 0.0090000    2.4302  2685038.8803      0.0000      0.0000      0.0000   
       963: 2022-10-17  8: 2:30.0090000    2.4299  2690398.5534      0.0000      0.0000      0.0000   
       964: 2022-10-17  8: 3: 0.0090000    2.4294  2695757.0914      0.0000      0.0000      0.0000   
       965: 2022-10-17  8: 3:30.0090000    2.4290  2701114.6578      0.0000      0.0000      0.0000   
       966: 2022-10-17  8: 4: 0.0090000    2.4288  2706471.5355      0.0000      0.0000      0.0000   
       967: 2022-10-17  8: 4:30.0090000    2.4288  2711827.0457      0.0000      0.0000      0.0000   
       968: 2022-10-17  8: 5: 0.0090000    2.4288  2717183.4398      0.0000      0.0000      0.0000   
       969: 2022-10-17  8: 5:30.0090000    2.4289  2722540.5366      0.0000      0.0000      0.0000   
       970: 2022-10-17  8: 6: 0.0090000    2.4288  2727898.1931      0.0000      0.0000      0.0000   
       971: 2022-10-17  8: 6:30.0090000    2.4289  2733255.0918      0.0000      0.0000      0.0000   
       972: 2022-10-17  8: 7: 0.0090000    2.4286  2738611.4049      0.0000      0.0000      0.0000   
       973: 2022-10-17  8: 7:30.0090000    2.4288  2743967.8996      0.0000      0.0000      0.0000   
       974: 2022-10-17  8: 8: 0.0090000    2.4287  2749325.0063      0.0000      0.0000      0.0000   
       975: 2022-10-17  8: 8:30.0090000    2.4288  2754681.1635      0.0000      0.0000      0.0000   
       976: 2022-10-17  8: 9: 0.0090000    2.4288  2760035.8227      0.0000      0.0000      0.0000   
       977: 2022-10-17  8: 9:30.0090000    2.4289  2765389.9588      0.0000      0.0000      0.0000   
       978: 2022-10-17  8:10: 0.0090000    2.4290  2770743.4089      0.0000      0.0000      0.0000   
       979: 2022-10-17  8:10:30.0090000    2.4292  2776094.6838      0.0000      0.0000      0.0000   
       980: 2022-10-17  8:11: 0.0090000    2.4294  2781444.3179      0.0000      0.0000      0.0000   
       981: 2022-10-17  8:11:30.0090000    2.4296  2786794.6774      0.0000      0.0000      0.0000   
       982: 2022-10-17  8:12: 0.0090000    2.4296  2792143.7713      0.0000      0.0000      0.0000   
       983: 2022-10-17  8:12:30.0090000    2.4294  2797491.1208      0.0000      0.0000      0.0000   
       984: 2022-10-17  8:13: 0.0090000    2.4292  2802836.0987      0.0000      0.0000      0.0000   
       985: 2022-10-17  8:13:30.0090000    2.4290  2808179.1868      0.0000      0.0000      0.0000   
       986: 2022-10-17  8:14: 0.0090000    2.4290  2813519.5227      0.0000      0.0000      0.0000   
       987: 2022-10-17  8:14:30.0090000    2.4291  2818860.7844      0.0000      0.0000      0.0000   
       988: 2022-10-17  8:15: 0.0090000    2.4291  2824201.9312      0.0000      0.0000      0.0000   
       989: 2022-10-17  8:15:30.0090000    2.4292  2829543.1329      0.0000      0.0000      0.0000   
       990: 2022-10-17  8:16: 0.0090000    2.4293  2834885.4128      0.0000      0.0000      0.0000   
       991: 2022-10-17  8:16:30.0090000    2.4293  2840228.9360      0.0000      0.0000      0.0000   
       992: 2022-10-17  8:17: 0.0090000    2.4294  2845571.9138      0.0000      0.0000      0.0000   
       993: 2022-10-17  8:17:30.0100000    2.4295  2850915.4442      0.0000      0.0000      0.0000   
       994: 2022-10-17  8:18: 0.0100000    2.4295  2856257.8183      0.0000      0.0000      0.0000   
       995: 2022-10-17  8:18:30.0100000    2.4295  2861599.9014      0.0000      0.0000      0.0000   
       996: 2022-10-17  8:19: 0.0100000    2.4295  2866941.8162      0.0000      0.0000      0.0000   
       997: 2022-10-17  8:19:30.0100000    2.4295  2872282.6675      0.0000      0.0000      0.0000   
       998: 2022-10-17  8:20: 0.0100000    2.4295  2877622.9389      0.0000      0.0000      0.0000   
       999: 2022-10-17  8:20:30.0100000    2.4295  2882961.4552      0.0000      0.0000      0.0000   
      1000: 2022-10-17  8:21: 0.0100000    2.4296  2888298.3120      0.0000      0.0000      0.0000   
      1001: 2022-10-17  8:21:30.0100000    2.4294  2893634.1313      0.0000      0.0000      0.0000   
      1002: 2022-10-17  8:22: 0.0100000    2.4294  2898968.3523      0.0000      0.0000      0.0000   
      1003: 2022-10-17  8:22:30.0100000    2.4292  2904301.1790      0.0000      0.0000      0.0000   
      1004: 2022-10-17  8:23: 0.0100000    2.4293  2909634.3285      0.0000      0.0000      0.0000   
      1005: 2022-10-17  8:23:30.0100000    2.4293  2914967.6441      0.0000      0.0000      0.0000   
      1006: 2022-10-17  8:24: 0.0100000    2.4295  2920298.7631      0.0000      0.0000      0.0000   
      1007: 2022-10-17  8:24:30.0100000    2.4296  2925628.3433      0.0000      0.0000      0.0000   
      1008: 2022-10-17  8:25: 0.0100000    2.4297  2930957.0867      0.0000      0.0000      0.0000   
      1009: 2022-10-17  8:25:30.0100000    2.4298  2936283.3488      0.0000      0.0000      0.0000   
      1010: 2022-10-17  8:26: 0.0100000    2.4299  2941608.1460      0.0000      0.0000      0.0000   
      1011: 2022-10-17  8:26:30.0100000    2.4302  2946931.2223      0.0000      0.0000      0.0000   
      1012: 2022-10-17  8:27: 0.0100000    2.4305  2952251.7415      0.0000      0.0000      0.0000   
      1013: 2022-10-17  8:27:30.0100000    2.4306  2957571.7495      0.0000      0.0000      0.0000   
