     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
       707: 2022-10-18  5:54:30.0010000    2.4225  365145.5224      0.0000      0.0000      0.0000   
       708: 2022-10-18  5:55: 0.0010000    2.4226  370521.4046      0.0000      0.0000      0.0000   
       709: 2022-10-18  5:55:30.0010000    2.4228  375894.4566      0.0000      0.0000      0.0000   
       710: 2022-10-18  5:56: 0.0010000    2.4229  381265.8862      0.0000      0.0000      0.0000   
       711: 2022-10-18  5:56:30.0010000    2.4230  386636.0497      0.0000      0.0000      0.0000   
       712: 2022-10-18  5:57: 0.0010000    2.4231  392005.4584      0.0000      0.0000      0.0000   
       713: 2022-10-18  5:57:30.0010000    2.4232  397372.7606      0.0000      0.0000      0.0000   
       714: 2022-10-18  5:58: 0.0010000    2.4234  402737.7480      0.0000      0.0000      0.0000   
       715: 2022-10-18  5:58:30.0010000    2.4234  408102.7719      0.0000      0.0000      0.0000   
       716: 2022-10-18  5:59: 0.0010000    2.4236  413465.8733      0.0000      0.0000      0.0000   
       717: 2022-10-18  5:59:30.0010000    2.4238  418826.6401      0.0000      0.0000      0.0000   
       718: 2022-10-18  6: 0: 0.0010000    2.4240  424185.5570      0.0000      0.0000      0.0000   
       719: 2022-10-18  6: 0:30.0010000    2.4240  429541.3783      0.0000      0.0000      0.0000   
       720: 2022-10-18  6: 1: 0.0010000    2.4240  434893.7811      0.0000      0.0000      0.0000   
       721: 2022-10-18  6: 1:30.0010000    2.4240  440245.1396      0.0000      0.0000      0.0000   
       722: 2022-10-18  6: 2: 0.0010000    2.4241  445596.5522      0.0000      0.0000      0.0000   
       723: 2022-10-18  6: 2:30.0010000    2.4240  450947.2496      0.0000      0.0000      0.0000   
       724: 2022-10-18  6: 3: 0.0020000    2.4241  456296.0782      0.0000      0.0000      0.0000   
       725: 2022-10-18  6: 3:30.0020000    2.4243  461645.2016      0.0000      0.0000      0.0000   
       726: 2022-10-18  6: 4: 0.0020000    2.4244  466994.4472      0.0000      0.0000      0.0000   
       727: 2022-10-18  6: 4:30.0020000    2.4245  472341.8821      0.0000      0.0000      0.0000   
       728: 2022-10-18  6: 5: 0.0020000    2.4245  477688.0304      0.0000      0.0000      0.0000   
       729: 2022-10-18  6: 5:30.0020000    2.4246  483034.6508      0.0000      0.0000      0.0000   
       730: 2022-10-18  6: 6: 0.0020000    2.4248  488381.3849      0.0000      0.0000      0.0000   
       731: 2022-10-18  6: 6:30.0020000    2.4248  493727.4536      0.0000      0.0000      0.0000   
       732: 2022-10-18  6: 7: 0.0020000    2.4249  499070.7864      0.0000      0.0000      0.0000   
       733: 2022-10-18  6: 7:30.0020000    2.4251  504411.7516      0.0000      0.0000      0.0000   
       734: 2022-10-18  6: 8: 0.0020000    2.4251  509751.3473      0.0000      0.0000      0.0000   
       735: 2022-10-18  6: 8:30.0020000    2.4248  515090.6624      0.0000      0.0000      0.0000   
       736: 2022-10-18  6: 9: 0.0020000    2.4248  520429.5683      0.0000      0.0000      0.0000   
       737: 2022-10-18  6: 9:30.0020000    2.4246  525767.1947      0.0000      0.0000      0.0000   
       738: 2022-10-18  6:10: 0.0020000    2.4244  531101.9349      0.0000      0.0000      0.0000   
       739: 2022-10-18  6:10:30.0020000    2.4242  536433.7138      0.0000      0.0000      0.0000   
       740: 2022-10-18  6:11: 0.0020000    2.4242  541761.8939      0.0000      0.0000      0.0000   
       741: 2022-10-18  6:11:30.0020000    2.4244  547087.8801      0.0000      0.0000      0.0000   
       742: 2022-10-18  6:12: 0.0020000    2.4244  552411.7844      0.0000      0.0000      0.0000   
       743: 2022-10-18  6:12:30.0020000    2.4245  557731.9684      0.0000      0.0000      0.0000   
       744: 2022-10-18  6:13: 0.0020000    2.4243  563049.3855      0.0000      0.0000      0.0000   
       745: 2022-10-18  6:13:30.0020000    2.4243  568363.5465      0.0000      0.0000      0.0000   
       746: 2022-10-18  6:14: 0.0020000    2.4244  573674.6287      0.0000      0.0000      0.0000   
       747: 2022-10-18  6:14:30.0020000    2.4243  578984.5659      0.0000      0.0000      0.0000   
       748: 2022-10-18  6:15: 0.0020000    2.4242  584289.8685      0.0000      0.0000      0.0000   
       749: 2022-10-18  6:15:30.0020000    2.4241  589591.9195      0.0000      0.0000      0.0000   
       750: 2022-10-18  6:16: 0.0020000    2.4240  594891.1495      0.0000      0.0000      0.0000   
       751: 2022-10-18  6:16:30.0020000    2.4239  600187.3727      0.0000      0.0000      0.0000   
       752: 2022-10-18  6:17: 0.0020000    2.4238  605481.7190      0.0000      0.0000      0.0000   
       753: 2022-10-18  6:17:30.0020000    2.4239  610773.7299      0.0000      0.0000      0.0000   
       754: 2022-10-18  6:18: 0.0020000    2.4241  616065.3657      0.0000      0.0000      0.0000   
       755: 2022-10-18  6:18:30.0020000    2.4243  621356.0799      0.0000      0.0000      0.0000   
       756: 2022-10-18  6:19: 0.0020000    2.4244  626645.3337      0.0000      0.0000      0.0000   
       757: 2022-10-18  6:19:30.0020000    2.4246  631934.1082      0.0000      0.0000      0.0000   
       758: 2022-10-18  6:20: 0.0020000    2.4246  637221.8684      0.0000      0.0000      0.0000   
       759: 2022-10-18  6:20:30.0020000    2.4249  642507.0334      0.0000      0.0000      0.0000   
       760: 2022-10-18  6:21: 0.0020000    2.4249  647792.5916      0.0000      0.0000      0.0000   
       761: 2022-10-18  6:21:30.0020000    2.4247  653077.5202      0.0000      0.0000      0.0000   
       762: 2022-10-18  6:22: 0.0020000    2.4246  658362.9449      0.0000      0.0000      0.0000   
       763: 2022-10-18  6:22:30.0020000    2.4247  663649.5548      0.0000      0.0000      0.0000   
       764: 2022-10-18  6:23: 0.0020000    2.4247  668933.5634      0.0000      0.0000      0.0000   
       765: 2022-10-18  6:23:30.0020000    2.4247  674214.1228      0.0000      0.0000      0.0000   
       766: 2022-10-18  6:24: 0.0020000    2.4249  679491.3620      0.0000      0.0000      0.0000   
       767: 2022-10-18  6:24:30.0020000    2.4253  684765.5064      0.0000      0.0000      0.0000   
       768: 2022-10-18  6:25: 0.0020000    2.4254  690038.0534      0.0000      0.0000      0.0000   
       769: 2022-10-18  6:25:30.0020000    2.4254  695313.8451      0.0000      0.0000      0.0000   
       770: 2022-10-18  6:26: 0.0020000    2.4256  700590.7046      0.0000      0.0000      0.0000   
       771: 2022-10-18  6:26:30.0020000    2.4257  705869.7914      0.0000      0.0000      0.0000   
       772: 2022-10-18  6:27: 0.0020000    2.4256  711150.0176      0.0000      0.0000      0.0000   
       773: 2022-10-18  6:27:30.0020000    2.4257  716428.6275      0.0000      0.0000      0.0000   
       774: 2022-10-18  6:28: 0.0020000    2.4258  721704.2909      0.0000      0.0000      0.0000   
       775: 2022-10-18  6:28:30.0020000    2.4257  726979.2934      0.0000      0.0000      0.0000   
       776: 2022-10-18  6:29: 0.0020000    2.4256  732255.9982      0.0000      0.0000      0.0000   
       777: 2022-10-18  6:29:30.0020000    2.4256  737532.6897      0.0000      0.0000      0.0000   
       778: 2022-10-18  6:30: 0.0020000    2.4259  742808.5799      0.0000      0.0000      0.0000   
       779: 2022-10-18  6:30:30.0020000    2.4259  748082.4123      0.0000      0.0000      0.0000   
       780: 2022-10-18  6:31: 0.0030000    2.4261  753355.3213      0.0000      0.0000      0.0000   
       781: 2022-10-18  6:31:30.0030000    2.4262  758626.9779      0.0000      0.0000      0.0000   
       782: 2022-10-18  6:32: 0.0030000    2.4263  763897.3791      0.0000      0.0000      0.0000   
       783: 2022-10-18  6:32:30.0030000    2.4264  769166.8646      0.0000      0.0000      0.0000   
       784: 2022-10-18  6:33: 0.0030000    2.4265  774435.6856      0.0000      0.0000      0.0000   
       785: 2022-10-18  6:33:30.0030000    2.4266  779703.8458      0.0000      0.0000      0.0000   
       786: 2022-10-18  6:34: 0.0030000    2.4266  784971.2828      0.0000      0.0000      0.0000   
       787: 2022-10-18  6:34:30.0030000    2.4264  790237.3455      0.0000      0.0000      0.0000   
       788: 2022-10-18  6:35: 0.0030000    2.4264  795500.8194      0.0000      0.0000      0.0000   
       789: 2022-10-18  6:35:30.0030000    2.4263  800762.0692      0.0000      0.0000      0.0000   
       790: 2022-10-18  6:36: 0.0030000    2.4263  806018.9323      0.0000      0.0000      0.0000   
       791: 2022-10-18  6:36:30.0030000    2.4263  811273.6024      0.0000      0.0000      0.0000   
       792: 2022-10-18  6:37: 0.0030000    2.4265  816524.1141      0.0000      0.0000      0.0000   
       793: 2022-10-18  6:37:30.0030000    2.4266  821772.7021      0.0000      0.0000      0.0000   
       794: 2022-10-18  6:38: 0.0030000    2.4268  827018.5914      0.0000      0.0000      0.0000   
       795: 2022-10-18  6:38:30.0030000    2.4270  832261.6021      0.0000      0.0000      0.0000   
       796: 2022-10-18  6:39: 0.0030000    2.4270  837499.0854      0.0000      0.0000      0.0000   
       797: 2022-10-18  6:39:30.0030000    2.4270  842731.9845      0.0000      0.0000      0.0000   
       798: 2022-10-18  6:40: 0.0030000    2.4270  847960.4214      0.0000      0.0000      0.0000   
       799: 2022-10-18  6:40:30.0030000    2.4269  853187.2670      0.0000      0.0000      0.0000   
       800: 2022-10-18  6:41: 0.0030000    2.4269  858413.9731      0.0000      0.0000      0.0000   
       801: 2022-10-18  6:41:30.0030000    2.4269  863640.6458      0.0000      0.0000      0.0000   
       802: 2022-10-18  6:42: 0.0030000    2.4268  868865.5030      0.0000      0.0000      0.0000   
       803: 2022-10-18  6:42:30.0030000    2.4268  874090.6213      0.0000      0.0000      0.0000   
       804: 2022-10-18  6:43: 0.0030000    2.4267  879314.9461      0.0000      0.0000      0.0000   
       805: 2022-10-18  6:43:30.0030000    2.4267  884536.5236      0.0000      0.0000      0.0000   
       806: 2022-10-18  6:44: 0.0030000    2.4267  889756.0300      0.0000      0.0000      0.0000   
       807: 2022-10-18  6:44:30.0030000    2.4267  894975.0917      0.0000      0.0000      0.0000   
       808: 2022-10-18  6:45: 0.0030000    2.4267  900196.1813      0.0000      0.0000      0.0000   
       809: 2022-10-18  6:45:30.0030000    2.4267  905418.5789      0.0000      0.0000      0.0000   
       810: 2022-10-18  6:46: 0.0030000    2.4267  910640.6580      0.0000      0.0000      0.0000   
       811: 2022-10-18  6:46:30.0030000    2.4267  915861.1431      0.0000      0.0000      0.0000   
       812: 2022-10-18  6:47: 0.0030000    2.4267  921079.7458      0.0000      0.0000      0.0000   
       813: 2022-10-18  6:47:30.0030000    2.4267  926298.3897      0.0000      0.0000      0.0000   
       814: 2022-10-18  6:48: 0.0030000    2.4267  931517.2892      0.0000      0.0000      0.0000   
       815: 2022-10-18  6:48:30.0030000    2.4267  936736.2063      0.0000      0.0000      0.0000   
       816: 2022-10-18  6:49: 0.0030000    2.4266  941954.5243      0.0000      0.0000      0.0000   
       817: 2022-10-18  6:49:30.0030000    2.4266  947172.6731      0.0000      0.0000      0.0000   
       818: 2022-10-18  6:50: 0.0030000    2.4266  952388.0190      0.0000      0.0000      0.0000   
       819: 2022-10-18  6:50:30.0030000    2.4266  957604.3383      0.0000      0.0000      0.0000   
       820: 2022-10-18  6:51: 0.0030000    2.4266  962819.8148      0.0000      0.0000      0.0000   
       821: 2022-10-18  6:51:30.0030000    2.4266  968032.3092      0.0000      0.0000      0.0000   
       822: 2022-10-18  6:52: 0.0030000    2.4266  973241.8548      0.0000      0.0000      0.0000   
       823: 2022-10-18  6:52:30.0030000    2.4267  978449.7860      0.0000      0.0000      0.0000   
       824: 2022-10-18  6:53: 0.0030000    2.4267  983657.6141      0.0000      0.0000      0.0000   
       825: 2022-10-18  6:53:30.0030000    2.4267  988864.5798      0.0000      0.0000      0.0000   
       826: 2022-10-18  6:54: 0.0030000    2.4267  994070.0377      0.0000      0.0000      0.0000   
       827: 2022-10-18  6:54:30.0030000    2.4267  999273.1939      0.0000      0.0000      0.0000   
       828: 2022-10-18  6:55: 0.0030000    2.4267  1004477.4018      0.0000      0.0000      0.0000   
       829: 2022-10-18  6:55:30.0030000    2.4266  1009680.5480      0.0000      0.0000      0.0000   
       830: 2022-10-18  6:56: 0.0030000    2.4266  1014883.4965      0.0000      0.0000      0.0000   
       831: 2022-10-18  6:56:30.0030000    2.4266  1020086.0371      0.0000      0.0000      0.0000   
       832: 2022-10-18  6:57: 0.0030000    2.4266  1025286.0386      0.0000      0.0000      0.0000   
       833: 2022-10-18  6:57:30.0030000    2.4266  1030483.6123      0.0000      0.0000      0.0000   
       834: 2022-10-18  6:58: 0.0030000    2.4266  1035679.2768      0.0000      0.0000      0.0000   
       835: 2022-10-18  6:58:30.0030000    2.4265  1040872.1798      0.0000      0.0000      0.0000   
       836: 2022-10-18  6:59: 0.0030000    2.4265  1046064.5205      0.0000      0.0000      0.0000   
       837: 2022-10-18  6:59:30.0030000    2.4265  1051255.0062      0.0000      0.0000      0.0000   
       838: 2022-10-18  7: 0: 0.0040000    2.4265  1056442.5821      0.0000      0.0000      0.0000   
       839: 2022-10-18  7: 0:30.0040000    2.4265  1061628.7234      0.0000      0.0000      0.0000   
       840: 2022-10-18  7: 1: 0.0040000    2.4265  1066811.5478      0.0000      0.0000      0.0000   
       841: 2022-10-18  7: 1:30.0040000    2.4265  1071989.3484      0.0000      0.0000      0.0000   
       842: 2022-10-18  7: 2: 0.0040000    2.4265  1077163.4976      0.0000      0.0000      0.0000   
       843: 2022-10-18  7: 2:30.0040000    2.4265  1082332.2980      0.0000      0.0000      0.0000   
       844: 2022-10-18  7: 3: 0.0040000    2.4264  1087499.0518      0.0000      0.0000      0.0000   
       845: 2022-10-18  7: 3:30.0040000    2.4264  1092664.7877      0.0000      0.0000      0.0000   
       846: 2022-10-18  7: 4: 0.0040000    2.4264  1097826.1629      0.0000      0.0000      0.0000   
       847: 2022-10-18  7: 4:30.0040000    2.4264  1102982.8023      0.0000      0.0000      0.0000   
       848: 2022-10-18  7: 5: 0.0040000    2.4264  1108135.1176      0.0000      0.0000      0.0000   
       849: 2022-10-18  7: 5:30.0040000    2.4264  1113283.5859      0.0000      0.0000      0.0000   
       850: 2022-10-18  7: 6: 0.0040000    2.4264  1118428.4582      0.0000      0.0000      0.0000   
       851: 2022-10-18  7: 6:30.0040000    2.4264  1123571.1506      0.0000      0.0000      0.0000   
       852: 2022-10-18  7: 7: 0.0040000    2.4264  1128711.7879      0.0000      0.0000      0.0000   
       853: 2022-10-18  7: 7:30.0040000    2.4264  1133851.1487      0.0000      0.0000      0.0000   
       854: 2022-10-18  7: 8: 0.0040000    2.4264  1138988.6023      0.0000      0.0000      0.0000   
       855: 2022-10-18  7: 8:30.0040000    2.4263  1144125.0164      0.0000      0.0000      0.0000   
       856: 2022-10-18  7: 9: 0.0040000    2.4263  1149262.7915      0.0000      0.0000      0.0000   
       857: 2022-10-18  7: 9:30.0040000    2.4262  1154402.1372      0.0000      0.0000      0.0000   
       858: 2022-10-18  7:10: 0.0040000    2.4261  1159539.7685      0.0000      0.0000      0.0000   
       859: 2022-10-18  7:10:30.0040000    2.4261  1164677.6763      0.0000      0.0000      0.0000   
       860: 2022-10-18  7:11: 0.0040000    2.4260  1169813.3361      0.0000      0.0000      0.0000   
       861: 2022-10-18  7:11:30.0040000    2.4260  1174948.6215      0.0000      0.0000      0.0000   
       862: 2022-10-18  7:12: 0.0040000    2.4260  1180081.8287      0.0000      0.0000      0.0000   
       863: 2022-10-18  7:12:30.0040000    2.4260  1185214.3318      0.0000      0.0000      0.0000   
       864: 2022-10-18  7:13: 0.0040000    2.4260  1190345.3985      0.0000      0.0000      0.0000   
       865: 2022-10-18  7:13:30.0040000    2.4260  1195475.6418      0.0000      0.0000      0.0000   
       866: 2022-10-18  7:14: 0.0040000    2.4260  1200602.2919      0.0000      0.0000      0.0000   
       867: 2022-10-18  7:14:30.0040000    2.4259  1205727.2262      0.0000      0.0000      0.0000   
       868: 2022-10-18  7:15: 0.0040000    2.4260  1210854.0872      0.0000      0.0000      0.0000   
       869: 2022-10-18  7:15:30.0040000    2.4260  1215980.4535      0.0000      0.0000      0.0000   
       870: 2022-10-18  7:16: 0.0040000    2.4260  1221107.3976      0.0000      0.0000      0.0000   
       871: 2022-10-18  7:16:30.0040000    2.4260  1226236.0390      0.0000      0.0000      0.0000   
       872: 2022-10-18  7:17: 0.0040000    2.4258  1231366.2820      0.0000      0.0000      0.0000   
       873: 2022-10-18  7:17:30.0040000    2.4258  1236496.5120      0.0000      0.0000      0.0000   
       874: 2022-10-18  7:18: 0.0040000    2.4256  1241628.5669      0.0000      0.0000      0.0000   
       875: 2022-10-18  7:18:30.0040000    2.4255  1246762.6238      0.0000      0.0000      0.0000   
       876: 2022-10-18  7:19: 0.0040000    2.4254  1251899.7242      0.0000      0.0000      0.0000   
       877: 2022-10-18  7:19:30.0040000    2.4253  1257039.1837      0.0000      0.0000      0.0000   
       878: 2022-10-18  7:20: 0.0040000    2.4252  1262181.9039      0.0000      0.0000      0.0000   
       879: 2022-10-18  7:20:30.0040000    2.4251  1267326.8958      0.0000      0.0000      0.0000   
       880: 2022-10-18  7:21: 0.0040000    2.4250  1272472.4270      0.0000      0.0000      0.0000   
       881: 2022-10-18  7:21:30.0040000    2.4249  1277616.6881      0.0000      0.0000      0.0000   
       882: 2022-10-18  7:22: 0.0040000    2.4249  1282762.0671      0.0000      0.0000      0.0000   
       883: 2022-10-18  7:22:30.0040000    2.4248  1287906.4510      0.0000      0.0000      0.0000   
       884: 2022-10-18  7:23: 0.0040000    2.4248  1293049.2876      0.0000      0.0000      0.0000   
       885: 2022-10-18  7:23:30.0040000    2.4247  1298193.6093      0.0000      0.0000      0.0000   
       886: 2022-10-18  7:24: 0.0040000    2.4247  1303338.6006      0.0000      0.0000      0.0000   
       887: 2022-10-18  7:24:30.0040000    2.4248  1308481.3262      0.0000      0.0000      0.0000   
       888: 2022-10-18  7:25: 0.0040000    2.4247  1313625.2036      0.0000      0.0000      0.0000   
       889: 2022-10-18  7:25:30.0040000    2.4248  1318767.4694      0.0000      0.0000      0.0000   
       890: 2022-10-18  7:26: 0.0040000    2.4249  1323907.5238      0.0000      0.0000      0.0000   
       891: 2022-10-18  7:26:30.0040000    2.4250  1329048.2655      0.0000      0.0000      0.0000   
       892: 2022-10-18  7:27: 0.0040000    2.4249  1334187.6564      0.0000      0.0000      0.0000   
       893: 2022-10-18  7:27:30.0040000    2.4250  1339323.8528      0.0000      0.0000      0.0000   
       894: 2022-10-18  7:28: 0.0040000    2.4251  1344456.5401      0.0000      0.0000      0.0000   
       895: 2022-10-18  7:28:30.0040000    2.4252  1349584.2071      0.0000      0.0000      0.0000   
       896: 2022-10-18  7:29: 0.0050000    2.4253  1354707.6369      0.0000      0.0000      0.0000   
       897: 2022-10-18  7:29:30.0050000    2.4254  1359827.8774      0.0000      0.0000      0.0000   
       898: 2022-10-18  7:30: 0.0050000    2.4256  1364944.7240      0.0000      0.0000      0.0000   
       899: 2022-10-18  7:30:30.0050000    2.4257  1370059.3707      0.0000      0.0000      0.0000   
       900: 2022-10-18  7:31: 0.0050000    2.4259  1375171.4622      0.0000      0.0000      0.0000   
       901: 2022-10-18  7:31:30.0050000    2.4260  1380279.3058      0.0000      0.0000      0.0000   
       902: 2022-10-18  7:32: 0.0050000    2.4261  1385382.6477      0.0000      0.0000      0.0000   
       903: 2022-10-18  7:32:30.0050000    2.4261  1390482.6795      0.0000      0.0000      0.0000   
       904: 2022-10-18  7:33: 0.0050000    2.4262  1395577.8662      0.0000      0.0000      0.0000   
       905: 2022-10-18  7:33:30.0050000    2.4262  1400671.8874      0.0000      0.0000      0.0000   
       906: 2022-10-18  7:34: 0.0050000    2.4263  1405762.4917      0.0000      0.0000      0.0000   
       907: 2022-10-18  7:34:30.0050000    2.4263  1410850.2500      0.0000      0.0000      0.0000   
       908: 2022-10-18  7:35: 0.0050000    2.4262  1415933.0285      0.0000      0.0000      0.0000   
       909: 2022-10-18  7:35:30.0050000    2.4261  1421012.4956      0.0000      0.0000      0.0000   
       910: 2022-10-18  7:36: 0.0050000    2.4261  1426088.9824      0.0000      0.0000      0.0000   
       911: 2022-10-18  7:36:30.0050000    2.4263  1431166.9026      0.0000      0.0000      0.0000   
       912: 2022-10-18  7:37: 0.0050000    2.4265  1436244.5225      0.0000      0.0000      0.0000   
       913: 2022-10-18  7:37:30.0050000    2.4267  1441320.7655      0.0000      0.0000      0.0000   
       914: 2022-10-18  7:38: 0.0050000    2.4267  1446394.1009      0.0000      0.0000      0.0000   
       915: 2022-10-18  7:38:30.0050000    2.4269  1451466.1414      0.0000      0.0000      0.0000   
       916: 2022-10-18  7:39: 0.0050000    2.4270  1456537.6797      0.0000      0.0000      0.0000   
       917: 2022-10-18  7:39:30.0050000    2.4270  1461611.4525      0.0000      0.0000      0.0000   
       918: 2022-10-18  7:40: 0.0050000    2.4271  1466683.3103      0.0000      0.0000      0.0000   
       919: 2022-10-18  7:40:30.0050000    2.4270  1471755.9653      0.0000      0.0000      0.0000   
       920: 2022-10-18  7:41: 0.0050000    2.4271  1476830.3318      0.0000      0.0000      0.0000   
       921: 2022-10-18  7:41:30.0050000    2.4270  1481904.2523      0.0000      0.0000      0.0000   
       922: 2022-10-18  7:42: 0.0050000    2.4271  1486978.1593      0.0000      0.0000      0.0000   
       923: 2022-10-18  7:42:30.0050000    2.4273  1492055.6928      0.0000      0.0000      0.0000   
       924: 2022-10-18  7:43: 0.0050000    2.4275  1497136.3263      0.0000      0.0000      0.0000   
       925: 2022-10-18  7:43:30.0050000    2.4277  1502215.6882      0.0000      0.0000      0.0000   
       926: 2022-10-18  7:44: 0.0050000    2.4279  1507297.1382      0.0000      0.0000      0.0000   
       927: 2022-10-18  7:44:30.0050000    2.4278  1512377.7955      0.0000      0.0000      0.0000   
       928: 2022-10-18  7:45: 0.0050000    2.4278  1517457.3593      0.0000      0.0000      0.0000   
       929: 2022-10-18  7:45:30.0050000    2.4278  1522538.4408      0.0000      0.0000      0.0000   
       930: 2022-10-18  7:46: 0.0050000    2.4277  1527620.2633      0.0000      0.0000      0.0000   
       931: 2022-10-18  7:46:30.0050000    2.4275  1532705.7156      0.0000      0.0000      0.0000   
       932: 2022-10-18  7:47: 0.0050000    2.4274  1537793.3911      0.0000      0.0000      0.0000   
       933: 2022-10-18  7:47:30.0050000    2.4273  1542879.5576      0.0000      0.0000      0.0000   
       934: 2022-10-18  7:48: 0.0050000    2.4272  1547964.7886      0.0000      0.0000      0.0000   
       935: 2022-10-18  7:48:30.0050000    2.4270  1553051.4608      0.0000      0.0000      0.0000   
       936: 2022-10-18  7:49: 0.0050000    2.4270  1558137.2742      0.0000      0.0000      0.0000   
       937: 2022-10-18  7:49:30.0050000    2.4270  1563222.3005      0.0000      0.0000      0.0000   
       938: 2022-10-18  7:50: 0.0050000    2.4270  1568309.4283      0.0000      0.0000      0.0000   
       939: 2022-10-18  7:50:30.0050000    2.4269  1573398.2965      0.0000      0.0000      0.0000   
       940: 2022-10-18  7:51: 0.0050000    2.4271  1578487.9742      0.0000      0.0000      0.0000   
       941: 2022-10-18  7:51:30.0050000    2.4273  1583577.7526      0.0000      0.0000      0.0000   
       942: 2022-10-18  7:52: 0.0050000    2.4271  1588667.1782      0.0000      0.0000      0.0000   
       943: 2022-10-18  7:52:30.0050000    2.4272  1593758.9222      0.0000      0.0000      0.0000   
       944: 2022-10-18  7:53: 0.0050000    2.4271  1598850.7262      0.0000      0.0000      0.0000   
       945: 2022-10-18  7:53:30.0050000    2.4272  1603941.7202      0.0000      0.0000      0.0000   
       946: 2022-10-18  7:54: 0.0050000    2.4273  1609035.4424      0.0000      0.0000      0.0000   
       947: 2022-10-18  7:54:30.0050000    2.4275  1614128.8243      0.0000      0.0000      0.0000   
       948: 2022-10-18  7:55: 0.0050000    2.4277  1619222.8207      0.0000      0.0000      0.0000   
       949: 2022-10-18  7:55:30.0050000    2.4281  1624317.5888      0.0000      0.0000      0.0000   
       950: 2022-10-18  7:56: 0.0050000    2.4283  1629414.5906      0.0000      0.0000      0.0000   
       951: 2022-10-18  7:56:30.0050000    2.4284  1634511.4562      0.0000      0.0000      0.0000   
       952: 2022-10-18  7:57: 0.0050000    2.4285  1639607.8884      0.0000      0.0000      0.0000   
       953: 2022-10-18  7:57:30.0050000    2.4283  1644705.3457      0.0000      0.0000      0.0000   
       954: 2022-10-18  7:58: 0.0050000    2.4282  1649802.4631      0.0000      0.0000      0.0000   
       955: 2022-10-18  7:58:30.0060000    2.4280  1654900.7410      0.0000      0.0000      0.0000   
       956: 2022-10-18  7:59: 0.0060000    2.4278  1659997.8928      0.0000      0.0000      0.0000   
       957: 2022-10-18  7:59:30.0060000    2.4274  1665094.6876      0.0000      0.0000      0.0000   
       958: 2022-10-18  8: 0: 0.0060000    2.4274  1670190.5854      0.0000      0.0000      0.0000   
       959: 2022-10-18  8: 0:30.0060000    2.4272  1675287.8170      0.0000      0.0000      0.0000   
       960: 2022-10-18  8: 1: 0.0060000    2.4272  1680384.2777      0.0000      0.0000      0.0000   
       961: 2022-10-18  8: 1:30.0060000    2.4270  1685481.2266      0.0000      0.0000      0.0000   
       962: 2022-10-18  8: 2: 0.0060000    2.4271  1690578.4159      0.0000      0.0000      0.0000   
       963: 2022-10-18  8: 2:30.0060000    2.4272  1695675.0148      0.0000      0.0000      0.0000   
       964: 2022-10-18  8: 3: 0.0060000    2.4272  1700771.1294      0.0000      0.0000      0.0000   
       965: 2022-10-18  8: 3:30.0060000    2.4272  1705868.6275      0.0000      0.0000      0.0000   
       966: 2022-10-18  8: 4: 0.0060000    2.4272  1710966.2739      0.0000      0.0000      0.0000   
       967: 2022-10-18  8: 4:30.0060000    2.4273  1716063.3769      0.0000      0.0000      0.0000   
       968: 2022-10-18  8: 5: 0.0060000    2.4271  1721162.9700      0.0000      0.0000      0.0000   
       969: 2022-10-18  8: 5:30.0060000    2.4272  1726262.4875      0.0000      0.0000      0.0000   
       970: 2022-10-18  8: 6: 0.0060000    2.4272  1731362.1872      0.0000      0.0000      0.0000   
       971: 2022-10-18  8: 6:30.0060000    2.4273  1736463.7278      0.0000      0.0000      0.0000   
       972: 2022-10-18  8: 7: 0.0060000    2.4272  1741567.2830      0.0000      0.0000      0.0000   
       973: 2022-10-18  8: 7:30.0060000    2.4273  1746670.5126      0.0000      0.0000      0.0000   
       974: 2022-10-18  8: 8: 0.0060000    2.4272  1751776.1369      0.0000      0.0000      0.0000   
       975: 2022-10-18  8: 8:30.0060000    2.4270  1756882.8420      0.0000      0.0000      0.0000   
       976: 2022-10-18  8: 9: 0.0060000    2.4266  1761990.3876      0.0000      0.0000      0.0000   
       977: 2022-10-18  8: 9:30.0060000    2.4263  1767097.7558      0.0000      0.0000      0.0000   
       978: 2022-10-18  8:10: 0.0060000    2.4262  1772205.7511      0.0000      0.0000      0.0000   
       979: 2022-10-18  8:10:30.0060000    2.4262  1777315.1855      0.0000      0.0000      0.0000   
       980: 2022-10-18  8:11: 0.0060000    2.4262  1782426.1484      0.0000      0.0000      0.0000   
       981: 2022-10-18  8:11:30.0060000    2.4262  1787537.6048      0.0000      0.0000      0.0000   
       982: 2022-10-18  8:12: 0.0060000    2.4262  1792648.9941      0.0000      0.0000      0.0000   
       983: 2022-10-18  8:12:30.0060000    2.4261  1797758.5964      0.0000      0.0000      0.0000   
       984: 2022-10-18  8:13: 0.0060000    2.4259  1802866.8192      0.0000      0.0000      0.0000   
       985: 2022-10-18  8:13:30.0060000    2.4259  1807974.7809      0.0000      0.0000      0.0000   
       986: 2022-10-18  8:14: 0.0060000    2.4259  1813084.8066      0.0000      0.0000      0.0000   
       987: 2022-10-18  8:14:30.0060000    2.4258  1818194.4970      0.0000      0.0000      0.0000   
       988: 2022-10-18  8:15: 0.0060000    2.4258  1823303.5805      0.0000      0.0000      0.0000   
       989: 2022-10-18  8:15:30.0060000    2.4259  1828414.6412      0.0000      0.0000      0.0000   
