     epoch             Observation time    num_of_sats         spp_x(m)         spp_y(m)         spp_z(m)         ppp_x(m)         ppp_y(m)         ppp_z(m)       sigam_x(m)       sigam_y(m)       sigam_z(m)
        84: 2022-10-18  0:42:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8824     5628262.5216     2830348.2056       0.01635907       0.00548670       0.00579890 
        85: 2022-10-18  0:43:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8797     5628262.5204     2830348.2038       0.01598579       0.00538787       0.00566797 
        86: 2022-10-18  0:43:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8829     5628262.5205     2830348.2042       0.01562515       0.00529257       0.00554154 
        87: 2022-10-18  0:44:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8874     5628262.5213     2830348.2051       0.01527666       0.00520063       0.00541943 
        88: 2022-10-18  0:44:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8888     5628262.5205     2830348.2052       0.01493981       0.00511187       0.00530143 
        89: 2022-10-18  0:45:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8972     5628262.5205     2830348.2065       0.01461414       0.00502617       0.00518739 
        90: 2022-10-18  0:45:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9011     5628262.5228     2830348.2079       0.01429920       0.00494336       0.00507713 
        91: 2022-10-18  0:46:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8988     5628262.5215     2830348.2073       0.01399456       0.00486333       0.00497049 
        92: 2022-10-18  0:46:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8979     5628262.5220     2830348.2078       0.01369982       0.00478595       0.00486733 
        93: 2022-10-18  0:47:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8951     5628262.5213     2830348.2070       0.01341459       0.00471109       0.00476750 
        94: 2022-10-18  0:47:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8928     5628262.5208     2830348.2055       0.01313849       0.00463865       0.00467087 
        95: 2022-10-18  0:48:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8939     5628262.5225     2830348.2053       0.01287117       0.00456852       0.00457731 
        96: 2022-10-18  0:48:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8907     5628262.5218     2830348.2031       0.01261230       0.00450059       0.00448670 
        97: 2022-10-18  0:49:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8919     5628262.5204     2830348.2021       0.01236155       0.00443479       0.00439891 
        98: 2022-10-18  0:49:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8887     5628262.5202     2830348.2014       0.01211860       0.00437100       0.00431385 
        99: 2022-10-18  0:50:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8901     5628262.5199     2830348.2018       0.01188317       0.00430916       0.00423140 
       100: 2022-10-18  0:50:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8921     5628262.5193     2830348.2022       0.01165496       0.00424918       0.00415147 
       101: 2022-10-18  0:51:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8944     5628262.5176     2830348.2020       0.01143370       0.00419098       0.00407396 
       102: 2022-10-18  0:51:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8927     5628262.5168     2830348.2007       0.01121914       0.00413449       0.00399877 
       103: 2022-10-18  0:52:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8967     5628262.5170     2830348.2011       0.01101101       0.00407964       0.00392582 
       104: 2022-10-18  0:52:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.8972     5628262.5179     2830348.2016       0.01080909       0.00402637       0.00385503 
       105: 2022-10-18  0:53:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9013     5628262.5186     2830348.2034       0.01061315       0.00397461       0.00378631 
       106: 2022-10-18  0:53:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9035     5628262.5182     2830348.2038       0.01042295       0.00392431       0.00371959 
       107: 2022-10-18  0:54:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9069     5628262.5192     2830348.2048       0.01023830       0.00387540       0.00365480 
       108: 2022-10-18  0:54:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9085     5628262.5199     2830348.2059       0.01005899       0.00382783       0.00359186 
       109: 2022-10-18  0:55:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9084     5628262.5184     2830348.2061       0.00988483       0.00378155       0.00353071 
       110: 2022-10-18  0:55:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9080     5628262.5181     2830348.2054       0.00971562       0.00373652       0.00347129 
       111: 2022-10-18  0:56:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9095     5628262.5182     2830348.2066       0.00955119       0.00369268       0.00341353 
       112: 2022-10-18  0:56:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9114     5628262.5183     2830348.2072       0.00939138       0.00364999       0.00335738 
       113: 2022-10-18  0:57:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9134     5628262.5172     2830348.2071       0.00923601       0.00360841       0.00330278 
       114: 2022-10-18  0:57:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9175     5628262.5163     2830348.2072       0.00908492       0.00356790       0.00324966 
       115: 2022-10-18  0:58:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9232     5628262.5164     2830348.2087       0.00893797       0.00352842       0.00319800 
       116: 2022-10-18  0:58:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9257     5628262.5166     2830348.2091       0.00879513       0.00349665       0.00315271 
       117: 2022-10-18  0:59:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9267     5628262.5169     2830348.2100       0.00865608       0.00346561       0.00310850 
       118: 2022-10-18  0:59:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9291     5628262.5169     2830348.2105       0.00852071       0.00343525       0.00306533 
       119: 2022-10-18  1: 0:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9308     5628262.5168     2830348.2111       0.00838890       0.00340555       0.00302316 
       120: 2022-10-18  1: 0:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9308     5628262.5166     2830348.2112       0.00826054       0.00337646       0.00298194 
       121: 2022-10-18  1: 1:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9299     5628262.5171     2830348.2111       0.00813552       0.00334795       0.00294166 
       122: 2022-10-18  1: 1:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9298     5628262.5167     2830348.2109       0.00801372       0.00332000       0.00290227 
       123: 2022-10-18  1: 2:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9298     5628262.5162     2830348.2102       0.00789504       0.00329258       0.00286375 
       124: 2022-10-18  1: 2:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9320     5628262.5155     2830348.2105       0.00777939       0.00326567       0.00282606 
       125: 2022-10-18  1: 3:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9353     5628262.5152     2830348.2112       0.00766665       0.00323922       0.00278917 
       126: 2022-10-18  1: 3:59.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9380     5628262.5157     2830348.2119       0.00755675       0.00321323       0.00275307 
       127: 2022-10-18  1: 4:29.9910000              8      969181.2025     5628261.4123     2830347.6500      969180.9388     5628262.5162     2830348.2122       0.00744958       0.00318768       0.00271772 
       128: 2022-10-18  1: 4:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9398     5628262.5160     2830348.2115       0.00734509       0.00316270       0.00268328 
       129: 2022-10-18  1: 5:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9421     5628262.5154     2830348.2110       0.00724315       0.00313814       0.00264956 
       130: 2022-10-18  1: 5:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9447     5628262.5155     2830348.2115       0.00714369       0.00311399       0.00261655 
       131: 2022-10-18  1: 6:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9450     5628262.5158     2830348.2117       0.00704663       0.00309022       0.00258423 
       132: 2022-10-18  1: 6:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9440     5628262.5156     2830348.2115       0.00695188       0.00306682       0.00255257 
       133: 2022-10-18  1: 7:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9439     5628262.5156     2830348.2116       0.00685937       0.00304377       0.00252155 
       134: 2022-10-18  1: 7:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9442     5628262.5157     2830348.2116       0.00676904       0.00302108       0.00249116 
       135: 2022-10-18  1: 8:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9407     5628262.5152     2830348.2104       0.00668080       0.00299871       0.00246138 
       136: 2022-10-18  1: 8:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9380     5628262.5149     2830348.2098       0.00659460       0.00297666       0.00243219 
       137: 2022-10-18  1: 9:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9380     5628262.5146     2830348.2096       0.00651036       0.00295492       0.00240358 
       138: 2022-10-18  1: 9:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9383     5628262.5144     2830348.2095       0.00642803       0.00293349       0.00237553 
       139: 2022-10-18  1:10:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9406     5628262.5136     2830348.2094       0.00634754       0.00291234       0.00234802 
       140: 2022-10-18  1:10:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9435     5628262.5139     2830348.2103       0.00626884       0.00289147       0.00232105 
       141: 2022-10-18  1:11:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9451     5628262.5141     2830348.2109       0.00619187       0.00287088       0.00229459 
       142: 2022-10-18  1:11:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9480     5628262.5148     2830348.2118       0.00611658       0.00285056       0.00226863 
       143: 2022-10-18  1:12:29.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9484     5628262.5156     2830348.2124       0.00604291       0.00283049       0.00224317 
       144: 2022-10-18  1:12:59.9910000              7      969181.2025     5628261.4123     2830347.6500      969180.9475     5628262.5158     2830348.2127       0.00597081       0.00281068       0.00221819 
       145: 2022-10-18  1:13:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9476     5628262.5158     2830348.2129       0.00590025       0.00279750       0.00219940 
       146: 2022-10-18  1:13:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9478     5628262.5154     2830348.2127       0.00583116       0.00278474       0.00218110 
       147: 2022-10-18  1:14:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9476     5628262.5154     2830348.2124       0.00576350       0.00277237       0.00216326 
       148: 2022-10-18  1:14:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9493     5628262.5154     2830348.2126       0.00569723       0.00276038       0.00214587 
       149: 2022-10-18  1:15:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9491     5628262.5147     2830348.2125       0.00563232       0.00274877       0.00212891 
       150: 2022-10-18  1:15:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9521     5628262.5143     2830348.2129       0.00556873       0.00273751       0.00211237 
       151: 2022-10-18  1:16:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9534     5628262.5137     2830348.2129       0.00550642       0.00272659       0.00209624 
       152: 2022-10-18  1:16:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9544     5628262.5132     2830348.2129       0.00544535       0.00271599       0.00208049 
       153: 2022-10-18  1:17:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9536     5628262.5134     2830348.2128       0.00538550       0.00270571       0.00206512 
       154: 2022-10-18  1:17:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9535     5628262.5135     2830348.2128       0.00532683       0.00269572       0.00205011 
       155: 2022-10-18  1:18:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9528     5628262.5132     2830348.2125       0.00526931       0.00268602       0.00203545 
       156: 2022-10-18  1:18:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9520     5628262.5138     2830348.2127       0.00521290       0.00267659       0.00202112 
       157: 2022-10-18  1:19:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9513     5628262.5142     2830348.2132       0.00515758       0.00266742       0.00200711 
       158: 2022-10-18  1:19:59.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9514     5628262.5144     2830348.2134       0.00510332       0.00265850       0.00199341 
       159: 2022-10-18  1:20:29.9910000              6      969181.2025     5628261.4123     2830347.6500      969180.9511     5628262.5144     2830348.2133       0.00505008       0.00264980       0.00198001 
       160: 2022-10-18  1:20:59.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9489     5628262.5146     2830348.2130       0.00499784       0.00264133       0.00196689 
       161: 2022-10-18  1:21:29.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9476     5628262.5152     2830348.2124       0.00494657       0.00263307       0.00195404 
       162: 2022-10-18  1:21:59.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9480     5628262.5153     2830348.2121       0.00489625       0.00262500       0.00194146 
       163: 2022-10-18  1:22:29.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9474     5628262.5153     2830348.2116       0.00484685       0.00261712       0.00192913 
       164: 2022-10-18  1:22:59.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9459     5628262.5153     2830348.2112       0.00479834       0.00260942       0.00191703 
       165: 2022-10-18  1:23:29.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9442     5628262.5153     2830348.2104       0.00475070       0.00260187       0.00190517 
       166: 2022-10-18  1:23:59.9920000              6      969181.2025     5628261.4123     2830347.6500      969180.9427     5628262.5152     2830348.2097       0.00470391       0.00259448       0.00189353 
