     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
        85: 2022-10-20  0:43:29.9920000    2.4191  -2313080.9878      0.0000      0.0000      0.0000   
        86: 2022-10-20  0:43:59.9920000    2.4195  -2309373.7541      0.0000      0.0000      0.0000   
        87: 2022-10-20  0:44:29.9920000    2.4192  -2305661.0244      0.0000      0.0000      0.0000   
        88: 2022-10-20  0:44:59.9920000    2.4193  -2301947.0544      0.0000      0.0000      0.0000   
        89: 2022-10-20  0:45:29.9920000    2.4193  -2298242.2868      0.0000      0.0000      0.0000   
        90: 2022-10-20  0:45:59.9920000    2.4193  -2294532.3547      0.0000      0.0000      0.0000   
        91: 2022-10-20  0:46:29.9920000    2.4193  -2290826.1377      0.0000      0.0000      0.0000   
        92: 2022-10-20  0:46:59.9920000    2.4197  -2287120.8358      0.0000      0.0000      0.0000   
        93: 2022-10-20  0:47:29.9920000    2.4198  -2283412.8848      0.0000      0.0000      0.0000   
        94: 2022-10-20  0:47:59.9920000    2.4192  -2279702.4268      0.0000      0.0000      0.0000   
        95: 2022-10-20  0:48:29.9920000    2.4188  -2276001.2509      0.0000      0.0000      0.0000   
        96: 2022-10-20  0:48:59.9920000    2.4185  -2272303.6462      0.0000      0.0000      0.0000   
        97: 2022-10-20  0:49:29.9920000    2.4187  -2268602.1121      0.0000      0.0000      0.0000   
        98: 2022-10-20  0:49:59.9920000    2.4187  -2264902.1161      0.0000      0.0000      0.0000   
        99: 2022-10-20  0:50:29.9920000    2.4182  -2261198.6979      0.0000      0.0000      0.0000   
       100: 2022-10-20  0:50:59.9920000    2.4176  -2257503.8301      0.0000      0.0000      0.0000   
       101: 2022-10-20  0:51:29.9920000    2.4171  -2253812.7622      0.0000      0.0000      0.0000   
       102: 2022-10-20  0:51:59.9920000    2.4169  -2250123.1980      0.0000      0.0000      0.0000   
       103: 2022-10-20  0:52:29.9930000    2.4170  -2246433.4083      0.0000      0.0000      0.0000   
       104: 2022-10-20  0:52:59.9930000    2.4169  -2242741.8441      0.0000      0.0000      0.0000   
       105: 2022-10-20  0:53:29.9930000    2.4164  -2239041.8723      0.0000      0.0000      0.0000   
       106: 2022-10-20  0:53:59.9930000    2.4163  -2235337.3138      0.0000      0.0000      0.0000   
       107: 2022-10-20  0:54:29.9930000    2.4162  -2231627.5912      0.0000      0.0000      0.0000   
       108: 2022-10-20  0:54:59.9930000    2.4157  -2227916.0703      0.0000      0.0000      0.0000   
       109: 2022-10-20  0:55:29.9930000    2.4154  -2224207.2858      0.0000      0.0000      0.0000   
       110: 2022-10-20  0:55:59.9930000    2.4149  -2220492.9395      0.0000      0.0000      0.0000   
       111: 2022-10-20  0:56:29.9930000    2.4147  -2216772.8917      0.0000      0.0000      0.0000   
       112: 2022-10-20  0:56:59.9930000    2.4146  -2213051.9363      0.0000      0.0000      0.0000   
       113: 2022-10-20  0:57:29.9930000    2.4144  -2209330.9859      0.0000      0.0000      0.0000   
       114: 2022-10-20  0:57:59.9930000    2.4141  -2205617.5045      0.0000      0.0000      0.0000   
       115: 2022-10-20  0:58:29.9930000    2.4140  -2201898.7586      0.0000      0.0000      0.0000   
       116: 2022-10-20  0:58:59.9930000    2.4139  -2198182.1317      0.0000      0.0000      0.0000   
       117: 2022-10-20  0:59:29.9930000    2.4136  -2194471.0412      0.0000      0.0000      0.0000   
       118: 2022-10-20  0:59:59.9930000    2.4134  -2190767.0015      0.0000      0.0000      0.0000   
       119: 2022-10-20  1: 0:29.9930000    2.4134  -2187058.8523      0.0000      0.0000      0.0000   
       120: 2022-10-20  1: 0:59.9930000    2.4135  -2183348.8522      0.0000      0.0000      0.0000   
       121: 2022-10-20  1: 1:29.9930000    2.4137  -2179649.7968      0.0000      0.0000      0.0000   
       122: 2022-10-20  1: 1:59.9930000    2.4138  -2175944.6153      0.0000      0.0000      0.0000   
       123: 2022-10-20  1: 2:29.9930000    2.4138  -2172232.1012      0.0000      0.0000      0.0000   
       124: 2022-10-20  1: 2:59.9930000    2.4137  -2168514.8135      0.0000      0.0000      0.0000   
       125: 2022-10-20  1: 3:29.9930000    2.4136  -2164796.7918      0.0000      0.0000      0.0000   
       126: 2022-10-20  1: 3:59.9930000    2.4135  -2161077.0977      0.0000      0.0000      0.0000   
       127: 2022-10-20  1: 4:29.9930000    2.4133  -2157355.7984      0.0000      0.0000      0.0000   
       128: 2022-10-20  1: 4:59.9930000    2.4132  -2153629.4238      0.0000      0.0000      0.0000   
       129: 2022-10-20  1: 5:29.9930000    2.4133  -2149899.5891      0.0000      0.0000      0.0000   
       130: 2022-10-20  1: 5:59.9930000    2.4133  -2146181.5999      0.0000      0.0000      0.0000   
       131: 2022-10-20  1: 6:29.9930000    2.4133  -2142470.6964      0.0000      0.0000      0.0000   
       132: 2022-10-20  1: 6:59.9930000    2.4133  -2138762.4731      0.0000      0.0000      0.0000   
       133: 2022-10-20  1: 7:29.9930000    2.4132  -2135048.8241      0.0000      0.0000      0.0000   
       134: 2022-10-20  1: 7:59.9930000    2.4132  -2131330.4329      0.0000      0.0000      0.0000   
       135: 2022-10-20  1: 8:29.9930000    2.4133  -2127617.9495      0.0000      0.0000      0.0000   
       136: 2022-10-20  1: 8:59.9930000    2.4133  -2123905.8260      0.0000      0.0000      0.0000   
       137: 2022-10-20  1: 9:29.9930000    2.4134  -2120184.9544      0.0000      0.0000      0.0000   
       138: 2022-10-20  1: 9:59.9930000    2.4135  -2116455.7798      0.0000      0.0000      0.0000   
       139: 2022-10-20  1:10:29.9930000    2.4135  -2112727.2054      0.0000      0.0000      0.0000   
       140: 2022-10-20  1:10:59.9930000    2.4133  -2108992.8825      0.0000      0.0000      0.0000   
       141: 2022-10-20  1:11:29.9930000    2.4131  -2105256.5715      0.0000      0.0000      0.0000   
       142: 2022-10-20  1:11:59.9930000    2.4130  -2101512.1507      0.0000      0.0000      0.0000   
       143: 2022-10-20  1:12:29.9930000    2.4130  -2097769.3074      0.0000      0.0000      0.0000   
       144: 2022-10-20  1:12:59.9930000    2.4129  -2094026.7129      0.0000      0.0000      0.0000   
       145: 2022-10-20  1:13:29.9930000    2.4129  -2090279.6874      0.0000      0.0000      0.0000   
       146: 2022-10-20  1:13:59.9930000    2.4128  -2086528.4178      0.0000      0.0000      0.0000   
       147: 2022-10-20  1:14:29.9930000    2.4127  -2082776.1114      0.0000      0.0000      0.0000   
       148: 2022-10-20  1:14:59.9930000    2.4126  -2079023.8256      0.0000      0.0000      0.0000   
       149: 2022-10-20  1:15:29.9930000    2.4127  -2075271.5048      0.0000      0.0000      0.0000   
       150: 2022-10-20  1:15:59.9930000    2.4128  -2071523.7765      0.0000      0.0000      0.0000   
       151: 2022-10-20  1:16:29.9930000    2.4129  -2067764.1858      0.0000      0.0000      0.0000   
       152: 2022-10-20  1:16:59.9930000    2.4130  -2064003.3434      0.0000      0.0000      0.0000   
       153: 2022-10-20  1:17:29.9930000    2.4133  -2060237.0453      0.0000      0.0000      0.0000   
       154: 2022-10-20  1:17:59.9930000    2.4134  -2056458.7734      0.0000      0.0000      0.0000   
       155: 2022-10-20  1:18:29.9930000    2.4136  -2052676.2471      0.0000      0.0000      0.0000   
       156: 2022-10-20  1:18:59.9930000    2.4138  -2048902.9995      0.0000      0.0000      0.0000   
       157: 2022-10-20  1:19:29.9930000    2.4138  -2045123.8288      0.0000      0.0000      0.0000   
       158: 2022-10-20  1:19:59.9930000    2.4141  -2041335.6955      0.0000      0.0000      0.0000   
       159: 2022-10-20  1:20:29.9930000    2.4143  -2037541.7815      0.0000      0.0000      0.0000   
       160: 2022-10-20  1:20:59.9930000    2.4142  -2033744.6240      0.0000      0.0000      0.0000   
       161: 2022-10-20  1:21:29.9930000    2.4142  -2029955.4037      0.0000      0.0000      0.0000   
       162: 2022-10-20  1:21:59.9930000    2.4140  -2026157.8722      0.0000      0.0000      0.0000   
       163: 2022-10-20  1:22:29.9930000    2.4142  -2022358.2553      0.0000      0.0000      0.0000   
       164: 2022-10-20  1:22:59.9930000    2.4144  -2018552.9696      0.0000      0.0000      0.0000   
       165: 2022-10-20  1:23:29.9930000    2.4146  -2014747.5825      0.0000      0.0000      0.0000   
       166: 2022-10-20  1:23:59.9930000    2.4147  -2010935.9671      0.0000      0.0000      0.0000   
       167: 2022-10-20  1:24:29.9930000    2.4147  -2007120.0472      0.0000      0.0000      0.0000   
       168: 2022-10-20  1:24:59.9930000    2.4149  -2003301.9056      0.0000      0.0000      0.0000   
       169: 2022-10-20  1:25:29.9930000    2.4148  -1999486.4886      0.0000      0.0000      0.0000   
       170: 2022-10-20  1:25:59.9930000    2.4147  -1995667.5686      0.0000      0.0000      0.0000   
       171: 2022-10-20  1:26:29.9930000    2.4145  -1991838.7124      0.0000      0.0000      0.0000   
       172: 2022-10-20  1:26:59.9930000    2.4145  -1988006.9969      0.0000      0.0000      0.0000   
       173: 2022-10-20  1:27:29.9930000    2.4143  -1984166.4320      0.0000      0.0000      0.0000   
       174: 2022-10-20  1:27:59.9930000    2.4144  -1980317.2978      0.0000      0.0000      0.0000   
       175: 2022-10-20  1:28:29.9930000    2.4144  -1976457.5646      0.0000      0.0000      0.0000   
       176: 2022-10-20  1:28:59.9930000    2.4144  -1972593.3076      0.0000      0.0000      0.0000   
       177: 2022-10-20  1:29:29.9930000    2.4146  -1968725.4848      0.0000      0.0000      0.0000   
       178: 2022-10-20  1:29:59.9930000    2.4146  -1964860.5438      0.0000      0.0000      0.0000   
       179: 2022-10-20  1:30:29.9930000    2.4147  -1960985.2068      0.0000      0.0000      0.0000   
       180: 2022-10-20  1:30:59.9930000    2.4148  -1957107.9976      0.0000      0.0000      0.0000   
       181: 2022-10-20  1:31:29.9930000    2.4149  -1953224.1154      0.0000      0.0000      0.0000   
       182: 2022-10-20  1:31:59.9930000    2.4148  -1949337.2316      0.0000      0.0000      0.0000   
       183: 2022-10-20  1:32:29.9940000    2.4145  -1945455.2335      0.0000      0.0000      0.0000   
       184: 2022-10-20  1:32:59.9940000    2.4143  -1941565.8491      0.0000      0.0000      0.0000   
       185: 2022-10-20  1:33:29.9940000    2.4144  -1937671.8014      0.0000      0.0000      0.0000   
       186: 2022-10-20  1:33:59.9940000    2.4145  -1933772.1841      0.0000      0.0000      0.0000   
       187: 2022-10-20  1:34:29.9940000    2.4144  -1929860.6107      0.0000      0.0000      0.0000   
       188: 2022-10-20  1:34:59.9940000    2.4144  -1925955.6798      0.0000      0.0000      0.0000   
       189: 2022-10-20  1:35:29.9940000    2.4145  -1922041.7861      0.0000      0.0000      0.0000   
       190: 2022-10-20  1:35:59.9940000    2.4144  -1918125.9948      0.0000      0.0000      0.0000   
       191: 2022-10-20  1:36:29.9940000    2.4142  -1914202.6260      0.0000      0.0000      0.0000   
       192: 2022-10-20  1:36:59.9940000    2.4140  -1910274.5570      0.0000      0.0000      0.0000   
       193: 2022-10-20  1:37:29.9940000    2.4141  -1906349.8658      0.0000      0.0000      0.0000   
       194: 2022-10-20  1:37:59.9940000    2.4139  -1902417.5357      0.0000      0.0000      0.0000   
       195: 2022-10-20  1:38:29.9940000    2.4136  -1898484.2826      0.0000      0.0000      0.0000   
       196: 2022-10-20  1:38:59.9940000    2.4135  -1894543.8304      0.0000      0.0000      0.0000   
       197: 2022-10-20  1:39:29.9940000    2.4133  -1890598.8545      0.0000      0.0000      0.0000   
       198: 2022-10-20  1:39:59.9940000    2.4130  -1886645.6153      0.0000      0.0000      0.0000   
       199: 2022-10-20  1:40:29.9940000    2.4128  -1882680.9369      0.0000      0.0000      0.0000   
       200: 2022-10-20  1:40:59.9940000    2.4127  -1878709.3118      0.0000      0.0000      0.0000   
       201: 2022-10-20  1:41:29.9940000    2.4126  -1874732.2697      0.0000      0.0000      0.0000   
       202: 2022-10-20  1:41:59.9940000    2.4126  -1870758.2410      0.0000      0.0000      0.0000   
       203: 2022-10-20  1:42:29.9940000    2.4126  -1866773.5385      0.0000      0.0000      0.0000   
       204: 2022-10-20  1:42:59.9940000    2.4125  -1862783.9259      0.0000      0.0000      0.0000   
       205: 2022-10-20  1:43:29.9940000    2.4124  -1858788.4114      0.0000      0.0000      0.0000   
       206: 2022-10-20  1:43:59.9940000    2.4123  -1854783.1842      0.0000      0.0000      0.0000   
       207: 2022-10-20  1:44:29.9940000    2.4122  -1850779.6111      0.0000      0.0000      0.0000   
       208: 2022-10-20  1:44:59.9940000    2.4123  -1846774.5098      0.0000      0.0000      0.0000   
       209: 2022-10-20  1:45:29.9940000    2.4122  -1842753.4839      0.0000      0.0000      0.0000   
       210: 2022-10-20  1:45:59.9940000    2.4118  -1838720.3550      0.0000      0.0000      0.0000   
       211: 2022-10-20  1:46:29.9940000    2.4115  -1834687.6824      0.0000      0.0000      0.0000   
       212: 2022-10-20  1:46:59.9940000    2.4112  -1830642.5275      0.0000      0.0000      0.0000   
       213: 2022-10-20  1:47:29.9940000    2.4111  -1826592.1417      0.0000      0.0000      0.0000   
       214: 2022-10-20  1:47:59.9940000    2.4111  -1822538.3210      0.0000      0.0000      0.0000   
       215: 2022-10-20  1:48:29.9940000    2.4111  -1818475.2560      0.0000      0.0000      0.0000   
       216: 2022-10-20  1:48:59.9940000    2.4111  -1814409.9029      0.0000      0.0000      0.0000   
       217: 2022-10-20  1:49:29.9940000    2.4114  -1810336.5192      0.0000      0.0000      0.0000   
       218: 2022-10-20  1:49:59.9940000    2.4114  -1806255.2687      0.0000      0.0000      0.0000   
       219: 2022-10-20  1:50:29.9940000    2.4114  -1802163.5395      0.0000      0.0000      0.0000   
       220: 2022-10-20  1:50:59.9940000    2.4114  -1798078.2711      0.0000      0.0000      0.0000   
       221: 2022-10-20  1:51:29.9940000    2.4115  -1793994.1653      0.0000      0.0000      0.0000   
       222: 2022-10-20  1:51:59.9940000    2.4116  -1789901.1650      0.0000      0.0000      0.0000   
       223: 2022-10-20  1:52:29.9940000    2.4118  -1785809.1208      0.0000      0.0000      0.0000   
       224: 2022-10-20  1:52:59.9940000    2.4118  -1781703.0653      0.0000      0.0000      0.0000   
       225: 2022-10-20  1:53:29.9940000    2.4119  -1777595.9485      0.0000      0.0000      0.0000   
       226: 2022-10-20  1:53:59.9940000    2.4120  -1773480.9529      0.0000      0.0000      0.0000   
       227: 2022-10-20  1:54:29.9940000    2.4120  -1769360.5315      0.0000      0.0000      0.0000   
       228: 2022-10-20  1:54:59.9940000    2.4122  -1765230.4856      0.0000      0.0000      0.0000   
       229: 2022-10-20  1:55:29.9940000    2.4124  -1761100.6369      0.0000      0.0000      0.0000   
       230: 2022-10-20  1:55:59.9940000    2.4125  -1756963.5807      0.0000      0.0000      0.0000   
       231: 2022-10-20  1:56:29.9940000    2.4126  -1752825.0220      0.0000      0.0000      0.0000   
       232: 2022-10-20  1:56:59.9940000    2.4126  -1748689.8516      0.0000      0.0000      0.0000   
       233: 2022-10-20  1:57:29.9940000    2.4126  -1744543.8391      0.0000      0.0000      0.0000   
       234: 2022-10-20  1:57:59.9940000    2.4126  -1740397.0383      0.0000      0.0000      0.0000   
       235: 2022-10-20  1:58:29.9940000    2.4127  -1736246.4916      0.0000      0.0000      0.0000   
       236: 2022-10-20  1:58:59.9940000    2.4127  -1732087.8073      0.0000      0.0000      0.0000   
       237: 2022-10-20  1:59:29.9940000    2.4128  -1727924.9323      0.0000      0.0000      0.0000   
       238: 2022-10-20  1:59:59.9940000    2.4127  -1723754.8775      0.0000      0.0000      0.0000   
       239: 2022-10-20  2: 0:29.9940000    2.4127  -1719576.2713      0.0000      0.0000      0.0000   
       240: 2022-10-20  2: 0:59.9940000    2.4127  -1715385.6547      0.0000      0.0000      0.0000   
       241: 2022-10-20  2: 1:29.9940000    2.4126  -1711188.8123      0.0000      0.0000      0.0000   
       242: 2022-10-20  2: 1:59.9940000    2.4126  -1706990.8575      0.0000      0.0000      0.0000   
       243: 2022-10-20  2: 2:29.9940000    2.4126  -1702784.0722      0.0000      0.0000      0.0000   
       244: 2022-10-20  2: 2:59.9940000    2.4125  -1698578.9192      0.0000      0.0000      0.0000   
       245: 2022-10-20  2: 3:29.9940000    2.4124  -1694359.0248      0.0000      0.0000      0.0000   
       246: 2022-10-20  2: 3:59.9940000    2.4125  -1690136.2418      0.0000      0.0000      0.0000   
       247: 2022-10-20  2: 4:29.9940000    2.4126  -1685900.1669      0.0000      0.0000      0.0000   
       248: 2022-10-20  2: 4:59.9940000    2.4126  -1681655.3648      0.0000      0.0000      0.0000   
       249: 2022-10-20  2: 5:29.9940000    2.4127  -1677405.0774      0.0000      0.0000      0.0000   
       250: 2022-10-20  2: 5:59.9940000    2.4128  -1673145.0102      0.0000      0.0000      0.0000   
       251: 2022-10-20  2: 6:29.9940000    2.4126  -1668878.9571      0.0000      0.0000      0.0000   
       252: 2022-10-20  2: 6:59.9940000    2.4127  -1664605.4499      0.0000      0.0000      0.0000   
       253: 2022-10-20  2: 7:29.9940000    2.4128  -1660335.8295      0.0000      0.0000      0.0000   
       254: 2022-10-20  2: 7:59.9940000    2.4127  -1656062.1493      0.0000      0.0000      0.0000   
       255: 2022-10-20  2: 8:29.9940000    2.4128  -1651774.4714      0.0000      0.0000      0.0000   
       256: 2022-10-20  2: 8:59.9940000    2.4130  -1647481.5216      0.0000      0.0000      0.0000   
       257: 2022-10-20  2: 9:29.9950000    2.4134  -1643190.1379      0.0000      0.0000      0.0000   
       258: 2022-10-20  2: 9:59.9950000    2.4134  -1638889.9223      0.0000      0.0000      0.0000   
       259: 2022-10-20  2:10:29.9950000    2.4134  -1634590.4034      0.0000      0.0000      0.0000   
       260: 2022-10-20  2:10:59.9950000    2.4136  -1630286.9658      0.0000      0.0000      0.0000   
       261: 2022-10-20  2:11:29.9950000    2.4138  -1625988.3339      0.0000      0.0000      0.0000   
       262: 2022-10-20  2:11:59.9950000    2.4139  -1621688.1126      0.0000      0.0000      0.0000   
       263: 2022-10-20  2:12:29.9950000    2.4139  -1617381.7903      0.0000      0.0000      0.0000   
       264: 2022-10-20  2:12:59.9950000    2.4139  -1613071.9863      0.0000      0.0000      0.0000   
       265: 2022-10-20  2:13:29.9950000    2.4139  -1608759.5964      0.0000      0.0000      0.0000   
       266: 2022-10-20  2:13:59.9950000    2.4138  -1604444.2046      0.0000      0.0000      0.0000   
       267: 2022-10-20  2:14:29.9950000    2.4138  -1600127.2911      0.0000      0.0000      0.0000   
       268: 2022-10-20  2:14:59.9950000    2.4139  -1595795.2589      0.0000      0.0000      0.0000   
       269: 2022-10-20  2:15:29.9950000    2.4139  -1591449.8134      0.0000      0.0000      0.0000   
       270: 2022-10-20  2:15:59.9950000    2.4139  -1587101.1741      0.0000      0.0000      0.0000   
       271: 2022-10-20  2:16:29.9950000    2.4140  -1582747.6728      0.0000      0.0000      0.0000   
       272: 2022-10-20  2:16:59.9950000    2.4141  -1578381.0501      0.0000      0.0000      0.0000   
       273: 2022-10-20  2:17:29.9950000    2.4141  -1574014.2637      0.0000      0.0000      0.0000   
       274: 2022-10-20  2:17:59.9950000    2.4141  -1569630.4090      0.0000      0.0000      0.0000   
       275: 2022-10-20  2:18:29.9950000    2.4140  -1565244.6907      0.0000      0.0000      0.0000   
       276: 2022-10-20  2:18:59.9950000    2.4139  -1560843.9526      0.0000      0.0000      0.0000   
