     epoch             Observation time    num_of_sats         spp_x(m)         spp_y(m)         spp_z(m)         ppp_x(m)         ppp_y(m)         ppp_z(m)       sigam_x(m)       sigam_y(m)       sigam_z(m)
        13: 2022-10-16  0: 7:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969182.0714     5628263.1178     2830348.5446       0.27130959       0.12285321       0.10585909 
        14: 2022-10-16  0: 7:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.9311     5628263.0559     2830348.4928       0.24891373       0.11182411       0.09714850 
        15: 2022-10-16  0: 8:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.7965     5628263.0595     2830348.4676       0.22973403       0.10242418       0.08970257 
        16: 2022-10-16  0: 8:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.6216     5628262.9784     2830348.3888       0.21315064       0.09433122       0.08327442 
        17: 2022-10-16  0: 9:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4538     5628262.9237     2830348.3396       0.19868898       0.08730072       0.07767591 
        18: 2022-10-16  0: 9:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4505     5628262.8654     2830348.3011       0.18598010       0.08114410       0.07276131 
        19: 2022-10-16  0:10:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4083     5628262.7755     2830348.2471       0.17473331       0.07571371       0.06841615 
        20: 2022-10-16  0:10:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.3966     5628262.7590     2830348.2423       0.16471669       0.07089247       0.06454934 
        21: 2022-10-16  0:11:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4394     5628262.7481     2830348.2500       0.15574318       0.06658644       0.06108757 
        22: 2022-10-16  0:11:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4263     5628262.7060     2830348.2368       0.14766034       0.06271941       0.05797119 
        23: 2022-10-16  0:12:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.3754     5628262.6484     2830348.2099       0.14034282       0.05922898       0.05515125 
        24: 2022-10-16  0:12:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4287     5628262.6154     2830348.2026       0.13368665       0.05606363       0.05258718 
        25: 2022-10-16  0:13:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4485     5628262.5832     2830348.1990       0.12760495       0.05318044       0.05024511 
        26: 2022-10-16  0:13:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4289     5628262.5562     2830348.1872       0.12202457       0.05054341       0.04809657 
        27: 2022-10-16  0:14:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.4182     5628262.5453     2830348.1857       0.11688356       0.04812217       0.04611746 
        28: 2022-10-16  0:14:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.3402     5628262.5271     2830348.1727       0.11212912       0.04589089       0.04428724 
        29: 2022-10-16  0:15:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.3287     5628262.4951     2830348.1665       0.10771602       0.04382752       0.04258833 
        30: 2022-10-16  0:15:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.2806     5628262.4786     2830348.1587       0.10360532       0.04191314       0.04100560 
        31: 2022-10-16  0:16:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.1790     5628262.4628     2830348.1356       0.09976333       0.04013141       0.03952596 
        32: 2022-10-16  0:16:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.1168     5628262.4575     2830348.1224       0.09616084       0.03846820       0.03813807 
        33: 2022-10-16  0:17:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.0979     5628262.4434     2830348.1197       0.09277240       0.03691122       0.03683205 
        34: 2022-10-16  0:17:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.0721     5628262.4319     2830348.1157       0.08957577       0.03544975       0.03559925 
        35: 2022-10-16  0:18:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969181.0215     5628262.4246     2830348.1114       0.08655151       0.03407443       0.03443214 
        36: 2022-10-16  0:18:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969180.9844     5628262.4262     2830348.1131       0.08368254       0.03277703       0.03332409 
        37: 2022-10-16  0:19:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969180.9591     5628262.4300     2830348.1176       0.08095391       0.03155034       0.03226929 
        38: 2022-10-16  0:19:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969180.9271     5628262.4347     2830348.1197       0.07835245       0.03038803       0.03126265 
        39: 2022-10-16  0:20:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.9069     5628262.4333     2830348.1148       0.07586619       0.02928438       0.03029952 
        40: 2022-10-16  0:20:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969180.9053     5628262.4374     2830348.1164       0.07348583       0.02823470       0.02937629 
        41: 2022-10-16  0:21:29.9910000              7      969180.8167     5628260.8805     2830347.4866      969180.8988     5628262.4344     2830348.1176       0.07120201       0.02723452       0.02848935 
        42: 2022-10-16  0:21:59.9910000              7      969180.8167     5628260.8805     2830347.4866      969180.8933     5628262.4403     2830348.1181       0.06900692       0.02627999       0.02763569 
        43: 2022-10-16  0:22:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8750     5628262.4490     2830348.1226       0.06689341       0.02536765       0.02681256 
        44: 2022-10-16  0:22:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8802     5628262.4692     2830348.1357       0.06484351       0.02448695       0.02600984 
        45: 2022-10-16  0:23:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8765     5628262.4751     2830348.1410       0.06284563       0.02363116       0.02522122 
        46: 2022-10-16  0:23:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8748     5628262.4858     2830348.1480       0.06089321       0.02279645       0.02444333 
        47: 2022-10-16  0:24:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8974     5628262.4971     2830348.1590       0.05898334       0.02198105       0.02367494 
        48: 2022-10-16  0:24:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8581     5628262.4792     2830348.1394       0.05711573       0.02118465       0.02291635 
        49: 2022-10-16  0:25:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8650     5628262.4829     2830348.1404       0.05529168       0.02040788       0.02216880 
        50: 2022-10-16  0:25:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8793     5628262.4917     2830348.1488       0.05351343       0.01965185       0.02143412 
        51: 2022-10-16  0:26:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8869     5628262.5003     2830348.1564       0.05178353       0.01891792       0.02071432 
        52: 2022-10-16  0:26:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8820     5628262.5082     2830348.1596       0.05010446       0.01820741       0.02001143 
        53: 2022-10-16  0:27:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8572     5628262.5057     2830348.1549       0.04847833       0.01752146       0.01932728 
        54: 2022-10-16  0:27:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8218     5628262.5009     2830348.1463       0.04690673       0.01686099       0.01866341 
        55: 2022-10-16  0:28:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8016     5628262.4950     2830348.1384       0.04539066       0.01622660       0.01802103 
        56: 2022-10-16  0:28:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7585     5628262.4833     2830348.1256       0.04393050       0.01561859       0.01740098 
        57: 2022-10-16  0:29:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7319     5628262.4744     2830348.1162       0.04252609       0.01503697       0.01680379 
        58: 2022-10-16  0:29:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7293     5628262.4729     2830348.1150       0.04117677       0.01448150       0.01622967 
        59: 2022-10-16  0:30:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7412     5628262.4746     2830348.1217       0.03988144       0.01395171       0.01567855 
        60: 2022-10-16  0:30:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7529     5628262.4732     2830348.1252       0.03863870       0.01344697       0.01515017 
        61: 2022-10-16  0:31:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7736     5628262.4785     2830348.1329       0.03744687       0.01296650       0.01464406 
        62: 2022-10-16  0:31:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7761     5628262.4773     2830348.1345       0.03630412       0.01250942       0.01415962 
        63: 2022-10-16  0:32:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7695     5628262.4744     2830348.1332       0.03520847       0.01207478       0.01369614 
        64: 2022-10-16  0:32:59.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.7819     5628262.4784     2830348.1379       0.03415790       0.01166160       0.01325286 
        65: 2022-10-16  0:33:29.9910000              8      969180.8167     5628260.8805     2830347.4866      969180.8104     5628262.4872     2830348.1484       0.03315036       0.01126886       0.01282895 
        66: 2022-10-16  0:33:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8404     5628262.4962     2830348.1607       0.03218382       0.01089555       0.01242356 
        67: 2022-10-16  0:34:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8734     5628262.5039     2830348.1731       0.03125627       0.01054067       0.01203585 
        68: 2022-10-16  0:34:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8879     5628262.5081     2830348.1792       0.03036578       0.01020324       0.01166495 
        69: 2022-10-16  0:35:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8881     5628262.5084     2830348.1798       0.02951050       0.00988233       0.01131004 
        70: 2022-10-16  0:35:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8924     5628262.5054     2830348.1788       0.02868864       0.00957701       0.01097030 
        71: 2022-10-16  0:36:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8885     5628262.5076     2830348.1785       0.02789851       0.00928643       0.01064497 
        72: 2022-10-16  0:36:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8891     5628262.5052     2830348.1781       0.02713851       0.00900975       0.01033329 
        73: 2022-10-16  0:37:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.8900     5628262.5066     2830348.1797       0.02640712       0.00874619       0.01003456 
        74: 2022-10-16  0:37:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9010     5628262.5152     2830348.1859       0.02570292       0.00849500       0.00974809 
        75: 2022-10-16  0:38:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9134     5628262.5196     2830348.1918       0.02502457       0.00825549       0.00947324 
        76: 2022-10-16  0:38:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9299     5628262.5236     2830348.1973       0.02437082       0.00802699       0.00920942 
        77: 2022-10-16  0:39:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9416     5628262.5279     2830348.2008       0.02374049       0.00780890       0.00895605 
        78: 2022-10-16  0:39:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9545     5628262.5302     2830348.2052       0.02313248       0.00760062       0.00871260 
        79: 2022-10-16  0:40:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9553     5628262.5298     2830348.2056       0.02254574       0.00740162       0.00847857 
        80: 2022-10-16  0:40:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9627     5628262.5311     2830348.2086       0.02197932       0.00721137       0.00825348 
        81: 2022-10-16  0:41:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9730     5628262.5324     2830348.2116       0.02143230       0.00702940       0.00803689 
        82: 2022-10-16  0:41:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9763     5628262.5330     2830348.2121       0.02090383       0.00685527       0.00782838 
        83: 2022-10-16  0:42:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9753     5628262.5310     2830348.2111       0.02039311       0.00668854       0.00762757 
        84: 2022-10-16  0:42:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9724     5628262.5304     2830348.2097       0.01989938       0.00652883       0.00743408 
        85: 2022-10-16  0:43:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9698     5628262.5297     2830348.2085       0.01942194       0.00637576       0.00724758 
        86: 2022-10-16  0:43:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9724     5628262.5304     2830348.2093       0.01896011       0.00622899       0.00706773 
        87: 2022-10-16  0:44:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9811     5628262.5347     2830348.2144       0.01851328       0.00608818       0.00689424 
        88: 2022-10-16  0:44:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9826     5628262.5331     2830348.2137       0.01808084       0.00595305       0.00672682 
        89: 2022-10-16  0:45:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9884     5628262.5334     2830348.2151       0.01766223       0.00582328       0.00656519 
        90: 2022-10-16  0:45:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9871     5628262.5333     2830348.2156       0.01725691       0.00569863       0.00640912 
        91: 2022-10-16  0:46:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9796     5628262.5309     2830348.2135       0.01686439       0.00557882       0.00625834 
        92: 2022-10-16  0:46:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9771     5628262.5297     2830348.2138       0.01648417       0.00546363       0.00611265 
        93: 2022-10-16  0:47:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9826     5628262.5308     2830348.2168       0.01611582       0.00535283       0.00597182 
        94: 2022-10-16  0:47:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9890     5628262.5318     2830348.2186       0.01575888       0.00524620       0.00583566 
        95: 2022-10-16  0:48:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9915     5628262.5325     2830348.2195       0.01541294       0.00514355       0.00570397 
        96: 2022-10-16  0:48:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9928     5628262.5320     2830348.2201       0.01507761       0.00504469       0.00557656 
        97: 2022-10-16  0:49:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9924     5628262.5307     2830348.2202       0.01475252       0.00494943       0.00545328 
        98: 2022-10-16  0:49:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9923     5628262.5305     2830348.2207       0.01443729       0.00485762       0.00533396 
        99: 2022-10-16  0:50:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9887     5628262.5299     2830348.2203       0.01413159       0.00476909       0.00521843 
       100: 2022-10-16  0:50:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9783     5628262.5287     2830348.2177       0.01383507       0.00468369       0.00510656 
       101: 2022-10-16  0:51:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9764     5628262.5290     2830348.2170       0.01354743       0.00460129       0.00499820 
       102: 2022-10-16  0:51:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9761     5628262.5286     2830348.2169       0.01326836       0.00452174       0.00489321 
       103: 2022-10-16  0:52:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9775     5628262.5279     2830348.2172       0.01299756       0.00444493       0.00479148 
       104: 2022-10-16  0:52:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9798     5628262.5282     2830348.2179       0.01273476       0.00437072       0.00469288 
       105: 2022-10-16  0:53:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9871     5628262.5290     2830348.2197       0.01247967       0.00429901       0.00459730 
       106: 2022-10-16  0:53:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9888     5628262.5276     2830348.2196       0.01223205       0.00422968       0.00450461 
       107: 2022-10-16  0:54:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9905     5628262.5282     2830348.2204       0.01199164       0.00416264       0.00441473 
       108: 2022-10-16  0:54:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9902     5628262.5277     2830348.2201       0.01175819       0.00409779       0.00432754 
       109: 2022-10-16  0:55:29.9920000              7      969180.8167     5628260.8805     2830347.4866      969180.9945     5628262.5293     2830348.2221       0.01155134       0.00403792       0.00424783 
       110: 2022-10-16  0:55:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9921     5628262.5298     2830348.2216       0.01135008       0.00397970       0.00417019 
       111: 2022-10-16  0:56:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9899     5628262.5304     2830348.2215       0.01115423       0.00392307       0.00409455 
       112: 2022-10-16  0:56:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9859     5628262.5295     2830348.2199       0.01096364       0.00386799       0.00402087 
       113: 2022-10-16  0:57:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9843     5628262.5286     2830348.2194       0.01077816       0.00381440       0.00394907 
       114: 2022-10-16  0:57:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9849     5628262.5280     2830348.2189       0.01059763       0.00376226       0.00387912 
       115: 2022-10-16  0:58:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9826     5628262.5279     2830348.2183       0.01042190       0.00371152       0.00381095 
       116: 2022-10-16  0:58:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9805     5628262.5283     2830348.2178       0.01025082       0.00366214       0.00374452 
       117: 2022-10-16  0:59:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9772     5628262.5273     2830348.2165       0.01008427       0.00361407       0.00367978 
       118: 2022-10-16  0:59:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9773     5628262.5276     2830348.2172       0.00992209       0.00356727       0.00361668 
       119: 2022-10-16  1: 0:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9777     5628262.5275     2830348.2169       0.00976415       0.00352170       0.00355518 
       120: 2022-10-16  1: 0:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9791     5628262.5279     2830348.2175       0.00961034       0.00347733       0.00349522 
       121: 2022-10-16  1: 1:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9824     5628262.5292     2830348.2187       0.00946051       0.00343411       0.00343677 
       122: 2022-10-16  1: 1:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9851     5628262.5294     2830348.2197       0.00931456       0.00339201       0.00337978 
       123: 2022-10-16  1: 2:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9840     5628262.5296     2830348.2196       0.00917236       0.00335100       0.00332421 
       124: 2022-10-16  1: 2:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9820     5628262.5297     2830348.2194       0.00903380       0.00331103       0.00327002 
       125: 2022-10-16  1: 3:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9800     5628262.5291     2830348.2188       0.00889877       0.00327209       0.00321717 
       126: 2022-10-16  1: 3:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9775     5628262.5284     2830348.2183       0.00876716       0.00323413       0.00316562 
       127: 2022-10-16  1: 4:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9759     5628262.5282     2830348.2181       0.00863887       0.00319712       0.00311534 
       128: 2022-10-16  1: 4:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9737     5628262.5285     2830348.2181       0.00851380       0.00316104       0.00306630 
       129: 2022-10-16  1: 5:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9726     5628262.5283     2830348.2176       0.00839184       0.00312586       0.00301845 
       130: 2022-10-16  1: 5:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9721     5628262.5274     2830348.2171       0.00827291       0.00309155       0.00297176 
       131: 2022-10-16  1: 6:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9732     5628262.5270     2830348.2171       0.00815692       0.00305808       0.00292620 
       132: 2022-10-16  1: 6:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9756     5628262.5274     2830348.2179       0.00804376       0.00302543       0.00288174 
       133: 2022-10-16  1: 7:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9763     5628262.5270     2830348.2177       0.00793337       0.00299358       0.00283835 
       134: 2022-10-16  1: 7:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9766     5628262.5268     2830348.2180       0.00782565       0.00296249       0.00279600 
       135: 2022-10-16  1: 8:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9756     5628262.5265     2830348.2182       0.00772053       0.00293215       0.00275465 
       136: 2022-10-16  1: 8:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9750     5628262.5260     2830348.2179       0.00761793       0.00290254       0.00271429 
       137: 2022-10-16  1: 9:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9718     5628262.5262     2830348.2176       0.00751776       0.00287363       0.00267488 
       138: 2022-10-16  1: 9:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9707     5628262.5264     2830348.2177       0.00741997       0.00284540       0.00263640 
       139: 2022-10-16  1:10:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9698     5628262.5255     2830348.2169       0.00732447       0.00281783       0.00259882 
       140: 2022-10-16  1:10:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9698     5628262.5251     2830348.2168       0.00723121       0.00279090       0.00256212 
       141: 2022-10-16  1:11:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9725     5628262.5247     2830348.2173       0.00714011       0.00276460       0.00252628 
       142: 2022-10-16  1:11:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9737     5628262.5246     2830348.2180       0.00705110       0.00273890       0.00249126 
       143: 2022-10-16  1:12:29.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9753     5628262.5252     2830348.2189       0.00696414       0.00271379       0.00245705 
       144: 2022-10-16  1:12:59.9920000              8      969180.8167     5628260.8805     2830347.4866      969180.9755     5628262.5253     2830348.2187       0.00687915       0.00268925       0.00242363 
       145: 2022-10-16  1:13:29.9920000              7      969180.8167     5628260.8805     2830347.4866      969180.9764     5628262.5254     2830348.2187       0.00679612       0.00267005       0.00239437 
       146: 2022-10-16  1:13:59.9920000              7      969180.8167     5628260.8805     2830347.4866      969180.9766     5628262.5255     2830348.2185       0.00671493       0.00265123       0.00236568 
       147: 2022-10-16  1:14:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9762     5628262.5258     2830348.2188       0.00663553       0.00263278       0.00233754 
       148: 2022-10-16  1:14:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9757     5628262.5259     2830348.2192       0.00655789       0.00261467       0.00230995 
       149: 2022-10-16  1:15:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9752     5628262.5262     2830348.2197       0.00648196       0.00259689       0.00228287 
       150: 2022-10-16  1:15:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9760     5628262.5267     2830348.2203       0.00640768       0.00257944       0.00225631 
       151: 2022-10-16  1:16:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9758     5628262.5264     2830348.2203       0.00633502       0.00256229       0.00223026 
       152: 2022-10-16  1:16:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9755     5628262.5267     2830348.2202       0.00626393       0.00254544       0.00220469 
       153: 2022-10-16  1:17:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9764     5628262.5267     2830348.2205       0.00619437       0.00252887       0.00217960 
       154: 2022-10-16  1:17:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9761     5628262.5269     2830348.2205       0.00612630       0.00251257       0.00215498 
       155: 2022-10-16  1:18:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9770     5628262.5261     2830348.2204       0.00605967       0.00249653       0.00213082 
       156: 2022-10-16  1:18:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9792     5628262.5257     2830348.2208       0.00599445       0.00248075       0.00210710 
       157: 2022-10-16  1:19:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9816     5628262.5260     2830348.2215       0.00593060       0.00246521       0.00208382 
       158: 2022-10-16  1:19:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9821     5628262.5260     2830348.2216       0.00586807       0.00244991       0.00206096 
       159: 2022-10-16  1:20:29.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9843     5628262.5270     2830348.2229       0.00580684       0.00243483       0.00203853 
       160: 2022-10-16  1:20:59.9930000              7      969180.8167     5628260.8805     2830347.4866      969180.9850     5628262.5278     2830348.2238       0.00574686       0.00241997       0.00201650 
       161: 2022-10-16  1:21:29.9930000              6      969180.8167     5628260.8805     2830347.4866      969180.9844     5628262.5275     2830348.2238       0.00568829       0.00240966       0.00199905 
       162: 2022-10-16  1:21:59.9930000              6      969180.8167     5628260.8805     2830347.4866      969180.9827     5628262.5270     2830348.2235       0.00563086       0.00239971       0.00198205 
       163: 2022-10-16  1:22:29.9930000              6      969180.8167     5628260.8805     2830347.4866      969180.9823     5628262.5266     2830348.2235       0.00557454       0.00239014       0.00196549 
       164: 2022-10-16  1:22:59.9930000              6      969180.8167     5628260.8805     2830347.4866      969180.9825     5628262.5265     2830348.2237       0.00551931       0.00238091       0.00194935 
       165: 2022-10-16  1:23:29.9930000              6      969180.8167     5628260.8805     2830347.4866      969180.9829     5628262.5262     2830348.2239       0.00546513       0.00237202       0.00193361 
       166: 2022-10-16  1:23:59.9930000              6      969180.8167     5628260.8805     2830347.4866      969180.9839     5628262.5254     2830348.2240       0.00541199       0.00236347       0.00191827 
