     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
        36: 2022-10-16  0:18:59.9910000    2.4656  -2656941.7440      0.0000      0.0000      0.0000   
        37: 2022-10-16  0:19:29.9910000    2.4626  -2653227.0834      0.0000      0.0000      0.0000   
        38: 2022-10-16  0:19:59.9910000    2.4614  -2649511.0455      0.0000      0.0000      0.0000   
        39: 2022-10-16  0:20:29.9910000    2.4641  -2645795.0056      0.0000      0.0000      0.0000   
        40: 2022-10-16  0:20:59.9910000    2.4631  -2642089.4305      0.0000      0.0000      0.0000   
        41: 2022-10-16  0:21:29.9910000    2.4621  -2638383.0945      0.0000      0.0000      0.0000   
        42: 2022-10-16  0:21:59.9910000    2.4600  -2634674.5274      0.0000      0.0000      0.0000   
        43: 2022-10-16  0:22:29.9910000    2.4581  -2630970.2026      0.0000      0.0000      0.0000   
        44: 2022-10-16  0:22:59.9910000    2.4518  -2627275.4109      0.0000      0.0000      0.0000   
        45: 2022-10-16  0:23:29.9910000    2.4491  -2623573.6091      0.0000      0.0000      0.0000   
        46: 2022-10-16  0:23:59.9910000    2.4460  -2619876.8208      0.0000      0.0000      0.0000   
        47: 2022-10-16  0:24:29.9910000    2.4426  -2616186.1510      0.0000      0.0000      0.0000   
        48: 2022-10-16  0:24:59.9910000    2.4504  -2612502.4915      0.0000      0.0000      0.0000   
        49: 2022-10-16  0:25:29.9910000    2.4487  -2608818.9749      0.0000      0.0000      0.0000   
        50: 2022-10-16  0:25:59.9910000    2.4447  -2605131.8092      0.0000      0.0000      0.0000   
        51: 2022-10-16  0:26:29.9910000    2.4411  -2601449.7513      0.0000      0.0000      0.0000   
        52: 2022-10-16  0:26:59.9910000    2.4394  -2597764.5046      0.0000      0.0000      0.0000   
        53: 2022-10-16  0:27:29.9910000    2.4427  -2594088.8889      0.0000      0.0000      0.0000   
        54: 2022-10-16  0:27:59.9910000    2.4472  -2590409.1289      0.0000      0.0000      0.0000   
        55: 2022-10-16  0:28:29.9910000    2.4497  -2586722.7908      0.0000      0.0000      0.0000   
        56: 2022-10-16  0:28:59.9910000    2.4550  -2583030.5633      0.0000      0.0000      0.0000   
        57: 2022-10-16  0:29:29.9910000    2.4583  -2579336.1129      0.0000      0.0000      0.0000   
        58: 2022-10-16  0:29:59.9910000    2.4578  -2575649.6228      0.0000      0.0000      0.0000   
        59: 2022-10-16  0:30:29.9910000    2.4550  -2571956.2835      0.0000      0.0000      0.0000   
        60: 2022-10-16  0:30:59.9910000    2.4532  -2568268.1050      0.0000      0.0000      0.0000   
        61: 2022-10-16  0:31:29.9910000    2.4499  -2564580.0164      0.0000      0.0000      0.0000   
        62: 2022-10-16  0:31:59.9910000    2.4498  -2560887.7792      0.0000      0.0000      0.0000   
        63: 2022-10-16  0:32:29.9910000    2.4505  -2557189.7871      0.0000      0.0000      0.0000   
        64: 2022-10-16  0:32:59.9910000    2.4480  -2553482.8178      0.0000      0.0000      0.0000   
        65: 2022-10-16  0:33:29.9910000    2.4430  -2549773.0148      0.0000      0.0000      0.0000   
        66: 2022-10-16  0:33:59.9920000    2.4373  -2546063.9948      0.0000      0.0000      0.0000   
        67: 2022-10-16  0:34:29.9920000    2.4315  -2542354.8107      0.0000      0.0000      0.0000   
        68: 2022-10-16  0:34:59.9920000    2.4288  -2538647.0677      0.0000      0.0000      0.0000   
        69: 2022-10-16  0:35:29.9920000    2.4286  -2534935.4920      0.0000      0.0000      0.0000   
        70: 2022-10-16  0:35:59.9920000    2.4289  -2531227.1582      0.0000      0.0000      0.0000   
        71: 2022-10-16  0:36:29.9920000    2.4287  -2527523.8371      0.0000      0.0000      0.0000   
        72: 2022-10-16  0:36:59.9920000    2.4287  -2523816.5157      0.0000      0.0000      0.0000   
        73: 2022-10-16  0:37:29.9920000    2.4278  -2520105.4163      0.0000      0.0000      0.0000   
        74: 2022-10-16  0:37:59.9920000    2.4247  -2516397.8186      0.0000      0.0000      0.0000   
        75: 2022-10-16  0:38:29.9920000    2.4225  -2512682.2100      0.0000      0.0000      0.0000   
        76: 2022-10-16  0:38:59.9920000    2.4202  -2508963.4215      0.0000      0.0000      0.0000   
        77: 2022-10-16  0:39:29.9920000    2.4188  -2505245.8543      0.0000      0.0000      0.0000   
        78: 2022-10-16  0:39:59.9920000    2.4172  -2501524.0416      0.0000      0.0000      0.0000   
        79: 2022-10-16  0:40:29.9920000    2.4167  -2497811.3482      0.0000      0.0000      0.0000   
        80: 2022-10-16  0:40:59.9920000    2.4154  -2494095.2364      0.0000      0.0000      0.0000   
        81: 2022-10-16  0:41:29.9920000    2.4138  -2490373.0096      0.0000      0.0000      0.0000   
        82: 2022-10-16  0:41:59.9920000    2.4133  -2486662.1009      0.0000      0.0000      0.0000   
        83: 2022-10-16  0:42:29.9920000    2.4135  -2482948.7348      0.0000      0.0000      0.0000   
        84: 2022-10-16  0:42:59.9920000    2.4137  -2479237.4149      0.0000      0.0000      0.0000   
        85: 2022-10-16  0:43:29.9920000    2.4142  -2475522.2703      0.0000      0.0000      0.0000   
        86: 2022-10-16  0:43:59.9920000    2.4144  -2471813.8597      0.0000      0.0000      0.0000   
        87: 2022-10-16  0:44:29.9920000    2.4127  -2468102.5511      0.0000      0.0000      0.0000   
        88: 2022-10-16  0:44:59.9920000    2.4132  -2464386.0716      0.0000      0.0000      0.0000   
        89: 2022-10-16  0:45:29.9920000    2.4125  -2460673.4689      0.0000      0.0000      0.0000   
        90: 2022-10-16  0:45:59.9920000    2.4122  -2456956.0883      0.0000      0.0000      0.0000   
        91: 2022-10-16  0:46:29.9920000    2.4130  -2453235.3882      0.0000      0.0000      0.0000   
        92: 2022-10-16  0:46:59.9920000    2.4131  -2449517.2866      0.0000      0.0000      0.0000   
        93: 2022-10-16  0:47:29.9920000    2.4120  -2445800.6665      0.0000      0.0000      0.0000   
        94: 2022-10-16  0:47:59.9920000    2.4112  -2442077.2799      0.0000      0.0000      0.0000   
        95: 2022-10-16  0:48:29.9920000    2.4109  -2438358.2210      0.0000      0.0000      0.0000   
        96: 2022-10-16  0:48:59.9920000    2.4109  -2434638.4025      0.0000      0.0000      0.0000   
        97: 2022-10-16  0:49:29.9920000    2.4112  -2430914.7277      0.0000      0.0000      0.0000   
        98: 2022-10-16  0:49:59.9920000    2.4108  -2427183.8315      0.0000      0.0000      0.0000   
        99: 2022-10-16  0:50:29.9920000    2.4107  -2423450.6049      0.0000      0.0000      0.0000   
       100: 2022-10-16  0:50:59.9920000    2.4114  -2419719.9918      0.0000      0.0000      0.0000   
       101: 2022-10-16  0:51:29.9920000    2.4115  -2415990.8392      0.0000      0.0000      0.0000   
       102: 2022-10-16  0:51:59.9920000    2.4115  -2412266.6438      0.0000      0.0000      0.0000   
       103: 2022-10-16  0:52:29.9920000    2.4115  -2408543.9855      0.0000      0.0000      0.0000   
       104: 2022-10-16  0:52:59.9920000    2.4115  -2404819.1113      0.0000      0.0000      0.0000   
       105: 2022-10-16  0:53:29.9920000    2.4111  -2401098.9957      0.0000      0.0000      0.0000   
       106: 2022-10-16  0:53:59.9920000    2.4113  -2397370.1410      0.0000      0.0000      0.0000   
       107: 2022-10-16  0:54:29.9920000    2.4111  -2393644.0294      0.0000      0.0000      0.0000   
       108: 2022-10-16  0:54:59.9920000    2.4115  -2389917.2229      0.0000      0.0000      0.0000   
       109: 2022-10-16  0:55:29.9920000    2.4109  -2386197.6441      0.0000      0.0000      0.0000   
       110: 2022-10-16  0:55:59.9920000    2.4114  -2382470.0836      0.0000      0.0000      0.0000   
       111: 2022-10-16  0:56:29.9920000    2.4116  -2378739.7477      0.0000      0.0000      0.0000   
       112: 2022-10-16  0:56:59.9920000    2.4120  -2375016.1503      0.0000      0.0000      0.0000   
       113: 2022-10-16  0:57:29.9920000    2.4122  -2371290.6696      0.0000      0.0000      0.0000   
       114: 2022-10-16  0:57:59.9920000    2.4126  -2367561.7242      0.0000      0.0000      0.0000   
       115: 2022-10-16  0:58:29.9920000    2.4127  -2363821.4943      0.0000      0.0000      0.0000   
       116: 2022-10-16  0:58:59.9920000    2.4128  -2360079.2306      0.0000      0.0000      0.0000   
       117: 2022-10-16  0:59:29.9920000    2.4136  -2356337.6144      0.0000      0.0000      0.0000   
       118: 2022-10-16  0:59:59.9920000    2.4136  -2352597.0987      0.0000      0.0000      0.0000   
       119: 2022-10-16  1: 0:29.9920000    2.4136  -2348845.3955      0.0000      0.0000      0.0000   
       120: 2022-10-16  1: 0:59.9920000    2.4136  -2345095.2797      0.0000      0.0000      0.0000   
       121: 2022-10-16  1: 1:29.9920000    2.4131  -2341341.7470      0.0000      0.0000      0.0000   
       122: 2022-10-16  1: 1:59.9920000    2.4127  -2337593.0268      0.0000      0.0000      0.0000   
       123: 2022-10-16  1: 2:29.9920000    2.4127  -2333846.3845      0.0000      0.0000      0.0000   
       124: 2022-10-16  1: 2:59.9920000    2.4127  -2330100.5556      0.0000      0.0000      0.0000   
       125: 2022-10-16  1: 3:29.9920000    2.4128  -2326355.5372      0.0000      0.0000      0.0000   
       126: 2022-10-16  1: 3:59.9920000    2.4127  -2322610.3506      0.0000      0.0000      0.0000   
       127: 2022-10-16  1: 4:29.9920000    2.4125  -2318858.8718      0.0000      0.0000      0.0000   
       128: 2022-10-16  1: 4:59.9920000    2.4122  -2315105.4725      0.0000      0.0000      0.0000   
       129: 2022-10-16  1: 5:29.9920000    2.4122  -2311339.6595      0.0000      0.0000      0.0000   
       130: 2022-10-16  1: 5:59.9920000    2.4124  -2307572.5721      0.0000      0.0000      0.0000   
       131: 2022-10-16  1: 6:29.9920000    2.4123  -2303804.1201      0.0000      0.0000      0.0000   
       132: 2022-10-16  1: 6:59.9920000    2.4117  -2300030.1764      0.0000      0.0000      0.0000   
       133: 2022-10-16  1: 7:29.9920000    2.4118  -2296249.3981      0.0000      0.0000      0.0000   
       134: 2022-10-16  1: 7:59.9920000    2.4116  -2292468.0682      0.0000      0.0000      0.0000   
       135: 2022-10-16  1: 8:29.9920000    2.4116  -2288691.0076      0.0000      0.0000      0.0000   
       136: 2022-10-16  1: 8:59.9920000    2.4120  -2284916.8334      0.0000      0.0000      0.0000   
       137: 2022-10-16  1: 9:29.9920000    2.4119  -2281142.9415      0.0000      0.0000      0.0000   
       138: 2022-10-16  1: 9:59.9920000    2.4118  -2277368.8981      0.0000      0.0000      0.0000   
       139: 2022-10-16  1:10:29.9920000    2.4120  -2273593.5025      0.0000      0.0000      0.0000   
       140: 2022-10-16  1:10:59.9920000    2.4119  -2269815.8587      0.0000      0.0000      0.0000   
       141: 2022-10-16  1:11:29.9920000    2.4117  -2266036.3937      0.0000      0.0000      0.0000   
       142: 2022-10-16  1:11:59.9920000    2.4116  -2262246.7515      0.0000      0.0000      0.0000   
       143: 2022-10-16  1:12:29.9920000    2.4112  -2258447.2637      0.0000      0.0000      0.0000   
       144: 2022-10-16  1:12:59.9920000    2.4114  -2254650.8419      0.0000      0.0000      0.0000   
       145: 2022-10-16  1:13:29.9920000    2.4114  -2250855.8463      0.0000      0.0000      0.0000   
       146: 2022-10-16  1:13:59.9920000    2.4115  -2247049.7255      0.0000      0.0000      0.0000   
       147: 2022-10-16  1:14:29.9930000    2.4114  -2243230.5454      0.0000      0.0000      0.0000   
       148: 2022-10-16  1:14:59.9930000    2.4112  -2239416.7755      0.0000      0.0000      0.0000   
       149: 2022-10-16  1:15:29.9930000    2.4111  -2235604.0819      0.0000      0.0000      0.0000   
       150: 2022-10-16  1:15:59.9930000    2.4108  -2231790.0706      0.0000      0.0000      0.0000   
       151: 2022-10-16  1:16:29.9930000    2.4106  -2227973.6041      0.0000      0.0000      0.0000   
       152: 2022-10-16  1:16:59.9930000    2.4105  -2224155.1932      0.0000      0.0000      0.0000   
       153: 2022-10-16  1:17:29.9930000    2.4105  -2220334.1669      0.0000      0.0000      0.0000   
       154: 2022-10-16  1:17:59.9930000    2.4106  -2216509.6047      0.0000      0.0000      0.0000   
       155: 2022-10-16  1:18:29.9930000    2.4107  -2212682.3405      0.0000      0.0000      0.0000   
       156: 2022-10-16  1:18:59.9930000    2.4108  -2208846.3134      0.0000      0.0000      0.0000   
       157: 2022-10-16  1:19:29.9930000    2.4107  -2205003.8501      0.0000      0.0000      0.0000   
       158: 2022-10-16  1:19:59.9930000    2.4106  -2201160.7534      0.0000      0.0000      0.0000   
       159: 2022-10-16  1:20:29.9930000    2.4103  -2197315.0896      0.0000      0.0000      0.0000   
       160: 2022-10-16  1:20:59.9930000    2.4100  -2193466.5495      0.0000      0.0000      0.0000   
       161: 2022-10-16  1:21:29.9930000    2.4101  -2189615.1806      0.0000      0.0000      0.0000   
       162: 2022-10-16  1:21:59.9930000    2.4102  -2185760.3301      0.0000      0.0000      0.0000   
       163: 2022-10-16  1:22:29.9930000    2.4102  -2181902.8277      0.0000      0.0000      0.0000   
       164: 2022-10-16  1:22:59.9930000    2.4102  -2178042.0553      0.0000      0.0000      0.0000   
       165: 2022-10-16  1:23:29.9930000    2.4102  -2174178.1948      0.0000      0.0000      0.0000   
       166: 2022-10-16  1:23:59.9930000    2.4101  -2170310.0934      0.0000      0.0000      0.0000   
       167: 2022-10-16  1:24:29.9930000    2.4101  -2166435.7405      0.0000      0.0000      0.0000   
       168: 2022-10-16  1:24:59.9930000    2.4102  -2162558.2084      0.0000      0.0000      0.0000   
       169: 2022-10-16  1:25:29.9930000    2.4102  -2158669.1779      0.0000      0.0000      0.0000   
       170: 2022-10-16  1:25:59.9930000    2.4104  -2154768.2393      0.0000      0.0000      0.0000   
       171: 2022-10-16  1:26:29.9930000    2.4104  -2150869.3313      0.0000      0.0000      0.0000   
       172: 2022-10-16  1:26:59.9930000    2.4104  -2146971.2706      0.0000      0.0000      0.0000   
       173: 2022-10-16  1:27:29.9930000    2.4102  -2143071.0340      0.0000      0.0000      0.0000   
       174: 2022-10-16  1:27:59.9930000    2.4103  -2139168.4398      0.0000      0.0000      0.0000   
       175: 2022-10-16  1:28:29.9930000    2.4104  -2135263.2840      0.0000      0.0000      0.0000   
       176: 2022-10-16  1:28:59.9930000    2.4105  -2131354.8793      0.0000      0.0000      0.0000   
       177: 2022-10-16  1:29:29.9930000    2.4105  -2127441.7653      0.0000      0.0000      0.0000   
       178: 2022-10-16  1:29:59.9930000    2.4106  -2123524.2476      0.0000      0.0000      0.0000   
       179: 2022-10-16  1:30:29.9930000    2.4107  -2119601.3039      0.0000      0.0000      0.0000   
       180: 2022-10-16  1:30:59.9930000    2.4108  -2115668.6368      0.0000      0.0000      0.0000   
       181: 2022-10-16  1:31:29.9930000    2.4107  -2111724.6665      0.0000      0.0000      0.0000   
       182: 2022-10-16  1:31:59.9930000    2.4108  -2107780.0322      0.0000      0.0000      0.0000   
       183: 2022-10-16  1:32:29.9930000    2.4110  -2103834.3164      0.0000      0.0000      0.0000   
       184: 2022-10-16  1:32:59.9930000    2.4112  -2099885.2176      0.0000      0.0000      0.0000   
       185: 2022-10-16  1:33:29.9930000    2.4114  -2095929.5926      0.0000      0.0000      0.0000   
       186: 2022-10-16  1:33:59.9930000    2.4116  -2091967.1204      0.0000      0.0000      0.0000   
       187: 2022-10-16  1:34:29.9930000    2.4120  -2088001.0706      0.0000      0.0000      0.0000   
       188: 2022-10-16  1:34:59.9930000    2.4122  -2084028.7281      0.0000      0.0000      0.0000   
       189: 2022-10-16  1:35:29.9930000    2.4124  -2080054.7212      0.0000      0.0000      0.0000   
       190: 2022-10-16  1:35:59.9930000    2.4125  -2076072.3391      0.0000      0.0000      0.0000   
       191: 2022-10-16  1:36:29.9930000    2.4127  -2072086.3758      0.0000      0.0000      0.0000   
       192: 2022-10-16  1:36:59.9930000    2.4130  -2068092.5076      0.0000      0.0000      0.0000   
       193: 2022-10-16  1:37:29.9930000    2.4131  -2064099.5205      0.0000      0.0000      0.0000   
       194: 2022-10-16  1:37:59.9930000    2.4132  -2060102.0833      0.0000      0.0000      0.0000   
       195: 2022-10-16  1:38:29.9930000    2.4131  -2056094.0221      0.0000      0.0000      0.0000   
       196: 2022-10-16  1:38:59.9930000    2.4132  -2052081.0370      0.0000      0.0000      0.0000   
       197: 2022-10-16  1:39:29.9930000    2.4133  -2048065.7665      0.0000      0.0000      0.0000   
       198: 2022-10-16  1:39:59.9930000    2.4132  -2044052.2409      0.0000      0.0000      0.0000   
       199: 2022-10-16  1:40:29.9930000    2.4132  -2040029.5571      0.0000      0.0000      0.0000   
       200: 2022-10-16  1:40:59.9930000    2.4131  -2035996.8137      0.0000      0.0000      0.0000   
       201: 2022-10-16  1:41:29.9930000    2.4131  -2031957.6480      0.0000      0.0000      0.0000   
       202: 2022-10-16  1:41:59.9930000    2.4130  -2027917.7897      0.0000      0.0000      0.0000   
       203: 2022-10-16  1:42:29.9930000    2.4130  -2023880.4965      0.0000      0.0000      0.0000   
       204: 2022-10-16  1:42:59.9930000    2.4129  -2019842.9890      0.0000      0.0000      0.0000   
       205: 2022-10-16  1:43:29.9930000    2.4129  -2015804.1854      0.0000      0.0000      0.0000   
       206: 2022-10-16  1:43:59.9930000    2.4127  -2011762.7929      0.0000      0.0000      0.0000   
       207: 2022-10-16  1:44:29.9930000    2.4126  -2007711.7571      0.0000      0.0000      0.0000   
       208: 2022-10-16  1:44:59.9930000    2.4127  -2003656.8227      0.0000      0.0000      0.0000   
       209: 2022-10-16  1:45:29.9930000    2.4128  -1999598.6431      0.0000      0.0000      0.0000   
       210: 2022-10-16  1:45:59.9930000    2.4130  -1995537.5923      0.0000      0.0000      0.0000   
       211: 2022-10-16  1:46:29.9930000    2.4131  -1991471.0036      0.0000      0.0000      0.0000   
       212: 2022-10-16  1:46:59.9930000    2.4133  -1987404.2056      0.0000      0.0000      0.0000   
       213: 2022-10-16  1:47:29.9930000    2.4133  -1983334.8919      0.0000      0.0000      0.0000   
       214: 2022-10-16  1:47:59.9930000    2.4132  -1979262.3171      0.0000      0.0000      0.0000   
       215: 2022-10-16  1:48:29.9930000    2.4130  -1975186.7535      0.0000      0.0000      0.0000   
       216: 2022-10-16  1:48:59.9930000    2.4128  -1971109.2323      0.0000      0.0000      0.0000   
       217: 2022-10-16  1:49:29.9930000    2.4127  -1967028.3664      0.0000      0.0000      0.0000   
       218: 2022-10-16  1:49:59.9930000    2.4126  -1962943.6528      0.0000      0.0000      0.0000   
       219: 2022-10-16  1:50:29.9930000    2.4126  -1958855.6717      0.0000      0.0000      0.0000   
       220: 2022-10-16  1:50:59.9930000    2.4126  -1954760.5733      0.0000      0.0000      0.0000   
       221: 2022-10-16  1:51:29.9930000    2.4126  -1950654.7136      0.0000      0.0000      0.0000   
       222: 2022-10-16  1:51:59.9940000    2.4126  -1946542.5885      0.0000      0.0000      0.0000   
       223: 2022-10-16  1:52:29.9940000    2.4126  -1942424.2305      0.0000      0.0000      0.0000   
       224: 2022-10-16  1:52:59.9940000    2.4125  -1938300.0610      0.0000      0.0000      0.0000   
       225: 2022-10-16  1:53:29.9940000    2.4125  -1934161.7242      0.0000      0.0000      0.0000   
       226: 2022-10-16  1:53:59.9940000    2.4125  -1930016.1267      0.0000      0.0000      0.0000   
       227: 2022-10-16  1:54:29.9940000    2.4124  -1925872.2857      0.0000      0.0000      0.0000   
       228: 2022-10-16  1:54:59.9940000    2.4124  -1921725.2458      0.0000      0.0000      0.0000   
       229: 2022-10-16  1:55:29.9940000    2.4123  -1917573.7500      0.0000      0.0000      0.0000   
       230: 2022-10-16  1:55:59.9940000    2.4120  -1913416.6535      0.0000      0.0000      0.0000   
       231: 2022-10-16  1:56:29.9940000    2.4117  -1909252.2809      0.0000      0.0000      0.0000   
       232: 2022-10-16  1:56:59.9940000    2.4116  -1905071.8899      0.0000      0.0000      0.0000   
       233: 2022-10-16  1:57:29.9940000    2.4115  -1900877.9140      0.0000      0.0000      0.0000   
       234: 2022-10-16  1:57:59.9940000    2.4114  -1896674.7940      0.0000      0.0000      0.0000   
       235: 2022-10-16  1:58:29.9940000    2.4115  -1892458.8756      0.0000      0.0000      0.0000   
       236: 2022-10-16  1:58:59.9940000    2.4115  -1888232.4286      0.0000      0.0000      0.0000   
       237: 2022-10-16  1:59:29.9940000    2.4115  -1883997.1319      0.0000      0.0000      0.0000   
       238: 2022-10-16  1:59:59.9940000    2.4115  -1879756.3225      0.0000      0.0000      0.0000   
       239: 2022-10-16  2: 0:29.9940000    2.4114  -1875511.2551      0.0000      0.0000      0.0000   
       240: 2022-10-16  2: 0:59.9940000    2.4113  -1871258.7349      0.0000      0.0000      0.0000   
       241: 2022-10-16  2: 1:29.9940000    2.4114  -1867008.1423      0.0000      0.0000      0.0000   
       242: 2022-10-16  2: 1:59.9940000    2.4115  -1862742.7238      0.0000      0.0000      0.0000   
       243: 2022-10-16  2: 2:29.9940000    2.4115  -1858471.6412      0.0000      0.0000      0.0000   
       244: 2022-10-16  2: 2:59.9940000    2.4116  -1854196.4585      0.0000      0.0000      0.0000   
       245: 2022-10-16  2: 3:29.9940000    2.4116  -1849917.1233      0.0000      0.0000      0.0000   
       246: 2022-10-16  2: 3:59.9940000    2.4116  -1845626.5820      0.0000      0.0000      0.0000   
       247: 2022-10-16  2: 4:29.9940000    2.4116  -1841330.4717      0.0000      0.0000      0.0000   
       248: 2022-10-16  2: 4:59.9940000    2.4117  -1837025.4283      0.0000      0.0000      0.0000   
       249: 2022-10-16  2: 5:29.9940000    2.4119  -1832718.1338      0.0000      0.0000      0.0000   
       250: 2022-10-16  2: 5:59.9940000    2.4122  -1828401.1350      0.0000      0.0000      0.0000   
       251: 2022-10-16  2: 6:29.9940000    2.4124  -1824074.8300      0.0000      0.0000      0.0000   
       252: 2022-10-16  2: 6:59.9940000    2.4127  -1819745.4193      0.0000      0.0000      0.0000   
       253: 2022-10-16  2: 7:29.9940000    2.4129  -1815413.1321      0.0000      0.0000      0.0000   
       254: 2022-10-16  2: 7:59.9940000    2.4130  -1811071.3952      0.0000      0.0000      0.0000   
       255: 2022-10-16  2: 8:29.9940000    2.4132  -1806724.0549      0.0000      0.0000      0.0000   
       256: 2022-10-16  2: 8:59.9940000    2.4133  -1802370.6816      0.0000      0.0000      0.0000   
       257: 2022-10-16  2: 9:29.9940000    2.4133  -1798021.3410      0.0000      0.0000      0.0000   
       258: 2022-10-16  2: 9:59.9940000    2.4134  -1793664.5289      0.0000      0.0000      0.0000   
       259: 2022-10-16  2:10:29.9940000    2.4136  -1789305.2884      0.0000      0.0000      0.0000   
       260: 2022-10-16  2:10:59.9940000    2.4139  -1784941.3436      0.0000      0.0000      0.0000   
       261: 2022-10-16  2:11:29.9940000    2.4141  -1780571.9014      0.0000      0.0000      0.0000   
       262: 2022-10-16  2:11:59.9940000    2.4143  -1776190.1660      0.0000      0.0000      0.0000   
       263: 2022-10-16  2:12:29.9940000    2.4145  -1771797.6321      0.0000      0.0000      0.0000   
       264: 2022-10-16  2:12:59.9940000    2.4146  -1767400.7353      0.0000      0.0000      0.0000   
       265: 2022-10-16  2:13:29.9940000    2.4146  -1762994.3586      0.0000      0.0000      0.0000   
       266: 2022-10-16  2:13:59.9940000    2.4146  -1758577.4098      0.0000      0.0000      0.0000   
       267: 2022-10-16  2:14:29.9940000    2.4146  -1754156.6195      0.0000      0.0000      0.0000   
       268: 2022-10-16  2:14:59.9940000    2.4148  -1749732.4331      0.0000      0.0000      0.0000   
       269: 2022-10-16  2:15:29.9940000    2.4149  -1745302.0472      0.0000      0.0000      0.0000   
       270: 2022-10-16  2:15:59.9940000    2.4152  -1740861.6119      0.0000      0.0000      0.0000   
       271: 2022-10-16  2:16:29.9940000    2.4153  -1736412.5379      0.0000      0.0000      0.0000   
       272: 2022-10-16  2:16:59.9940000    2.4154  -1731953.5927      0.0000      0.0000      0.0000   
       273: 2022-10-16  2:17:29.9940000    2.4156  -1727488.6016      0.0000      0.0000      0.0000   
       274: 2022-10-16  2:17:59.9940000    2.4158  -1723012.2734      0.0000      0.0000      0.0000   
       275: 2022-10-16  2:18:29.9940000    2.4158  -1718529.9799      0.0000      0.0000      0.0000   
