     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
        79: 2022-10-22  0:40:29.9940000    2.4104  -1840466.9136      0.0000      0.0000      0.0000   
        80: 2022-10-22  0:40:59.9940000    2.4106  -1836958.2427      0.0000      0.0000      0.0000   
        81: 2022-10-22  0:41:29.9940000    2.4107  -1833445.3200      0.0000      0.0000      0.0000   
        82: 2022-10-22  0:41:59.9940000    2.4104  -1829929.4879      0.0000      0.0000      0.0000   
        83: 2022-10-22  0:42:29.9940000    2.4101  -1826423.7783      0.0000      0.0000      0.0000   
        84: 2022-10-22  0:42:59.9940000    2.4099  -1822924.1474      0.0000      0.0000      0.0000   
        85: 2022-10-22  0:43:29.9940000    2.4092  -1819418.3262      0.0000      0.0000      0.0000   
        86: 2022-10-22  0:43:59.9940000    2.4096  -1815908.0957      0.0000      0.0000      0.0000   
        87: 2022-10-22  0:44:29.9940000    2.4107  -1812399.2835      0.0000      0.0000      0.0000   
        88: 2022-10-22  0:44:59.9940000    2.4105  -1808889.6376      0.0000      0.0000      0.0000   
        89: 2022-10-22  0:45:29.9940000    2.4109  -1805381.0119      0.0000      0.0000      0.0000   
        90: 2022-10-22  0:45:59.9940000    2.4111  -1801868.2829      0.0000      0.0000      0.0000   
        91: 2022-10-22  0:46:29.9940000    2.4110  -1798353.8310      0.0000      0.0000      0.0000   
        92: 2022-10-22  0:46:59.9940000    2.4112  -1794832.6653      0.0000      0.0000      0.0000   
        93: 2022-10-22  0:47:29.9940000    2.4112  -1791315.6666      0.0000      0.0000      0.0000   
        94: 2022-10-22  0:47:59.9940000    2.4113  -1787805.4136      0.0000      0.0000      0.0000   
        95: 2022-10-22  0:48:29.9940000    2.4114  -1784297.3813      0.0000      0.0000      0.0000   
        96: 2022-10-22  0:48:59.9940000    2.4113  -1780781.5402      0.0000      0.0000      0.0000   
        97: 2022-10-22  0:49:29.9940000    2.4111  -1777268.0802      0.0000      0.0000      0.0000   
        98: 2022-10-22  0:49:59.9940000    2.4116  -1773748.6697      0.0000      0.0000      0.0000   
        99: 2022-10-22  0:50:29.9940000    2.4119  -1770226.1907      0.0000      0.0000      0.0000   
       100: 2022-10-22  0:50:59.9940000    2.4120  -1766707.4686      0.0000      0.0000      0.0000   
       101: 2022-10-22  0:51:29.9940000    2.4119  -1763190.8335      0.0000      0.0000      0.0000   
       102: 2022-10-22  0:51:59.9940000    2.4121  -1759671.1005      0.0000      0.0000      0.0000   
       103: 2022-10-22  0:52:29.9940000    2.4122  -1756149.6084      0.0000      0.0000      0.0000   
       104: 2022-10-22  0:52:59.9940000    2.4124  -1752633.0048      0.0000      0.0000      0.0000   
       105: 2022-10-22  0:53:29.9940000    2.4127  -1749112.7069      0.0000      0.0000      0.0000   
       106: 2022-10-22  0:53:59.9940000    2.4129  -1745589.5029      0.0000      0.0000      0.0000   
       107: 2022-10-22  0:54:29.9940000    2.4128  -1742061.4070      0.0000      0.0000      0.0000   
       108: 2022-10-22  0:54:59.9940000    2.4129  -1738535.7978      0.0000      0.0000      0.0000   
       109: 2022-10-22  0:55:29.9940000    2.4130  -1735006.0694      0.0000      0.0000      0.0000   
       110: 2022-10-22  0:55:59.9940000    2.4130  -1731471.6978      0.0000      0.0000      0.0000   
       111: 2022-10-22  0:56:29.9940000    2.4130  -1727938.9699      0.0000      0.0000      0.0000   
       112: 2022-10-22  0:56:59.9940000    2.4131  -1724403.0697      0.0000      0.0000      0.0000   
       113: 2022-10-22  0:57:29.9940000    2.4132  -1720857.8390      0.0000      0.0000      0.0000   
       114: 2022-10-22  0:57:59.9940000    2.4132  -1717313.7822      0.0000      0.0000      0.0000   
       115: 2022-10-22  0:58:29.9940000    2.4133  -1713766.2519      0.0000      0.0000      0.0000   
       116: 2022-10-22  0:58:59.9940000    2.4134  -1710213.5489      0.0000      0.0000      0.0000   
       117: 2022-10-22  0:59:29.9940000    2.4134  -1706659.3598      0.0000      0.0000      0.0000   
       118: 2022-10-22  0:59:59.9940000    2.4135  -1703099.9315      0.0000      0.0000      0.0000   
       119: 2022-10-22  1: 0:29.9940000    2.4136  -1699539.5925      0.0000      0.0000      0.0000   
       120: 2022-10-22  1: 1:29.9940000    2.4137  -1692414.4659      0.0000      0.0000      0.0000   
       121: 2022-10-22  1: 1:59.9940000    2.4138  -1688853.6119      0.0000      0.0000      0.0000   
       122: 2022-10-22  1: 2:29.9940000    2.4137  -1685283.7798      0.0000      0.0000      0.0000   
       123: 2022-10-22  1: 2:59.9940000    2.4137  -1681707.7410      0.0000      0.0000      0.0000   
       124: 2022-10-22  1: 3:29.9940000    2.4137  -1678124.8404      0.0000      0.0000      0.0000   
       125: 2022-10-22  1: 3:59.9940000    2.4138  -1674551.4510      0.0000      0.0000      0.0000   
       126: 2022-10-22  1: 4:29.9940000    2.4139  -1670969.0865      0.0000      0.0000      0.0000   
       127: 2022-10-22  1: 4:59.9940000    2.4140  -1667382.7018      0.0000      0.0000      0.0000   
       128: 2022-10-22  1: 5:29.9940000    2.4142  -1663806.0417      0.0000      0.0000      0.0000   
       129: 2022-10-22  1: 5:59.9940000    2.4143  -1660219.2042      0.0000      0.0000      0.0000   
       130: 2022-10-22  1: 6:29.9940000    2.4144  -1656631.3033      0.0000      0.0000      0.0000   
       131: 2022-10-22  1: 6:59.9940000    2.4144  -1653038.7503      0.0000      0.0000      0.0000   
       132: 2022-10-22  1: 7:29.9940000    2.4146  -1649443.7319      0.0000      0.0000      0.0000   
       133: 2022-10-22  1: 7:59.9950000    2.4147  -1645841.4198      0.0000      0.0000      0.0000   
       134: 2022-10-22  1: 8:29.9950000    2.4150  -1642234.4704      0.0000      0.0000      0.0000   
       135: 2022-10-22  1: 8:59.9950000    2.4152  -1638625.0483      0.0000      0.0000      0.0000   
       136: 2022-10-22  1: 9:29.9950000    2.4155  -1635014.7098      0.0000      0.0000      0.0000   
       137: 2022-10-22  1: 9:59.9950000    2.4157  -1631396.3425      0.0000      0.0000      0.0000   
       138: 2022-10-22  1:10:29.9950000    2.4158  -1627775.6504      0.0000      0.0000      0.0000   
       139: 2022-10-22  1:10:59.9950000    2.4158  -1624154.5813      0.0000      0.0000      0.0000   
       140: 2022-10-22  1:11:29.9950000    2.4159  -1620536.4668      0.0000      0.0000      0.0000   
       141: 2022-10-22  1:11:59.9950000    2.4162  -1616910.0543      0.0000      0.0000      0.0000   
       142: 2022-10-22  1:12:29.9950000    2.4163  -1613276.2134      0.0000      0.0000      0.0000   
       143: 2022-10-22  1:12:59.9950000    2.4162  -1609636.4977      0.0000      0.0000      0.0000   
       144: 2022-10-22  1:13:29.9950000    2.4161  -1605997.1451      0.0000      0.0000      0.0000   
       145: 2022-10-22  1:13:59.9950000    2.4163  -1602350.5831      0.0000      0.0000      0.0000   
       146: 2022-10-22  1:14:29.9950000    2.4165  -1598710.7300      0.0000      0.0000      0.0000   
       147: 2022-10-22  1:14:59.9950000    2.4167  -1595066.1151      0.0000      0.0000      0.0000   
       148: 2022-10-22  1:15:29.9950000    2.4166  -1591412.3486      0.0000      0.0000      0.0000   
       149: 2022-10-22  1:15:59.9950000    2.4166  -1587764.9466      0.0000      0.0000      0.0000   
       150: 2022-10-22  1:16:29.9950000    2.4168  -1584105.2732      0.0000      0.0000      0.0000   
       151: 2022-10-22  1:16:59.9950000    2.4167  -1580447.3160      0.0000      0.0000      0.0000   
       152: 2022-10-22  1:17:29.9950000    2.4167  -1576796.9423      0.0000      0.0000      0.0000   
       153: 2022-10-22  1:17:59.9950000    2.4167  -1573148.9097      0.0000      0.0000      0.0000   
       154: 2022-10-22  1:18:29.9950000    2.4165  -1569495.9659      0.0000      0.0000      0.0000   
       155: 2022-10-22  1:18:59.9950000    2.4165  -1565834.5860      0.0000      0.0000      0.0000   
       156: 2022-10-22  1:19:29.9950000    2.4166  -1562163.8522      0.0000      0.0000      0.0000   
       157: 2022-10-22  1:19:59.9950000    2.4167  -1558492.0598      0.0000      0.0000      0.0000   
       158: 2022-10-22  1:20:29.9950000    2.4168  -1554815.2279      0.0000      0.0000      0.0000   
       159: 2022-10-22  1:20:59.9950000    2.4168  -1551129.5696      0.0000      0.0000      0.0000   
       160: 2022-10-22  1:21:29.9950000    2.4170  -1547443.9015      0.0000      0.0000      0.0000   
       161: 2022-10-22  1:21:59.9950000    2.4170  -1543744.7467      0.0000      0.0000      0.0000   
       162: 2022-10-22  1:22:29.9950000    2.4173  -1540032.1460      0.0000      0.0000      0.0000   
       163: 2022-10-22  1:22:59.9950000    2.4175  -1536312.3114      0.0000      0.0000      0.0000   
       164: 2022-10-22  1:23:29.9950000    2.4175  -1532598.7065      0.0000      0.0000      0.0000   
       165: 2022-10-22  1:23:59.9950000    2.4176  -1528887.3960      0.0000      0.0000      0.0000   
       166: 2022-10-22  1:24:29.9950000    2.4175  -1525164.2528      0.0000      0.0000      0.0000   
       167: 2022-10-22  1:24:59.9950000    2.4176  -1521434.7007      0.0000      0.0000      0.0000   
       168: 2022-10-22  1:25:29.9950000    2.4177  -1517689.2630      0.0000      0.0000      0.0000   
       169: 2022-10-22  1:25:59.9950000    2.4178  -1513934.6625      0.0000      0.0000      0.0000   
       170: 2022-10-22  1:26:29.9950000    2.4179  -1510174.3673      0.0000      0.0000      0.0000   
       171: 2022-10-22  1:26:59.9950000    2.4182  -1506407.2502      0.0000      0.0000      0.0000   
       172: 2022-10-22  1:27:29.9950000    2.4182  -1502651.8638      0.0000      0.0000      0.0000   
       173: 2022-10-22  1:27:59.9950000    2.4182  -1498900.7370      0.0000      0.0000      0.0000   
       174: 2022-10-22  1:28:29.9950000    2.4180  -1495149.0375      0.0000      0.0000      0.0000   
       175: 2022-10-22  1:28:59.9950000    2.4179  -1491385.8865      0.0000      0.0000      0.0000   
       176: 2022-10-22  1:29:29.9950000    2.4178  -1487611.6626      0.0000      0.0000      0.0000   
       177: 2022-10-22  1:29:59.9950000    2.4175  -1483842.3340      0.0000      0.0000      0.0000   
       178: 2022-10-22  1:30:29.9950000    2.4174  -1480066.2413      0.0000      0.0000      0.0000   
       179: 2022-10-22  1:30:59.9950000    2.4173  -1476274.1482      0.0000      0.0000      0.0000   
       180: 2022-10-22  1:31:29.9950000    2.4171  -1472471.3619      0.0000      0.0000      0.0000   
       181: 2022-10-22  1:31:59.9950000    2.4171  -1468673.8522      0.0000      0.0000      0.0000   
       182: 2022-10-22  1:32:29.9950000    2.4171  -1464873.6904      0.0000      0.0000      0.0000   
       183: 2022-10-22  1:32:59.9950000    2.4171  -1461071.2298      0.0000      0.0000      0.0000   
       184: 2022-10-22  1:33:29.9950000    2.4173  -1457268.2470      0.0000      0.0000      0.0000   
       185: 2022-10-22  1:33:59.9950000    2.4174  -1453453.6766      0.0000      0.0000      0.0000   
       186: 2022-10-22  1:34:29.9950000    2.4176  -1449625.0723      0.0000      0.0000      0.0000   
       187: 2022-10-22  1:34:59.9950000    2.4176  -1445792.6503      0.0000      0.0000      0.0000   
       188: 2022-10-22  1:35:29.9950000    2.4178  -1441953.9899      0.0000      0.0000      0.0000   
       189: 2022-10-22  1:35:59.9950000    2.4180  -1438112.8870      0.0000      0.0000      0.0000   
       190: 2022-10-22  1:36:29.9950000    2.4182  -1434264.4054      0.0000      0.0000      0.0000   
       191: 2022-10-22  1:36:59.9950000    2.4183  -1430403.1100      0.0000      0.0000      0.0000   
       192: 2022-10-22  1:37:29.9950000    2.4183  -1426534.2115      0.0000      0.0000      0.0000   
       193: 2022-10-22  1:37:59.9950000    2.4182  -1422650.9981      0.0000      0.0000      0.0000   
       194: 2022-10-22  1:38:29.9950000    2.4181  -1418762.4690      0.0000      0.0000      0.0000   
       195: 2022-10-22  1:38:59.9950000    2.4180  -1414869.9920      0.0000      0.0000      0.0000   
       196: 2022-10-22  1:39:29.9950000    2.4180  -1410984.2633      0.0000      0.0000      0.0000   
       197: 2022-10-22  1:39:59.9950000    2.4180  -1407097.6960      0.0000      0.0000      0.0000   
       198: 2022-10-22  1:40:29.9950000    2.4180  -1403195.8648      0.0000      0.0000      0.0000   
       199: 2022-10-22  1:40:59.9950000    2.4181  -1399287.1315      0.0000      0.0000      0.0000   
       200: 2022-10-22  1:41:29.9950000    2.4181  -1395376.2176      0.0000      0.0000      0.0000   
       201: 2022-10-22  1:41:59.9950000    2.4180  -1391468.0786      0.0000      0.0000      0.0000   
       202: 2022-10-22  1:42:29.9950000    2.4180  -1387556.0820      0.0000      0.0000      0.0000   
       203: 2022-10-22  1:42:59.9950000    2.4180  -1383643.1515      0.0000      0.0000      0.0000   
       204: 2022-10-22  1:43:29.9950000    2.4182  -1379719.3337      0.0000      0.0000      0.0000   
       205: 2022-10-22  1:43:59.9950000    2.4182  -1375793.7450      0.0000      0.0000      0.0000   
       206: 2022-10-22  1:44:29.9950000    2.4182  -1371859.7020      0.0000      0.0000      0.0000   
       207: 2022-10-22  1:44:59.9950000    2.4182  -1367919.2066      0.0000      0.0000      0.0000   
       208: 2022-10-22  1:45:29.9950000    2.4182  -1363978.4237      0.0000      0.0000      0.0000   
       209: 2022-10-22  1:45:59.9950000    2.4182  -1360028.7309      0.0000      0.0000      0.0000   
       210: 2022-10-22  1:46:29.9950000    2.4183  -1356070.3423      0.0000      0.0000      0.0000   
       211: 2022-10-22  1:46:59.9950000    2.4184  -1352112.3043      0.0000      0.0000      0.0000   
       212: 2022-10-22  1:47:29.9950000    2.4185  -1348143.9676      0.0000      0.0000      0.0000   
       213: 2022-10-22  1:47:59.9960000    2.4185  -1344169.9044      0.0000      0.0000      0.0000   
       214: 2022-10-22  1:48:29.9960000    2.4184  -1340191.9556      0.0000      0.0000      0.0000   
       215: 2022-10-22  1:48:59.9960000    2.4183  -1336215.2523      0.0000      0.0000      0.0000   
       216: 2022-10-22  1:49:29.9960000    2.4183  -1332235.6855      0.0000      0.0000      0.0000   
       217: 2022-10-22  1:49:59.9960000    2.4183  -1328252.3923      0.0000      0.0000      0.0000   
       218: 2022-10-22  1:50:29.9960000    2.4182  -1324264.8123      0.0000      0.0000      0.0000   
       219: 2022-10-22  1:50:59.9960000    2.4181  -1320273.4094      0.0000      0.0000      0.0000   
       220: 2022-10-22  1:51:29.9960000    2.4181  -1316276.5556      0.0000      0.0000      0.0000   
       221: 2022-10-22  1:51:59.9960000    2.4180  -1312274.6818      0.0000      0.0000      0.0000   
       222: 2022-10-22  1:52:29.9960000    2.4179  -1308268.1012      0.0000      0.0000      0.0000   
       223: 2022-10-22  1:52:59.9960000    2.4177  -1304249.7039      0.0000      0.0000      0.0000   
       224: 2022-10-22  1:53:29.9960000    2.4176  -1300226.8752      0.0000      0.0000      0.0000   
       225: 2022-10-22  1:53:59.9960000    2.4176  -1296198.8148      0.0000      0.0000      0.0000   
       226: 2022-10-22  1:54:29.9960000    2.4173  -1292158.2456      0.0000      0.0000      0.0000   
       227: 2022-10-22  1:54:59.9960000    2.4171  -1288111.5626      0.0000      0.0000      0.0000   
       228: 2022-10-22  1:55:29.9960000    2.4170  -1284064.5432      0.0000      0.0000      0.0000   
       229: 2022-10-22  1:55:59.9960000    2.4169  -1280005.0587      0.0000      0.0000      0.0000   
       230: 2022-10-22  1:56:29.9960000    2.4169  -1275943.9598      0.0000      0.0000      0.0000   
       231: 2022-10-22  1:56:59.9960000    2.4170  -1271871.4026      0.0000      0.0000      0.0000   
       232: 2022-10-22  1:57:29.9960000    2.4171  -1267790.1465      0.0000      0.0000      0.0000   
       233: 2022-10-22  1:57:59.9960000    2.4171  -1263710.7851      0.0000      0.0000      0.0000   
       234: 2022-10-22  1:58:29.9960000    2.4171  -1259622.6871      0.0000      0.0000      0.0000   
       235: 2022-10-22  1:58:59.9960000    2.4172  -1255529.5691      0.0000      0.0000      0.0000   
       236: 2022-10-22  1:59:29.9960000    2.4170  -1251439.8410      0.0000      0.0000      0.0000   
       237: 2022-10-22  1:59:59.9960000    2.4169  -1247343.8315      0.0000      0.0000      0.0000   
       238: 2022-10-22  2: 0:29.9960000    2.4172  -1243237.9350      0.0000      0.0000      0.0000   
       239: 2022-10-22  2: 1:29.9960000    2.4173  -1235006.2551      0.0000      0.0000      0.0000   
       240: 2022-10-22  2: 1:59.9960000    2.4174  -1230880.8102      0.0000      0.0000      0.0000   
       241: 2022-10-22  2: 2:29.9960000    2.4176  -1226751.5908      0.0000      0.0000      0.0000   
       242: 2022-10-22  2: 2:59.9960000    2.4177  -1222616.8552      0.0000      0.0000      0.0000   
       243: 2022-10-22  2: 3:29.9960000    2.4176  -1218474.1719      0.0000      0.0000      0.0000   
       244: 2022-10-22  2: 3:59.9960000    2.4176  -1214331.1749      0.0000      0.0000      0.0000   
       245: 2022-10-22  2: 4:29.9960000    2.4176  -1210188.3163      0.0000      0.0000      0.0000   
       246: 2022-10-22  2: 4:59.9960000    2.4175  -1206038.0266      0.0000      0.0000      0.0000   
       247: 2022-10-22  2: 5:29.9960000    2.4175  -1201880.6622      0.0000      0.0000      0.0000   
       248: 2022-10-22  2: 5:59.9960000    2.4176  -1197717.2292      0.0000      0.0000      0.0000   
       249: 2022-10-22  2: 6:29.9960000    2.4176  -1193550.4160      0.0000      0.0000      0.0000   
       250: 2022-10-22  2: 6:59.9960000    2.4175  -1189377.5588      0.0000      0.0000      0.0000   
       251: 2022-10-22  2: 7:29.9960000    2.4175  -1185197.6520      0.0000      0.0000      0.0000   
       252: 2022-10-22  2: 7:59.9960000    2.4175  -1181008.9985      0.0000      0.0000      0.0000   
       253: 2022-10-22  2: 8:29.9960000    2.4175  -1176813.2173      0.0000      0.0000      0.0000   
       254: 2022-10-22  2: 8:59.9960000    2.4175  -1172611.7292      0.0000      0.0000      0.0000   
       255: 2022-10-22  2: 9:29.9960000    2.4174  -1168397.2283      0.0000      0.0000      0.0000   
       256: 2022-10-22  2: 9:59.9960000    2.4175  -1164175.4470      0.0000      0.0000      0.0000   
       257: 2022-10-22  2:10:29.9960000    2.4174  -1159956.9229      0.0000      0.0000      0.0000   
       258: 2022-10-22  2:10:59.9960000    2.4174  -1155727.3788      0.0000      0.0000      0.0000   
       259: 2022-10-22  2:11:29.9960000    2.4174  -1151496.3167      0.0000      0.0000      0.0000   
       260: 2022-10-22  2:11:59.9960000    2.4174  -1147266.1492      0.0000      0.0000      0.0000   
       261: 2022-10-22  2:12:29.9960000    2.4174  -1143029.3344      0.0000      0.0000      0.0000   
       262: 2022-10-22  2:12:59.9960000    2.4173  -1138783.7019      0.0000      0.0000      0.0000   
       263: 2022-10-22  2:13:29.9960000    2.4173  -1134526.2840      0.0000      0.0000      0.0000   
       264: 2022-10-22  2:13:59.9960000    2.4173  -1130259.7338      0.0000      0.0000      0.0000   
       265: 2022-10-22  2:14:29.9960000    2.4173  -1125991.1663      0.0000      0.0000      0.0000   
       266: 2022-10-22  2:14:59.9960000    2.4173  -1121718.6162      0.0000      0.0000      0.0000   
       267: 2022-10-22  2:15:29.9960000    2.4173  -1117443.1396      0.0000      0.0000      0.0000   
       268: 2022-10-22  2:15:59.9960000    2.4173  -1113158.7138      0.0000      0.0000      0.0000   
       269: 2022-10-22  2:16:29.9960000    2.4173  -1108866.7292      0.0000      0.0000      0.0000   
       270: 2022-10-22  2:16:59.9960000    2.4173  -1104572.1561      0.0000      0.0000      0.0000   
       271: 2022-10-22  2:17:29.9960000    2.4173  -1100266.4197      0.0000      0.0000      0.0000   
       272: 2022-10-22  2:17:59.9960000    2.4173  -1095955.6371      0.0000      0.0000      0.0000   
       273: 2022-10-22  2:18:29.9960000    2.4173  -1091640.1271      0.0000      0.0000      0.0000   
       274: 2022-10-22  2:18:59.9960000    2.4172  -1087318.7034      0.0000      0.0000      0.0000   
       275: 2022-10-22  2:19:29.9960000    2.4172  -1082992.7898      0.0000      0.0000      0.0000   
