     epoch             Observation time    num_of_sats         spp_x(m)         spp_y(m)         spp_z(m)         ppp_x(m)         ppp_y(m)         ppp_z(m)       sigam_x(m)       sigam_y(m)       sigam_z(m)
        53: 2022-10-19  0:27:30.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.7576     5628262.5406     2830348.1680       0.03563391       0.01032537       0.01181953 
        54: 2022-10-19  0:28: 0.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.7711     5628262.5438     2830348.1730       0.03446604       0.01002461       0.01144200 
        55: 2022-10-19  0:28:30.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.7931     5628262.5466     2830348.1781       0.03335263       0.00973955       0.01108283 
        56: 2022-10-19  0:29: 0.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.8050     5628262.5465     2830348.1817       0.03229039       0.00946905       0.01074079 
        57: 2022-10-19  0:29:30.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.7995     5628262.5457     2830348.1797       0.03127629       0.00921209       0.01041475 
        58: 2022-10-19  0:30: 0.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.8167     5628262.5459     2830348.1839       0.03030751       0.00896774       0.01010368 
        59: 2022-10-19  0:30:30.0120000              8      969180.3358     5628262.5047     2830347.7488      969180.8224     5628262.5448     2830348.1856       0.02938148       0.00873514       0.00980663 
        60: 2022-10-19  0:30:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8259     5628262.5443     2830348.1838       0.02849581       0.00851353       0.00952276 
        61: 2022-10-19  0:31:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8316     5628262.5455     2830348.1873       0.02764826       0.00830220       0.00925126 
        62: 2022-10-19  0:31:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8553     5628262.5490     2830348.1967       0.02683677       0.00810048       0.00899141 
        63: 2022-10-19  0:32:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8743     5628262.5480     2830348.2018       0.02605942       0.00790779       0.00874253 
        64: 2022-10-19  0:32:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8819     5628262.5458     2830348.2013       0.02531443       0.00772357       0.00850402 
        65: 2022-10-19  0:33:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8937     5628262.5436     2830348.2040       0.02460010       0.00754732       0.00827530 
        66: 2022-10-19  0:33:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8988     5628262.5412     2830348.2032       0.02391489       0.00737856       0.00805583 
        67: 2022-10-19  0:34:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.8924     5628262.5384     2830348.2031       0.02325731       0.00721686       0.00784512 
        68: 2022-10-19  0:34:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9045     5628262.5390     2830348.2074       0.02262601       0.00706183       0.00764272 
        69: 2022-10-19  0:35:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9167     5628262.5401     2830348.2107       0.02201969       0.00691308       0.00744819 
        70: 2022-10-19  0:35:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9282     5628262.5389     2830348.2132       0.02143712       0.00677027       0.00726114 
        71: 2022-10-19  0:36:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9377     5628262.5393     2830348.2159       0.02087719       0.00663308       0.00708119 
        72: 2022-10-19  0:36:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9397     5628262.5396     2830348.2175       0.02033880       0.00650122       0.00690800 
        73: 2022-10-19  0:37:29.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9369     5628262.5398     2830348.2188       0.01982094       0.00637439       0.00674123 
        74: 2022-10-19  0:37:59.9910000              8      969180.3358     5628262.5047     2830347.7488      969180.9315     5628262.5406     2830348.2195       0.01932266       0.00625234       0.00658058 
        75: 2022-10-19  0:38:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9257     5628262.5384     2830348.2178       0.01884306       0.00613482       0.00642576 
        76: 2022-10-19  0:38:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9244     5628262.5398     2830348.2182       0.01838127       0.00602161       0.00627651 
        77: 2022-10-19  0:39:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9248     5628262.5381     2830348.2177       0.01793650       0.00591249       0.00613256 
        78: 2022-10-19  0:39:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9313     5628262.5374     2830348.2183       0.01750797       0.00580726       0.00599367 
        79: 2022-10-19  0:40:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9314     5628262.5370     2830348.2184       0.01709496       0.00570574       0.00585962 
        80: 2022-10-19  0:40:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9350     5628262.5353     2830348.2179       0.01669679       0.00560773       0.00573019 
        81: 2022-10-19  0:41:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9417     5628262.5337     2830348.2185       0.01631279       0.00551309       0.00560519 
        82: 2022-10-19  0:41:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9413     5628262.5341     2830348.2184       0.01594236       0.00542165       0.00548441 
        83: 2022-10-19  0:42:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9416     5628262.5331     2830348.2185       0.01558490       0.00533327       0.00536768 
        84: 2022-10-19  0:42:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9408     5628262.5329     2830348.2195       0.01523986       0.00524779       0.00525483 
        85: 2022-10-19  0:43:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9370     5628262.5337     2830348.2191       0.01490671       0.00516511       0.00514568 
        86: 2022-10-19  0:43:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9337     5628262.5347     2830348.2179       0.01458493       0.00508508       0.00504010 
        87: 2022-10-19  0:44:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9350     5628262.5349     2830348.2177       0.01427405       0.00500759       0.00493792 
        88: 2022-10-19  0:44:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9321     5628262.5339     2830348.2161       0.01397361       0.00493254       0.00483902 
        89: 2022-10-19  0:45:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9322     5628262.5331     2830348.2157       0.01368318       0.00485981       0.00474326 
        90: 2022-10-19  0:45:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9336     5628262.5322     2830348.2157       0.01340234       0.00478931       0.00465050 
        91: 2022-10-19  0:46:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9339     5628262.5323     2830348.2166       0.01313070       0.00472095       0.00456064 
        92: 2022-10-19  0:46:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9338     5628262.5316     2830348.2169       0.01286788       0.00465462       0.00447356 
        93: 2022-10-19  0:47:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9322     5628262.5297     2830348.2152       0.01261351       0.00459026       0.00438915 
        94: 2022-10-19  0:47:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9311     5628262.5297     2830348.2150       0.01236727       0.00452778       0.00430730 
        95: 2022-10-19  0:48:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9351     5628262.5314     2830348.2167       0.01212881       0.00446709       0.00422792 
        96: 2022-10-19  0:48:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9351     5628262.5325     2830348.2169       0.01189783       0.00440814       0.00415091 
        97: 2022-10-19  0:49:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9359     5628262.5331     2830348.2182       0.01167403       0.00435085       0.00407618 
        98: 2022-10-19  0:49:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9348     5628262.5330     2830348.2182       0.01145713       0.00429515       0.00400365 
        99: 2022-10-19  0:50:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9317     5628262.5335     2830348.2188       0.01124685       0.00424098       0.00393323 
       100: 2022-10-19  0:50:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9290     5628262.5333     2830348.2187       0.01104294       0.00418829       0.00386484 
       101: 2022-10-19  0:51:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9258     5628262.5324     2830348.2182       0.01084514       0.00413701       0.00379841 
       102: 2022-10-19  0:51:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9271     5628262.5322     2830348.2188       0.01065322       0.00408709       0.00373387 
       103: 2022-10-19  0:52:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9287     5628262.5329     2830348.2204       0.01046696       0.00403848       0.00367115 
       104: 2022-10-19  0:52:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9273     5628262.5336     2830348.2211       0.01028613       0.00399113       0.00361018 
       105: 2022-10-19  0:53:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9276     5628262.5326     2830348.2209       0.01011053       0.00394500       0.00355090 
       106: 2022-10-19  0:53:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9301     5628262.5331     2830348.2216       0.00993996       0.00390004       0.00349325 
       107: 2022-10-19  0:54:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9345     5628262.5339     2830348.2229       0.00977424       0.00385620       0.00343717 
       108: 2022-10-19  0:54:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9364     5628262.5339     2830348.2235       0.00961334       0.00381984       0.00338751 
       109: 2022-10-19  0:55:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9391     5628262.5342     2830348.2247       0.00945687       0.00378433       0.00333905 
       110: 2022-10-19  0:55:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9410     5628262.5337     2830348.2258       0.00930466       0.00374963       0.00329174 
       111: 2022-10-19  0:56:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9417     5628262.5331     2830348.2262       0.00915658       0.00371569       0.00324555 
       112: 2022-10-19  0:56:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9398     5628262.5332     2830348.2258       0.00901247       0.00368247       0.00320043 
       113: 2022-10-19  0:57:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9395     5628262.5337     2830348.2258       0.00887221       0.00364993       0.00315634 
       114: 2022-10-19  0:57:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9379     5628262.5334     2830348.2255       0.00873567       0.00361805       0.00311324 
       115: 2022-10-19  0:58:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9372     5628262.5331     2830348.2252       0.00860271       0.00358679       0.00307111 
       116: 2022-10-19  0:58:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9392     5628262.5330     2830348.2259       0.00847321       0.00355611       0.00302990 
       117: 2022-10-19  0:59:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9438     5628262.5329     2830348.2270       0.00834706       0.00352600       0.00298958 
       118: 2022-10-19  0:59:59.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9425     5628262.5336     2830348.2275       0.00822414       0.00349641       0.00295012 
       119: 2022-10-19  1: 0:29.9920000              8      969180.3358     5628262.5047     2830347.7488      969180.9400     5628262.5342     2830348.2268       0.00810434       0.00346732       0.00291149 
       120: 2022-10-19  1: 0:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9397     5628262.5343     2830348.2262       0.00798758       0.00343890       0.00287385 
       121: 2022-10-19  1: 1:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9423     5628262.5345     2830348.2259       0.00787373       0.00341095       0.00283701 
       122: 2022-10-19  1: 1:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9442     5628262.5353     2830348.2272       0.00776268       0.00338348       0.00280095 
       123: 2022-10-19  1: 2:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9439     5628262.5357     2830348.2277       0.00765435       0.00335645       0.00276563 
       124: 2022-10-19  1: 2:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9428     5628262.5360     2830348.2283       0.00754864       0.00332984       0.00273105 
       125: 2022-10-19  1: 3:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9442     5628262.5362     2830348.2284       0.00744547       0.00330365       0.00269717 
       126: 2022-10-19  1: 3:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9440     5628262.5364     2830348.2282       0.00734474       0.00327786       0.00266398 
       127: 2022-10-19  1: 4:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9400     5628262.5366     2830348.2275       0.00724637       0.00325245       0.00263145 
       128: 2022-10-19  1: 4:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9390     5628262.5363     2830348.2277       0.00715029       0.00322741       0.00259957 
       129: 2022-10-19  1: 5:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9386     5628262.5358     2830348.2270       0.00705643       0.00320272       0.00256831 
       130: 2022-10-19  1: 5:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9386     5628262.5348     2830348.2265       0.00696470       0.00317838       0.00253767 
       131: 2022-10-19  1: 6:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9413     5628262.5342     2830348.2265       0.00687503       0.00315437       0.00250762 
       132: 2022-10-19  1: 6:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9444     5628262.5344     2830348.2273       0.00678737       0.00313069       0.00247815 
       133: 2022-10-19  1: 7:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9457     5628262.5345     2830348.2275       0.00670164       0.00310731       0.00244925 
       134: 2022-10-19  1: 7:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9482     5628262.5348     2830348.2285       0.00661779       0.00308425       0.00242089 
       135: 2022-10-19  1: 8:29.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9478     5628262.5358     2830348.2289       0.00653575       0.00306148       0.00239306 
       136: 2022-10-19  1: 8:59.9920000              7      969180.3358     5628262.5047     2830347.7488      969180.9460     5628262.5360     2830348.2292       0.00645546       0.00303899       0.00236576 
       137: 2022-10-19  1: 9:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9440     5628262.5362     2830348.2289       0.00637688       0.00302310       0.00234475 
       138: 2022-10-19  1: 9:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9427     5628262.5360     2830348.2288       0.00629993       0.00300766       0.00232427 
       139: 2022-10-19  1:10:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9441     5628262.5361     2830348.2288       0.00622458       0.00299267       0.00230428 
       140: 2022-10-19  1:10:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9446     5628262.5358     2830348.2288       0.00615078       0.00297810       0.00228478 
       141: 2022-10-19  1:11:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9470     5628262.5349     2830348.2289       0.00607847       0.00296394       0.00226575 
       142: 2022-10-19  1:11:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9493     5628262.5341     2830348.2292       0.00600763       0.00295017       0.00224716 
       143: 2022-10-19  1:12:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9515     5628262.5333     2830348.2292       0.00593821       0.00293678       0.00222901 
       144: 2022-10-19  1:12:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9528     5628262.5328     2830348.2293       0.00587017       0.00292375       0.00221128 
       145: 2022-10-19  1:13:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9525     5628262.5329     2830348.2292       0.00580347       0.00291107       0.00219396 
       146: 2022-10-19  1:13:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9524     5628262.5329     2830348.2290       0.00573807       0.00289872       0.00217702 
       147: 2022-10-19  1:14:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9528     5628262.5328     2830348.2289       0.00567394       0.00288669       0.00216045 
       148: 2022-10-19  1:14:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9532     5628262.5333     2830348.2294       0.00561104       0.00287496       0.00214425 
       149: 2022-10-19  1:15:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9523     5628262.5338     2830348.2302       0.00554934       0.00286351       0.00212840 
       150: 2022-10-19  1:15:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9522     5628262.5342     2830348.2304       0.00548881       0.00285235       0.00211287 
       151: 2022-10-19  1:16:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9515     5628262.5344     2830348.2303       0.00542940       0.00284144       0.00209767 
       152: 2022-10-19  1:16:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9502     5628262.5354     2830348.2308       0.00537110       0.00283078       0.00208278 
       153: 2022-10-19  1:17:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9497     5628262.5359     2830348.2304       0.00531387       0.00282036       0.00206818 
       154: 2022-10-19  1:17:59.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9493     5628262.5360     2830348.2299       0.00525767       0.00281016       0.00205386 
       155: 2022-10-19  1:18:29.9920000              6      969180.3358     5628262.5047     2830347.7488      969180.9488     5628262.5361     2830348.2294       0.00520249       0.00280017       0.00203982 
       156: 2022-10-19  1:18:59.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9476     5628262.5362     2830348.2293       0.00514830       0.00279037       0.00202604 
       157: 2022-10-19  1:19:29.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9470     5628262.5361     2830348.2287       0.00509506       0.00278076       0.00201251 
       158: 2022-10-19  1:19:59.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9455     5628262.5364     2830348.2283       0.00504275       0.00277133       0.00199921 
       159: 2022-10-19  1:20:29.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9453     5628262.5364     2830348.2280       0.00499135       0.00276206       0.00198615 
       160: 2022-10-19  1:20:59.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9455     5628262.5362     2830348.2273       0.00494083       0.00275294       0.00197331 
       161: 2022-10-19  1:21:29.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9452     5628262.5361     2830348.2265       0.00489117       0.00274396       0.00196067 
       162: 2022-10-19  1:21:59.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9451     5628262.5359     2830348.2259       0.00484234       0.00273511       0.00194823 
       163: 2022-10-19  1:22:29.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9455     5628262.5358     2830348.2254       0.00479433       0.00272638       0.00193599 
       164: 2022-10-19  1:22:59.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9462     5628262.5356     2830348.2247       0.00474711       0.00271777       0.00192393 
       165: 2022-10-19  1:23:29.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9466     5628262.5358     2830348.2244       0.00470065       0.00270925       0.00191204 
       166: 2022-10-19  1:23:59.9930000              6      969180.3358     5628262.5047     2830347.7488      969180.9471     5628262.5358     2830348.2241       0.00465494       0.00270083       0.00190031 
