     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
       564: 2022-10-19  4:43: 0.0000000    2.3984  -134500.2685      0.0000      0.0000      0.0000   
       565: 2022-10-19  4:43:30.0000000    2.3984  -128744.9014      0.0000      0.0000      0.0000   
       566: 2022-10-19  4:44: 0.0000000    2.3985  -122990.0089      0.0000      0.0000      0.0000   
       567: 2022-10-19  4:44:30.0000000    2.3985  -117234.8963      0.0000      0.0000      0.0000   
       568: 2022-10-19  4:45: 0.0000000    2.3986  -111480.0441      0.0000      0.0000      0.0000   
       569: 2022-10-19  4:45:30.0000000    2.3986  -105724.8827      0.0000      0.0000      0.0000   
       570: 2022-10-19  4:46: 0.0000000    2.3987  -99971.1462      0.0000      0.0000      0.0000   
       571: 2022-10-19  4:46:30.0000000    2.3988  -94217.6874      0.0000      0.0000      0.0000   
       572: 2022-10-19  4:47: 0.0000000    2.3988  -88463.8382      0.0000      0.0000      0.0000   
       573: 2022-10-19  4:47:30.0000000    2.3989  -82710.5224      0.0000      0.0000      0.0000   
       574: 2022-10-19  4:48: 0.0000000    2.3988  -76958.0247      0.0000      0.0000      0.0000   
       575: 2022-10-19  4:48:30.0000000    2.3989  -71205.5715      0.0000      0.0000      0.0000   
       576: 2022-10-19  4:49: 0.0000000    2.3988  -65454.3355      0.0000      0.0000      0.0000   
       577: 2022-10-19  4:49:30.0000000    2.3987  -59705.6354      0.0000      0.0000      0.0000   
       578: 2022-10-19  4:50: 0.0000000    2.3987  -53960.1013      0.0000      0.0000      0.0000   
       579: 2022-10-19  4:50:30.0000000    2.3987  -48217.5597      0.0000      0.0000      0.0000   
       580: 2022-10-19  4:51: 0.0000000    2.3986  -42478.2878      0.0000      0.0000      0.0000   
       581: 2022-10-19  4:51:30.0000000    2.3983  -36742.5949      0.0000      0.0000      0.0000   
       582: 2022-10-19  4:52: 0.0000000    2.3982  -31010.5864      0.0000      0.0000      0.0000   
       583: 2022-10-19  4:52:30.0000000    2.3980  -25282.1799      0.0000      0.0000      0.0000   
       584: 2022-10-19  4:53: 0.0000000    2.3979  -19557.5292      0.0000      0.0000      0.0000   
       585: 2022-10-19  4:53:30.0000000    2.3978  -13836.5948      0.0000      0.0000      0.0000   
       586: 2022-10-19  4:54: 0.0000000    2.3974  -8118.0231      0.0000      0.0000      0.0000   
       587: 2022-10-19  4:54:30.0000000    2.3973  -2402.2784      0.0000      0.0000      0.0000   
       588: 2022-10-19  4:55: 0.0000000    2.3972   3309.4529      0.0000      0.0000      0.0000   
       589: 2022-10-19  4:55:30.0000000    2.3969   9018.8712      0.0000      0.0000      0.0000   
       590: 2022-10-19  4:56: 0.0000000    2.3967  14725.4391      0.0000      0.0000      0.0000   
       591: 2022-10-19  4:56:30.0000000    2.3965  20430.1918      0.0000      0.0000      0.0000   
       592: 2022-10-19  4:57: 0.0000000    2.3964  26133.8976      0.0000      0.0000      0.0000   
       593: 2022-10-19  4:57:30.0000000    2.3965  31836.5363      0.0000      0.0000      0.0000   
       594: 2022-10-19  4:58: 0.0000000    2.3965  37537.6995      0.0000      0.0000      0.0000   
       595: 2022-10-19  4:58:30.0000000    2.3964  43237.7848      0.0000      0.0000      0.0000   
       596: 2022-10-19  4:59: 0.0000000    2.3965  48937.9826      0.0000      0.0000      0.0000   
       597: 2022-10-19  4:59:30.0000000    2.3964  54636.9627      0.0000      0.0000      0.0000   
       598: 2022-10-19  5: 0: 0.0000000    2.3962  60335.1607      0.0000      0.0000      0.0000   
       599: 2022-10-19  5: 0:30.0000000    2.3963  66033.3320      0.0000      0.0000      0.0000   
       600: 2022-10-19  5: 1: 0.0000000    2.3962  71730.7376      0.0000      0.0000      0.0000   
       601: 2022-10-19  5: 1:30.0000000    2.3961  77427.1623      0.0000      0.0000      0.0000   
       602: 2022-10-19  5: 2: 0.0000000    2.3960  83122.0762      0.0000      0.0000      0.0000   
       603: 2022-10-19  5: 2:30.0000000    2.3958  88816.8054      0.0000      0.0000      0.0000   
       604: 2022-10-19  5: 3: 0.0000000    2.3959  94510.7981      0.0000      0.0000      0.0000   
       605: 2022-10-19  5: 3:30.0000000    2.3958  100204.4104      0.0000      0.0000      0.0000   
       606: 2022-10-19  5: 4: 0.0000000    2.3959  105896.9330      0.0000      0.0000      0.0000   
       607: 2022-10-19  5: 4:30.0000000    2.3958  111588.8868      0.0000      0.0000      0.0000   
       608: 2022-10-19  5: 5: 0.0000000    2.3959  117280.4165      0.0000      0.0000      0.0000   
       609: 2022-10-19  5: 5:30.0000000    2.3958  122971.3548      0.0000      0.0000      0.0000   
       610: 2022-10-19  5: 6: 0.0000000    2.3958  128661.3116      0.0000      0.0000      0.0000   
       611: 2022-10-19  5: 6:30.0000000    2.3959  134349.0587      0.0000      0.0000      0.0000   
       612: 2022-10-19  5: 7: 0.0000000    2.3959  140035.0034      0.0000      0.0000      0.0000   
       613: 2022-10-19  5: 7:30.0000000    2.3961  145718.5869      0.0000      0.0000      0.0000   
       614: 2022-10-19  5: 8: 0.0000000    2.3962  151399.9243      0.0000      0.0000      0.0000   
       615: 2022-10-19  5: 8:30.0010000    2.3964  157079.1388      0.0000      0.0000      0.0000   
       616: 2022-10-19  5: 9: 0.0010000    2.3964  162755.7692      0.0000      0.0000      0.0000   
       617: 2022-10-19  5: 9:30.0010000    2.3965  168428.8275      0.0000      0.0000      0.0000   
       618: 2022-10-19  5:10: 0.0010000    2.3963  174098.8645      0.0000      0.0000      0.0000   
       619: 2022-10-19  5:10:30.0010000    2.3962  179767.0767      0.0000      0.0000      0.0000   
       620: 2022-10-19  5:11: 0.0010000    2.3961  185432.6497      0.0000      0.0000      0.0000   
       621: 2022-10-19  5:11:30.0010000    2.3960  191096.1238      0.0000      0.0000      0.0000   
       622: 2022-10-19  5:12: 0.0010000    2.3960  196757.8425      0.0000      0.0000      0.0000   
       623: 2022-10-19  5:12:30.0010000    2.3963  202416.6697      0.0000      0.0000      0.0000   
       624: 2022-10-19  5:13: 0.0010000    2.3963  208073.7534      0.0000      0.0000      0.0000   
       625: 2022-10-19  5:13:30.0010000    2.3961  213728.7375      0.0000      0.0000      0.0000   
       626: 2022-10-19  5:14: 0.0010000    2.3958  219382.0698      0.0000      0.0000      0.0000   
       627: 2022-10-19  5:14:30.0010000    2.3958  225033.2053      0.0000      0.0000      0.0000   
       628: 2022-10-19  5:15: 0.0010000    2.3957  230681.9924      0.0000      0.0000      0.0000   
       629: 2022-10-19  5:15:30.0010000    2.3956  236328.9696      0.0000      0.0000      0.0000   
       630: 2022-10-19  5:16: 0.0010000    2.3957  241973.3851      0.0000      0.0000      0.0000   
       631: 2022-10-19  5:16:30.0010000    2.3960  247615.3425      0.0000      0.0000      0.0000   
       632: 2022-10-19  5:17: 0.0010000    2.3960  253253.9938      0.0000      0.0000      0.0000   
       633: 2022-10-19  5:17:30.0010000    2.3961  258888.7351      0.0000      0.0000      0.0000   
       634: 2022-10-19  5:18: 0.0010000    2.3961  264519.3707      0.0000      0.0000      0.0000   
       635: 2022-10-19  5:18:30.0010000    2.3960  270146.5131      0.0000      0.0000      0.0000   
       636: 2022-10-19  5:19: 0.0010000    2.3959  275769.2781      0.0000      0.0000      0.0000   
       637: 2022-10-19  5:19:30.0010000    2.3959  281388.5021      0.0000      0.0000      0.0000   
       638: 2022-10-19  5:20: 0.0010000    2.3960  287004.9991      0.0000      0.0000      0.0000   
       639: 2022-10-19  5:20:30.0010000    2.3961  292618.8618      0.0000      0.0000      0.0000   
       640: 2022-10-19  5:21: 0.0010000    2.3961  298229.7360      0.0000      0.0000      0.0000   
       641: 2022-10-19  5:21:30.0010000    2.3962  303838.5286      0.0000      0.0000      0.0000   
       642: 2022-10-19  5:22: 0.0010000    2.3965  309444.2704      0.0000      0.0000      0.0000   
       643: 2022-10-19  5:22:30.0010000    2.3965  315045.8606      0.0000      0.0000      0.0000   
       644: 2022-10-19  5:23: 0.0010000    2.3967  320644.1063      0.0000      0.0000      0.0000   
       645: 2022-10-19  5:23:30.0010000    2.3969  326240.6959      0.0000      0.0000      0.0000   
       646: 2022-10-19  5:24: 0.0010000    2.3972  331835.6879      0.0000      0.0000      0.0000   
       647: 2022-10-19  5:24:30.0010000    2.3974  337429.4627      0.0000      0.0000      0.0000   
       648: 2022-10-19  5:25: 0.0010000    2.3977  343023.4496      0.0000      0.0000      0.0000   
       649: 2022-10-19  5:25:30.0010000    2.3980  348618.0560      0.0000      0.0000      0.0000   
       650: 2022-10-19  5:26: 0.0010000    2.3980  354213.8922      0.0000      0.0000      0.0000   
       651: 2022-10-19  5:26:30.0010000    2.3979  359810.5927      0.0000      0.0000      0.0000   
       652: 2022-10-19  5:27: 0.0010000    2.3979  365407.3850      0.0000      0.0000      0.0000   
       653: 2022-10-19  5:27:30.0010000    2.3981  371003.0179      0.0000      0.0000      0.0000   
       654: 2022-10-19  5:28: 0.0010000    2.3980  376597.7441      0.0000      0.0000      0.0000   
       655: 2022-10-19  5:28:30.0010000    2.3980  382192.9037      0.0000      0.0000      0.0000   
       656: 2022-10-19  5:29: 0.0010000    2.3983  387787.4369      0.0000      0.0000      0.0000   
       657: 2022-10-19  5:29:30.0010000    2.3986  393380.2323      0.0000      0.0000      0.0000   
       658: 2022-10-19  5:30: 0.0010000    2.3984  398971.6547      0.0000      0.0000      0.0000   
       659: 2022-10-19  5:30:30.0010000    2.3985  404562.8205      0.0000      0.0000      0.0000   
       660: 2022-10-19  5:31: 0.0010000    2.3985  410152.4143      0.0000      0.0000      0.0000   
       661: 2022-10-19  5:31:30.0010000    2.3985  415741.7132      0.0000      0.0000      0.0000   
       662: 2022-10-19  5:32: 0.0010000    2.3987  421329.3898      0.0000      0.0000      0.0000   
       663: 2022-10-19  5:32:30.0010000    2.3986  426915.3562      0.0000      0.0000      0.0000   
       664: 2022-10-19  5:33: 0.0010000    2.3989  432499.9645      0.0000      0.0000      0.0000   
       665: 2022-10-19  5:33:30.0010000    2.3991  438081.9370      0.0000      0.0000      0.0000   
       666: 2022-10-19  5:34: 0.0010000    2.3993  443661.1287      0.0000      0.0000      0.0000   
       667: 2022-10-19  5:34:30.0010000    2.3995  449237.1593      0.0000      0.0000      0.0000   
       668: 2022-10-19  5:35: 0.0020000    2.3996  454810.0507      0.0000      0.0000      0.0000   
       669: 2022-10-19  5:35:30.0020000    2.3997  460380.3404      0.0000      0.0000      0.0000   
       670: 2022-10-19  5:36: 0.0020000    2.3998  465947.0896      0.0000      0.0000      0.0000   
       671: 2022-10-19  5:36:30.0020000    2.3999  471509.3201      0.0000      0.0000      0.0000   
       672: 2022-10-19  5:37: 0.0020000    2.3999  477067.3280      0.0000      0.0000      0.0000   
       673: 2022-10-19  5:37:30.0020000    2.4000  482620.8574      0.0000      0.0000      0.0000   
       674: 2022-10-19  5:38: 0.0020000    2.4000  488169.7037      0.0000      0.0000      0.0000   
       675: 2022-10-19  5:38:30.0020000    2.4000  493714.1998      0.0000      0.0000      0.0000   
       676: 2022-10-19  5:39: 0.0020000    2.3999  499254.1064      0.0000      0.0000      0.0000   
       677: 2022-10-19  5:39:30.0020000    2.3997  504788.7382      0.0000      0.0000      0.0000   
       678: 2022-10-19  5:40: 0.0020000    2.3997  510320.2314      0.0000      0.0000      0.0000   
       679: 2022-10-19  5:40:30.0020000    2.3996  515847.7538      0.0000      0.0000      0.0000   
       680: 2022-10-19  5:41: 0.0020000    2.3994  521371.7498      0.0000      0.0000      0.0000   
       681: 2022-10-19  5:41:30.0020000    2.3995  526892.1120      0.0000      0.0000      0.0000   
       682: 2022-10-19  5:42: 0.0020000    2.3996  532408.4395      0.0000      0.0000      0.0000   
       683: 2022-10-19  5:42:30.0020000    2.3996  537921.2391      0.0000      0.0000      0.0000   
       684: 2022-10-19  5:43: 0.0020000    2.3995  543430.9580      0.0000      0.0000      0.0000   
       685: 2022-10-19  5:43:30.0020000    2.3994  548937.6580      0.0000      0.0000      0.0000   
       686: 2022-10-19  5:44: 0.0020000    2.3994  554441.5751      0.0000      0.0000      0.0000   
       687: 2022-10-19  5:44:30.0020000    2.3994  559942.0120      0.0000      0.0000      0.0000   
       688: 2022-10-19  5:45: 0.0020000    2.3993  565441.0467      0.0000      0.0000      0.0000   
       689: 2022-10-19  5:45:30.0020000    2.3993  570938.4849      0.0000      0.0000      0.0000   
       690: 2022-10-19  5:46: 0.0020000    2.3993  576433.6944      0.0000      0.0000      0.0000   
       691: 2022-10-19  5:46:30.0020000    2.3995  581928.0769      0.0000      0.0000      0.0000   
       692: 2022-10-19  5:47: 0.0020000    2.3997  587420.7877      0.0000      0.0000      0.0000   
       693: 2022-10-19  5:47:30.0020000    2.3997  592910.8925      0.0000      0.0000      0.0000   
       694: 2022-10-19  5:48: 0.0020000    2.3998  598399.2102      0.0000      0.0000      0.0000   
       695: 2022-10-19  5:48:30.0020000    2.3998  603883.9968      0.0000      0.0000      0.0000   
       696: 2022-10-19  5:49: 0.0020000    2.3998  609366.9112      0.0000      0.0000      0.0000   
       697: 2022-10-19  5:49:30.0020000    2.3997  614847.0667      0.0000      0.0000      0.0000   
       698: 2022-10-19  5:50: 0.0020000    2.3997  620323.1966      0.0000      0.0000      0.0000   
       699: 2022-10-19  5:50:30.0020000    2.3996  625795.8765      0.0000      0.0000      0.0000   
       700: 2022-10-19  5:51: 0.0020000    2.3995  631263.1629      0.0000      0.0000      0.0000   
       701: 2022-10-19  5:51:30.0020000    2.3992  636726.5462      0.0000      0.0000      0.0000   
       702: 2022-10-19  5:52: 0.0020000    2.3990  642186.8052      0.0000      0.0000      0.0000   
       703: 2022-10-19  5:52:30.0020000    2.3990  647643.6087      0.0000      0.0000      0.0000   
       704: 2022-10-19  5:53: 0.0020000    2.3992  653097.7588      0.0000      0.0000      0.0000   
       705: 2022-10-19  5:53:30.0020000    2.3993  658547.8231      0.0000      0.0000      0.0000   
       706: 2022-10-19  5:54: 0.0020000    2.3992  663995.3975      0.0000      0.0000      0.0000   
       707: 2022-10-19  5:54:30.0020000    2.3990  669440.2514      0.0000      0.0000      0.0000   
       708: 2022-10-19  5:55: 0.0020000    2.3991  674882.0519      0.0000      0.0000      0.0000   
       709: 2022-10-19  5:55:30.0020000    2.3991  680319.5156      0.0000      0.0000      0.0000   
       710: 2022-10-19  5:56: 0.0020000    2.3989  685754.2695      0.0000      0.0000      0.0000   
       711: 2022-10-19  5:56:30.0020000    2.3989  691184.8274      0.0000      0.0000      0.0000   
       712: 2022-10-19  5:57: 0.0020000    2.3986  696611.6185      0.0000      0.0000      0.0000   
       713: 2022-10-19  5:57:30.0020000    2.3986  702036.8215      0.0000      0.0000      0.0000   
       714: 2022-10-19  5:58: 0.0020000    2.3985  707461.7579      0.0000      0.0000      0.0000   
       715: 2022-10-19  5:58:30.0020000    2.3983  712888.3300      0.0000      0.0000      0.0000   
       716: 2022-10-19  5:59: 0.0020000    2.3982  718314.9682      0.0000      0.0000      0.0000   
       717: 2022-10-19  5:59:30.0020000    2.3982  723742.5040      0.0000      0.0000      0.0000   
       718: 2022-10-19  6: 0: 0.0020000    2.3982  729169.0926      0.0000      0.0000      0.0000   
       719: 2022-10-19  6: 0:30.0020000    2.3983  734594.7522      0.0000      0.0000      0.0000   
       720: 2022-10-19  6: 1: 0.0020000    2.3983  740020.5910      0.0000      0.0000      0.0000   
       721: 2022-10-19  6: 1:30.0020000    2.3984  745444.9624      0.0000      0.0000      0.0000   
       722: 2022-10-19  6: 2: 0.0020000    2.3985  750869.4189      0.0000      0.0000      0.0000   
       723: 2022-10-19  6: 2:30.0030000    2.3985  756293.7661      0.0000      0.0000      0.0000   
       724: 2022-10-19  6: 3: 0.0030000    2.3986  761718.6891      0.0000      0.0000      0.0000   
       725: 2022-10-19  6: 3:30.0030000    2.3986  767142.8584      0.0000      0.0000      0.0000   
       726: 2022-10-19  6: 4: 0.0030000    2.3986  772568.0151      0.0000      0.0000      0.0000   
       727: 2022-10-19  6: 4:30.0030000    2.3985  777993.6773      0.0000      0.0000      0.0000   
       728: 2022-10-19  6: 5: 0.0030000    2.3983  783417.6734      0.0000      0.0000      0.0000   
       729: 2022-10-19  6: 5:30.0030000    2.3982  788840.1713      0.0000      0.0000      0.0000   
       730: 2022-10-19  6: 6: 0.0030000    2.3981  794262.4577      0.0000      0.0000      0.0000   
       731: 2022-10-19  6: 6:30.0030000    2.3979  799685.2443      0.0000      0.0000      0.0000   
       732: 2022-10-19  6: 7: 0.0030000    2.3980  805108.5405      0.0000      0.0000      0.0000   
       733: 2022-10-19  6: 7:30.0030000    2.3982  810532.4063      0.0000      0.0000      0.0000   
       734: 2022-10-19  6: 8: 0.0030000    2.3984  815955.3071      0.0000      0.0000      0.0000   
       735: 2022-10-19  6: 8:30.0030000    2.3987  821378.5478      0.0000      0.0000      0.0000   
       736: 2022-10-19  6: 9: 0.0030000    2.3988  826802.4401      0.0000      0.0000      0.0000   
       737: 2022-10-19  6: 9:30.0030000    2.3990  832224.0071      0.0000      0.0000      0.0000   
       738: 2022-10-19  6:10: 0.0030000    2.3994  837644.0027      0.0000      0.0000      0.0000   
       739: 2022-10-19  6:10:30.0030000    2.3998  843061.2684      0.0000      0.0000      0.0000   
       740: 2022-10-19  6:11: 0.0030000    2.3999  848475.4084      0.0000      0.0000      0.0000   
       741: 2022-10-19  6:11:30.0030000    2.3999  853886.4619      0.0000      0.0000      0.0000   
       742: 2022-10-19  6:12: 0.0030000    2.3999  859294.0243      0.0000      0.0000      0.0000   
       743: 2022-10-19  6:12:30.0030000    2.3998  864697.9326      0.0000      0.0000      0.0000   
       744: 2022-10-19  6:13: 0.0030000    2.3997  870099.3982      0.0000      0.0000      0.0000   
       745: 2022-10-19  6:13:30.0030000    2.3997  875496.6520      0.0000      0.0000      0.0000   
       746: 2022-10-19  6:14: 0.0030000    2.3997  880889.8978      0.0000      0.0000      0.0000   
       747: 2022-10-19  6:14:30.0030000    2.3996  886278.6517      0.0000      0.0000      0.0000   
       748: 2022-10-19  6:15: 0.0030000    2.3996  891665.4736      0.0000      0.0000      0.0000   
       749: 2022-10-19  6:15:30.0030000    2.3995  897048.3918      0.0000      0.0000      0.0000   
       750: 2022-10-19  6:16: 0.0030000    2.3996  902428.7488      0.0000      0.0000      0.0000   
       751: 2022-10-19  6:16:30.0030000    2.3995  907805.0164      0.0000      0.0000      0.0000   
       752: 2022-10-19  6:17: 0.0030000    2.3995  913177.8808      0.0000      0.0000      0.0000   
       753: 2022-10-19  6:17:30.0030000    2.3994  918549.0769      0.0000      0.0000      0.0000   
       754: 2022-10-19  6:18: 0.0030000    2.3994  923916.6820      0.0000      0.0000      0.0000   
       755: 2022-10-19  6:18:30.0030000    2.3993  929278.5792      0.0000      0.0000      0.0000   
       756: 2022-10-19  6:19: 0.0030000    2.3993  934636.7312      0.0000      0.0000      0.0000   
       757: 2022-10-19  6:19:30.0030000    2.3992  939990.4284      0.0000      0.0000      0.0000   
       758: 2022-10-19  6:20: 0.0030000    2.3992  945339.0830      0.0000      0.0000      0.0000   
       759: 2022-10-19  6:20:30.0030000    2.3992  950683.2041      0.0000      0.0000      0.0000   
       760: 2022-10-19  6:21: 0.0030000    2.3993  956025.2193      0.0000      0.0000      0.0000   
       761: 2022-10-19  6:21:30.0030000    2.3994  961368.2373      0.0000      0.0000      0.0000   
       762: 2022-10-19  6:22: 0.0030000    2.3995  966707.9585      0.0000      0.0000      0.0000   
       763: 2022-10-19  6:22:30.0030000    2.3994  972043.3236      0.0000      0.0000      0.0000   
       764: 2022-10-19  6:23: 0.0030000    2.3995  977373.9652      0.0000      0.0000      0.0000   
       765: 2022-10-19  6:23:30.0030000    2.3994  982700.5273      0.0000      0.0000      0.0000   
       766: 2022-10-19  6:24: 0.0030000    2.3994  988025.8850      0.0000      0.0000      0.0000   
       767: 2022-10-19  6:24:30.0030000    2.3995  993348.7799      0.0000      0.0000      0.0000   
       768: 2022-10-19  6:25: 0.0030000    2.3994  998672.6553      0.0000      0.0000      0.0000   
       769: 2022-10-19  6:25:30.0030000    2.3995  1003997.8075      0.0000      0.0000      0.0000   
       770: 2022-10-19  6:26: 0.0030000    2.3995  1009324.0902      0.0000      0.0000      0.0000   
       771: 2022-10-19  6:26:30.0030000    2.3997  1014650.6624      0.0000      0.0000      0.0000   
       772: 2022-10-19  6:27: 0.0030000    2.3998  1019977.5726      0.0000      0.0000      0.0000   
       773: 2022-10-19  6:27:30.0030000    2.3998  1025304.5716      0.0000      0.0000      0.0000   
       774: 2022-10-19  6:28: 0.0030000    2.4000  1030627.9923      0.0000      0.0000      0.0000   
       775: 2022-10-19  6:28:30.0030000    2.4000  1035949.5149      0.0000      0.0000      0.0000   
       776: 2022-10-19  6:29: 0.0030000    2.4000  1041273.7643      0.0000      0.0000      0.0000   
       777: 2022-10-19  6:29:30.0030000    2.4001  1046598.1540      0.0000      0.0000      0.0000   
       778: 2022-10-19  6:30: 0.0030000    2.4000  1051924.1968      0.0000      0.0000      0.0000   
       779: 2022-10-19  6:30:30.0040000    2.3998  1057250.0888      0.0000      0.0000      0.0000   
       780: 2022-10-19  6:31: 0.0040000    2.3998  1062575.3685      0.0000      0.0000      0.0000   
       781: 2022-10-19  6:31:30.0040000    2.3998  1067899.2465      0.0000      0.0000      0.0000   
       782: 2022-10-19  6:32: 0.0040000    2.3998  1073222.2325      0.0000      0.0000      0.0000   
       783: 2022-10-19  6:32:30.0040000    2.3997  1078545.1758      0.0000      0.0000      0.0000   
       784: 2022-10-19  6:33: 0.0040000    2.3998  1083863.5911      0.0000      0.0000      0.0000   
       785: 2022-10-19  6:33:30.0040000    2.3999  1089179.1601      0.0000      0.0000      0.0000   
       786: 2022-10-19  6:34: 0.0040000    2.4000  1094492.8837      0.0000      0.0000      0.0000   
       787: 2022-10-19  6:34:30.0040000    2.4002  1099804.3011      0.0000      0.0000      0.0000   
       788: 2022-10-19  6:35: 0.0040000    2.4002  1105111.0676      0.0000      0.0000      0.0000   
       789: 2022-10-19  6:35:30.0040000    2.4002  1110413.7635      0.0000      0.0000      0.0000   
       790: 2022-10-19  6:36: 0.0040000    2.4003  1115712.3922      0.0000      0.0000      0.0000   
       791: 2022-10-19  6:36:30.0040000    2.4004  1121009.7086      0.0000      0.0000      0.0000   
       792: 2022-10-19  6:37: 0.0040000    2.4004  1126303.6451      0.0000      0.0000      0.0000   
       793: 2022-10-19  6:37:30.0040000    2.4005  1131595.5114      0.0000      0.0000      0.0000   
       794: 2022-10-19  6:38: 0.0040000    2.4003  1136886.2933      0.0000      0.0000      0.0000   
       795: 2022-10-19  6:38:30.0040000    2.4005  1142175.1995      0.0000      0.0000      0.0000   
       796: 2022-10-19  6:39: 0.0040000    2.4004  1147459.8696      0.0000      0.0000      0.0000   
       797: 2022-10-19  6:39:30.0040000    2.4005  1152741.0540      0.0000      0.0000      0.0000   
       798: 2022-10-19  6:40: 0.0040000    2.4007  1158020.2053      0.0000      0.0000      0.0000   
       799: 2022-10-19  6:40:30.0040000    2.4009  1163294.1683      0.0000      0.0000      0.0000   
       800: 2022-10-19  6:41: 0.0040000    2.4009  1168562.4349      0.0000      0.0000      0.0000   
       801: 2022-10-19  6:41:30.0040000    2.4010  1173826.8154      0.0000      0.0000      0.0000   
       802: 2022-10-19  6:42: 0.0040000    2.4010  1179089.6583      0.0000      0.0000      0.0000   
       803: 2022-10-19  6:42:30.0040000    2.4010  1184349.9504      0.0000      0.0000      0.0000   
       804: 2022-10-19  6:43: 0.0040000    2.4010  1189607.3564      0.0000      0.0000      0.0000   
       805: 2022-10-19  6:43:30.0040000    2.4009  1194858.9693      0.0000      0.0000      0.0000   
       806: 2022-10-19  6:44: 0.0040000    2.4009  1200103.6634      0.0000      0.0000      0.0000   
       807: 2022-10-19  6:44:30.0040000    2.4009  1205345.7226      0.0000      0.0000      0.0000   
       808: 2022-10-19  6:45: 0.0040000    2.4009  1210584.1091      0.0000      0.0000      0.0000   
       809: 2022-10-19  6:45:30.0040000    2.4009  1215816.5765      0.0000      0.0000      0.0000   
       810: 2022-10-19  6:46: 0.0040000    2.4009  1221046.7846      0.0000      0.0000      0.0000   
       811: 2022-10-19  6:46:30.0040000    2.4008  1226276.3749      0.0000      0.0000      0.0000   
       812: 2022-10-19  6:47: 0.0040000    2.4008  1231505.1575      0.0000      0.0000      0.0000   
       813: 2022-10-19  6:47:30.0040000    2.4008  1236730.5901      0.0000      0.0000      0.0000   
       814: 2022-10-19  6:48: 0.0040000    2.4008  1241954.7334      0.0000      0.0000      0.0000   
       815: 2022-10-19  6:48:30.0040000    2.4008  1247174.4536      0.0000      0.0000      0.0000   
       816: 2022-10-19  6:49: 0.0040000    2.4009  1252389.0774      0.0000      0.0000      0.0000   
       817: 2022-10-19  6:49:30.0040000    2.4009  1257600.1843      0.0000      0.0000      0.0000   
       818: 2022-10-19  6:50: 0.0040000    2.4009  1262806.8289      0.0000      0.0000      0.0000   
       819: 2022-10-19  6:50:30.0040000    2.4010  1268006.6688      0.0000      0.0000      0.0000   
       820: 2022-10-19  6:51: 0.0040000    2.4009  1273203.7566      0.0000      0.0000      0.0000   
       821: 2022-10-19  6:51:30.0040000    2.4009  1278396.6248      0.0000      0.0000      0.0000   
       822: 2022-10-19  6:52: 0.0040000    2.4008  1283582.7160      0.0000      0.0000      0.0000   
       823: 2022-10-19  6:52:30.0040000    2.4007  1288762.7157      0.0000      0.0000      0.0000   
       824: 2022-10-19  6:53: 0.0040000    2.4006  1293940.8008      0.0000      0.0000      0.0000   
       825: 2022-10-19  6:53:30.0040000    2.4004  1299114.8587      0.0000      0.0000      0.0000   
       826: 2022-10-19  6:54: 0.0040000    2.4003  1304281.8700      0.0000      0.0000      0.0000   
       827: 2022-10-19  6:54:30.0040000    2.4002  1309444.9952      0.0000      0.0000      0.0000   
       828: 2022-10-19  6:55: 0.0040000    2.4002  1314604.5786      0.0000      0.0000      0.0000   
       829: 2022-10-19  6:55:30.0040000    2.4001  1319759.8579      0.0000      0.0000      0.0000   
       830: 2022-10-19  6:56: 0.0040000    2.4000  1324910.0892      0.0000      0.0000      0.0000   
       831: 2022-10-19  6:56:30.0040000    2.3998  1330058.2035      0.0000      0.0000      0.0000   
       832: 2022-10-19  6:57: 0.0040000    2.3996  1335203.6199      0.0000      0.0000      0.0000   
       833: 2022-10-19  6:57:30.0040000    2.3993  1340346.0592      0.0000      0.0000      0.0000   
       834: 2022-10-19  6:58: 0.0040000    2.3992  1345488.5672      0.0000      0.0000      0.0000   
       835: 2022-10-19  6:58:30.0040000    2.3990  1350629.4145      0.0000      0.0000      0.0000   
       836: 2022-10-19  6:59: 0.0050000    2.3989  1355769.2415      0.0000      0.0000      0.0000   
       837: 2022-10-19  6:59:30.0050000    2.3988  1360905.4850      0.0000      0.0000      0.0000   
       838: 2022-10-19  7: 0: 0.0050000    2.3988  1366041.5113      0.0000      0.0000      0.0000   
       839: 2022-10-19  7: 0:30.0050000    2.3990  1371177.3451      0.0000      0.0000      0.0000   
       840: 2022-10-19  7: 1: 0.0050000    2.3990  1376311.4812      0.0000      0.0000      0.0000   
       841: 2022-10-19  7: 1:30.0050000    2.3991  1381443.8824      0.0000      0.0000      0.0000   
       842: 2022-10-19  7: 2: 0.0050000    2.3991  1386573.9719      0.0000      0.0000      0.0000   
       843: 2022-10-19  7: 2:30.0050000    2.3992  1391702.8326      0.0000      0.0000      0.0000   
       844: 2022-10-19  7: 3: 0.0050000    2.3991  1396827.5348      0.0000      0.0000      0.0000   
       845: 2022-10-19  7: 3:30.0050000    2.3991  1401949.9777      0.0000      0.0000      0.0000   
       846: 2022-10-19  7: 4: 0.0050000    2.3991  1407072.5450      0.0000      0.0000      0.0000   
       847: 2022-10-19  7: 4:30.0050000    2.3990  1412194.1173      0.0000      0.0000      0.0000   
