     epoch         Observation time         ZTD(m)    clk_G(m)    clk_C(m)    clk_R(m)    clk_E(m)
        90: 2022-10-21  0:45:59.9930000    2.4155  -1976878.2394      0.0000      0.0000      0.0000   
        91: 2022-10-21  0:46:29.9930000    2.4148  -1973343.2071      0.0000      0.0000      0.0000   
        92: 2022-10-21  0:46:59.9930000    2.4144  -1969801.9202      0.0000      0.0000      0.0000   
        93: 2022-10-21  0:47:29.9930000    2.4137  -1966269.7011      0.0000      0.0000      0.0000   
        94: 2022-10-21  0:47:59.9930000    2.4136  -1962734.7482      0.0000      0.0000      0.0000   
        95: 2022-10-21  0:48:29.9930000    2.4139  -1959191.5238      0.0000      0.0000      0.0000   
        96: 2022-10-21  0:48:59.9930000    2.4139  -1955640.9818      0.0000      0.0000      0.0000   
        97: 2022-10-21  0:49:29.9930000    2.4139  -1952090.3859      0.0000      0.0000      0.0000   
        98: 2022-10-21  0:49:59.9930000    2.4140  -1948545.6746      0.0000      0.0000      0.0000   
        99: 2022-10-21  0:50:29.9940000    2.4141  -1945005.9085      0.0000      0.0000      0.0000   
       100: 2022-10-21  0:50:59.9940000    2.4137  -1941465.0353      0.0000      0.0000      0.0000   
       101: 2022-10-21  0:51:29.9940000    2.4136  -1937934.2960      0.0000      0.0000      0.0000   
       102: 2022-10-21  0:51:59.9940000    2.4133  -1934399.3445      0.0000      0.0000      0.0000   
       103: 2022-10-21  0:52:29.9940000    2.4133  -1930857.8180      0.0000      0.0000      0.0000   
       104: 2022-10-21  0:52:59.9940000    2.4133  -1927312.3554      0.0000      0.0000      0.0000   
       105: 2022-10-21  0:53:29.9940000    2.4131  -1923767.7800      0.0000      0.0000      0.0000   
       106: 2022-10-21  0:53:59.9940000    2.4133  -1920221.0696      0.0000      0.0000      0.0000   
       107: 2022-10-21  0:54:29.9940000    2.4133  -1916670.2250      0.0000      0.0000      0.0000   
       108: 2022-10-21  0:54:59.9940000    2.4133  -1913117.7870      0.0000      0.0000      0.0000   
       109: 2022-10-21  0:55:29.9940000    2.4133  -1909559.0889      0.0000      0.0000      0.0000   
       110: 2022-10-21  0:55:59.9940000    2.4135  -1906000.0535      0.0000      0.0000      0.0000   
       111: 2022-10-21  0:56:29.9940000    2.4137  -1902441.6033      0.0000      0.0000      0.0000   
       112: 2022-10-21  0:56:59.9940000    2.4139  -1898881.8344      0.0000      0.0000      0.0000   
       113: 2022-10-21  0:57:29.9940000    2.4143  -1895320.2954      0.0000      0.0000      0.0000   
       114: 2022-10-21  0:57:59.9940000    2.4147  -1891756.9006      0.0000      0.0000      0.0000   
       115: 2022-10-21  0:58:29.9940000    2.4148  -1888194.1509      0.0000      0.0000      0.0000   
       116: 2022-10-21  0:58:59.9940000    2.4150  -1884629.8129      0.0000      0.0000      0.0000   
       117: 2022-10-21  0:59:29.9940000    2.4150  -1881057.9224      0.0000      0.0000      0.0000   
       118: 2022-10-21  0:59:59.9940000    2.4150  -1877491.8416      0.0000      0.0000      0.0000   
       119: 2022-10-21  1: 0:29.9940000    2.4149  -1873929.3422      0.0000      0.0000      0.0000   
       120: 2022-10-21  1: 0:59.9940000    2.4150  -1870354.4560      0.0000      0.0000      0.0000   
       121: 2022-10-21  1: 1:29.9940000    2.4152  -1866777.0455      0.0000      0.0000      0.0000   
       122: 2022-10-21  1: 1:59.9940000    2.4153  -1863196.0126      0.0000      0.0000      0.0000   
       123: 2022-10-21  1: 2:29.9940000    2.4152  -1859611.1310      0.0000      0.0000      0.0000   
       124: 2022-10-21  1: 2:59.9940000    2.4152  -1856026.7351      0.0000      0.0000      0.0000   
       125: 2022-10-21  1: 3:29.9940000    2.4152  -1852440.7918      0.0000      0.0000      0.0000   
       126: 2022-10-21  1: 3:59.9940000    2.4152  -1848848.4141      0.0000      0.0000      0.0000   
       127: 2022-10-21  1: 4:29.9940000    2.4153  -1845254.7218      0.0000      0.0000      0.0000   
       128: 2022-10-21  1: 4:59.9940000    2.4152  -1841655.6805      0.0000      0.0000      0.0000   
       129: 2022-10-21  1: 5:29.9940000    2.4153  -1838053.0669      0.0000      0.0000      0.0000   
       130: 2022-10-21  1: 5:59.9940000    2.4154  -1834446.5949      0.0000      0.0000      0.0000   
       131: 2022-10-21  1: 6:29.9940000    2.4154  -1830841.4595      0.0000      0.0000      0.0000   
       132: 2022-10-21  1: 6:59.9940000    2.4153  -1827235.3568      0.0000      0.0000      0.0000   
       133: 2022-10-21  1: 7:29.9940000    2.4152  -1823635.1694      0.0000      0.0000      0.0000   
       134: 2022-10-21  1: 7:59.9940000    2.4153  -1820033.8490      0.0000      0.0000      0.0000   
       135: 2022-10-21  1: 8:29.9940000    2.4153  -1816426.3183      0.0000      0.0000      0.0000   
       136: 2022-10-21  1: 8:59.9940000    2.4153  -1812811.5040      0.0000      0.0000      0.0000   
       137: 2022-10-21  1: 9:29.9940000    2.4154  -1809194.4947      0.0000      0.0000      0.0000   
       138: 2022-10-21  1: 9:59.9940000    2.4154  -1805582.1917      0.0000      0.0000      0.0000   
       139: 2022-10-21  1:10:29.9940000    2.4154  -1801969.2208      0.0000      0.0000      0.0000   
       140: 2022-10-21  1:10:59.9940000    2.4155  -1798349.2338      0.0000      0.0000      0.0000   
       141: 2022-10-21  1:11:29.9940000    2.4157  -1794726.5881      0.0000      0.0000      0.0000   
       142: 2022-10-21  1:11:59.9940000    2.4158  -1791093.7696      0.0000      0.0000      0.0000   
       143: 2022-10-21  1:12:29.9940000    2.4159  -1787453.2684      0.0000      0.0000      0.0000   
       144: 2022-10-21  1:12:59.9940000    2.4162  -1783802.3224      0.0000      0.0000      0.0000   
       145: 2022-10-21  1:13:29.9940000    2.4165  -1780146.0067      0.0000      0.0000      0.0000   
       146: 2022-10-21  1:13:59.9940000    2.4167  -1776491.0637      0.0000      0.0000      0.0000   
       147: 2022-10-21  1:14:29.9940000    2.4169  -1772834.6223      0.0000      0.0000      0.0000   
       148: 2022-10-21  1:14:59.9940000    2.4169  -1769173.3345      0.0000      0.0000      0.0000   
       149: 2022-10-21  1:15:29.9940000    2.4170  -1765508.2044      0.0000      0.0000      0.0000   
       150: 2022-10-21  1:15:59.9940000    2.4173  -1761841.7409      0.0000      0.0000      0.0000   
       151: 2022-10-21  1:16:29.9940000    2.4175  -1758172.1160      0.0000      0.0000      0.0000   
       152: 2022-10-21  1:16:59.9940000    2.4174  -1754498.8399      0.0000      0.0000      0.0000   
       153: 2022-10-21  1:17:29.9940000    2.4174  -1750817.6890      0.0000      0.0000      0.0000   
       154: 2022-10-21  1:17:59.9940000    2.4174  -1747133.5943      0.0000      0.0000      0.0000   
       155: 2022-10-21  1:18:29.9940000    2.4176  -1743446.2878      0.0000      0.0000      0.0000   
       156: 2022-10-21  1:18:59.9940000    2.4177  -1739752.6322      0.0000      0.0000      0.0000   
       157: 2022-10-21  1:19:29.9940000    2.4179  -1736059.1897      0.0000      0.0000      0.0000   
       158: 2022-10-21  1:19:59.9940000    2.4181  -1732366.2864      0.0000      0.0000      0.0000   
       159: 2022-10-21  1:20:29.9940000    2.4182  -1728667.3716      0.0000      0.0000      0.0000   
       160: 2022-10-21  1:20:59.9940000    2.4183  -1724956.7224      0.0000      0.0000      0.0000   
       161: 2022-10-21  1:21:29.9940000    2.4183  -1721240.8683      0.0000      0.0000      0.0000   
       162: 2022-10-21  1:21:59.9940000    2.4181  -1717517.7497      0.0000      0.0000      0.0000   
       163: 2022-10-21  1:22:29.9940000    2.4180  -1713793.6550      0.0000      0.0000      0.0000   
       164: 2022-10-21  1:22:59.9940000    2.4179  -1710069.7692      0.0000      0.0000      0.0000   
       165: 2022-10-21  1:23:29.9940000    2.4179  -1706335.3700      0.0000      0.0000      0.0000   
       166: 2022-10-21  1:23:59.9940000    2.4180  -1702594.8668      0.0000      0.0000      0.0000   
       167: 2022-10-21  1:24:29.9940000    2.4181  -1698847.2394      0.0000      0.0000      0.0000   
       168: 2022-10-21  1:24:59.9940000    2.4184  -1695099.7628      0.0000      0.0000      0.0000   
       169: 2022-10-21  1:25:29.9940000    2.4187  -1691339.6105      0.0000      0.0000      0.0000   
       170: 2022-10-21  1:25:59.9940000    2.4188  -1687567.4492      0.0000      0.0000      0.0000   
       171: 2022-10-21  1:26:29.9940000    2.4190  -1683784.2782      0.0000      0.0000      0.0000   
       172: 2022-10-21  1:26:59.9940000    2.4191  -1679999.4588      0.0000      0.0000      0.0000   
       173: 2022-10-21  1:27:29.9940000    2.4191  -1676208.6178      0.0000      0.0000      0.0000   
       174: 2022-10-21  1:27:59.9940000    2.4191  -1672410.0141      0.0000      0.0000      0.0000   
       175: 2022-10-21  1:28:29.9940000    2.4189  -1668602.1233      0.0000      0.0000      0.0000   
       176: 2022-10-21  1:28:59.9940000    2.4189  -1664800.3892      0.0000      0.0000      0.0000   
       177: 2022-10-21  1:29:29.9940000    2.4190  -1660987.6350      0.0000      0.0000      0.0000   
       178: 2022-10-21  1:29:59.9940000    2.4190  -1657172.5816      0.0000      0.0000      0.0000   
       179: 2022-10-21  1:30:29.9940000    2.4190  -1653349.8378      0.0000      0.0000      0.0000   
       180: 2022-10-21  1:30:59.9940000    2.4191  -1649528.2630      0.0000      0.0000      0.0000   
       181: 2022-10-21  1:31:29.9950000    2.4192  -1645706.5902      0.0000      0.0000      0.0000   
       182: 2022-10-21  1:31:59.9950000    2.4192  -1641873.2151      0.0000      0.0000      0.0000   
       183: 2022-10-21  1:32:29.9950000    2.4190  -1638025.6919      0.0000      0.0000      0.0000   
       184: 2022-10-21  1:32:59.9950000    2.4188  -1634173.0744      0.0000      0.0000      0.0000   
       185: 2022-10-21  1:33:29.9950000    2.4187  -1630312.5466      0.0000      0.0000      0.0000   
       186: 2022-10-21  1:33:59.9950000    2.4183  -1626449.3226      0.0000      0.0000      0.0000   
       187: 2022-10-21  1:34:29.9950000    2.4182  -1622589.8361      0.0000      0.0000      0.0000   
       188: 2022-10-21  1:34:59.9950000    2.4179  -1618718.0001      0.0000      0.0000      0.0000   
       189: 2022-10-21  1:35:29.9950000    2.4177  -1614839.1479      0.0000      0.0000      0.0000   
       190: 2022-10-21  1:35:59.9950000    2.4174  -1610961.9247      0.0000      0.0000      0.0000   
       191: 2022-10-21  1:36:29.9950000    2.4174  -1607084.3946      0.0000      0.0000      0.0000   
       192: 2022-10-21  1:36:59.9950000    2.4174  -1603201.5840      0.0000      0.0000      0.0000   
       193: 2022-10-21  1:37:29.9950000    2.4174  -1599318.9869      0.0000      0.0000      0.0000   
       194: 2022-10-21  1:37:59.9950000    2.4175  -1595424.7920      0.0000      0.0000      0.0000   
       195: 2022-10-21  1:38:29.9950000    2.4175  -1591518.9595      0.0000      0.0000      0.0000   
       196: 2022-10-21  1:38:59.9950000    2.4174  -1587606.3278      0.0000      0.0000      0.0000   
       197: 2022-10-21  1:39:29.9950000    2.4174  -1583692.6964      0.0000      0.0000      0.0000   
       198: 2022-10-21  1:39:59.9950000    2.4172  -1579770.7670      0.0000      0.0000      0.0000   
       199: 2022-10-21  1:40:29.9950000    2.4174  -1575853.5659      0.0000      0.0000      0.0000   
       200: 2022-10-21  1:40:59.9950000    2.4174  -1571928.8749      0.0000      0.0000      0.0000   
       201: 2022-10-21  1:41:29.9950000    2.4174  -1568000.3047      0.0000      0.0000      0.0000   
       202: 2022-10-21  1:41:59.9950000    2.4173  -1564066.5547      0.0000      0.0000      0.0000   
       203: 2022-10-21  1:42:29.9950000    2.4172  -1560125.1207      0.0000      0.0000      0.0000   
       204: 2022-10-21  1:42:59.9950000    2.4173  -1556186.4671      0.0000      0.0000      0.0000   
       205: 2022-10-21  1:43:29.9950000    2.4173  -1552239.2829      0.0000      0.0000      0.0000   
       206: 2022-10-21  1:43:59.9950000    2.4173  -1548280.1280      0.0000      0.0000      0.0000   
       207: 2022-10-21  1:44:29.9950000    2.4174  -1544326.6380      0.0000      0.0000      0.0000   
       208: 2022-10-21  1:44:59.9950000    2.4174  -1540363.6127      0.0000      0.0000      0.0000   
       209: 2022-10-21  1:45:29.9950000    2.4175  -1536397.2355      0.0000      0.0000      0.0000   
       210: 2022-10-21  1:45:59.9950000    2.4176  -1532424.7310      0.0000      0.0000      0.0000   
       211: 2022-10-21  1:46:29.9950000    2.4178  -1528439.5273      0.0000      0.0000      0.0000   
       212: 2022-10-21  1:46:59.9950000    2.4178  -1524452.2628      0.0000      0.0000      0.0000   
       213: 2022-10-21  1:47:29.9950000    2.4179  -1520453.5567      0.0000      0.0000      0.0000   
       214: 2022-10-21  1:47:59.9950000    2.4180  -1516450.2023      0.0000      0.0000      0.0000   
       215: 2022-10-21  1:48:29.9950000    2.4180  -1512438.3372      0.0000      0.0000      0.0000   
       216: 2022-10-21  1:48:59.9950000    2.4180  -1508428.1428      0.0000      0.0000      0.0000   
       217: 2022-10-21  1:49:29.9950000    2.4181  -1504407.4316      0.0000      0.0000      0.0000   
       218: 2022-10-21  1:49:59.9950000    2.4181  -1500384.3459      0.0000      0.0000      0.0000   
       219: 2022-10-21  1:50:29.9950000    2.4182  -1496361.3711      0.0000      0.0000      0.0000   
       220: 2022-10-21  1:50:59.9950000    2.4184  -1492330.6829      0.0000      0.0000      0.0000   
       221: 2022-10-21  1:51:29.9950000    2.4185  -1488294.5312      0.0000      0.0000      0.0000   
       222: 2022-10-21  1:51:59.9950000    2.4186  -1484258.3001      0.0000      0.0000      0.0000   
       223: 2022-10-21  1:52:29.9950000    2.4185  -1480207.2781      0.0000      0.0000      0.0000   
       224: 2022-10-21  1:52:59.9950000    2.4185  -1476149.3867      0.0000      0.0000      0.0000   
       225: 2022-10-21  1:53:29.9950000    2.4185  -1472087.6137      0.0000      0.0000      0.0000   
       226: 2022-10-21  1:53:59.9950000    2.4186  -1468029.1794      0.0000      0.0000      0.0000   
       227: 2022-10-21  1:54:29.9950000    2.4186  -1463959.4245      0.0000      0.0000      0.0000   
       228: 2022-10-21  1:54:59.9950000    2.4186  -1459877.1387      0.0000      0.0000      0.0000   
       229: 2022-10-21  1:55:29.9950000    2.4187  -1455791.3486      0.0000      0.0000      0.0000   
       230: 2022-10-21  1:55:59.9950000    2.4186  -1451700.0615      0.0000      0.0000      0.0000   
       231: 2022-10-21  1:56:29.9950000    2.4187  -1447610.6634      0.0000      0.0000      0.0000   
       232: 2022-10-21  1:56:59.9950000    2.4186  -1443510.5238      0.0000      0.0000      0.0000   
       233: 2022-10-21  1:57:29.9950000    2.4186  -1439407.8484      0.0000      0.0000      0.0000   
       234: 2022-10-21  1:57:59.9950000    2.4187  -1435301.8926      0.0000      0.0000      0.0000   
       235: 2022-10-21  1:58:29.9950000    2.4186  -1431193.2481      0.0000      0.0000      0.0000   
       236: 2022-10-21  1:58:59.9950000    2.4185  -1427078.8748      0.0000      0.0000      0.0000   
       237: 2022-10-21  1:59:29.9950000    2.4186  -1422951.4093      0.0000      0.0000      0.0000   
       238: 2022-10-21  1:59:59.9950000    2.4186  -1418818.8225      0.0000      0.0000      0.0000   
       239: 2022-10-21  2: 0:29.9950000    2.4187  -1414685.4882      0.0000      0.0000      0.0000   
       240: 2022-10-21  2: 1:29.9950000    2.4188  -1406419.5066      0.0000      0.0000      0.0000   
       241: 2022-10-21  2: 1:59.9950000    2.4188  -1402276.4973      0.0000      0.0000      0.0000   
       242: 2022-10-21  2: 2:29.9950000    2.4187  -1398128.2526      0.0000      0.0000      0.0000   
       243: 2022-10-21  2: 2:59.9950000    2.4188  -1393970.4800      0.0000      0.0000      0.0000   
       244: 2022-10-21  2: 3:29.9950000    2.4190  -1389808.9060      0.0000      0.0000      0.0000   
       245: 2022-10-21  2: 3:59.9950000    2.4190  -1385639.9555      0.0000      0.0000      0.0000   
       246: 2022-10-21  2: 4:29.9950000    2.4191  -1381473.9869      0.0000      0.0000      0.0000   
       247: 2022-10-21  2: 4:59.9950000    2.4193  -1377297.4614      0.0000      0.0000      0.0000   
       248: 2022-10-21  2: 5:29.9950000    2.4196  -1373108.9791      0.0000      0.0000      0.0000   
       249: 2022-10-21  2: 5:59.9950000    2.4197  -1368918.0860      0.0000      0.0000      0.0000   
       250: 2022-10-21  2: 6:29.9950000    2.4198  -1364722.9682      0.0000      0.0000      0.0000   
       251: 2022-10-21  2: 6:59.9950000    2.4200  -1360528.1244      0.0000      0.0000      0.0000   
       252: 2022-10-21  2: 7:29.9950000    2.4201  -1356326.9402      0.0000      0.0000      0.0000   
       253: 2022-10-21  2: 7:59.9950000    2.4203  -1352116.5957      0.0000      0.0000      0.0000   
       254: 2022-10-21  2: 8:29.9950000    2.4203  -1347897.1251      0.0000      0.0000      0.0000   
       255: 2022-10-21  2: 8:59.9960000    2.4204  -1343673.1322      0.0000      0.0000      0.0000   
       256: 2022-10-21  2: 9:29.9960000    2.4207  -1339443.2559      0.0000      0.0000      0.0000   
       257: 2022-10-21  2: 9:59.9960000    2.4207  -1335203.2274      0.0000      0.0000      0.0000   
       258: 2022-10-21  2:10:29.9960000    2.4207  -1330961.6309      0.0000      0.0000      0.0000   
       259: 2022-10-21  2:10:59.9960000    2.4208  -1326725.3838      0.0000      0.0000      0.0000   
       260: 2022-10-21  2:11:29.9960000    2.4209  -1322477.1621      0.0000      0.0000      0.0000   
       261: 2022-10-21  2:11:59.9960000    2.4209  -1318217.0263      0.0000      0.0000      0.0000   
       262: 2022-10-21  2:12:29.9960000    2.4209  -1313945.7906      0.0000      0.0000      0.0000   
       263: 2022-10-21  2:12:59.9960000    2.4210  -1309668.5508      0.0000      0.0000      0.0000   
       264: 2022-10-21  2:13:29.9960000    2.4210  -1305390.2578      0.0000      0.0000      0.0000   
       265: 2022-10-21  2:13:59.9960000    2.4210  -1301112.0759      0.0000      0.0000      0.0000   
       266: 2022-10-21  2:14:29.9960000    2.4210  -1296828.1331      0.0000      0.0000      0.0000   
       267: 2022-10-21  2:14:59.9960000    2.4210  -1292533.9501      0.0000      0.0000      0.0000   
       268: 2022-10-21  2:15:29.9960000    2.4209  -1288232.1655      0.0000      0.0000      0.0000   
       269: 2022-10-21  2:15:59.9960000    2.4208  -1283926.7008      0.0000      0.0000      0.0000   
       270: 2022-10-21  2:16:29.9960000    2.4208  -1279618.8919      0.0000      0.0000      0.0000   
       271: 2022-10-21  2:16:59.9960000    2.4208  -1275305.5545      0.0000      0.0000      0.0000   
       272: 2022-10-21  2:17:29.9960000    2.4207  -1270990.6366      0.0000      0.0000      0.0000   
       273: 2022-10-21  2:17:59.9960000    2.4207  -1266670.1133      0.0000      0.0000      0.0000   
       274: 2022-10-21  2:18:29.9960000    2.4208  -1262341.7051      0.0000      0.0000      0.0000   
       275: 2022-10-21  2:18:59.9960000    2.4208  -1258001.8054      0.0000      0.0000      0.0000   
