     epoch             Observation time    num_of_sats         spp_x(m)         spp_y(m)         spp_z(m)         ppp_x(m)         ppp_y(m)         ppp_z(m)       sigam_x(m)       sigam_y(m)       sigam_z(m)
        22: 2022-10-20  0:12: 0.0120000              8      969180.4620     5628261.7233     2830348.0572      969180.0031     5628262.4167     2830347.8041       0.13866903       0.04975825       0.05613959 
        23: 2022-10-20  0:12:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969179.9909     5628262.4355     2830347.8336       0.12914312       0.04621280       0.05206855 
        24: 2022-10-20  0:13: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.0594     5628262.4445     2830347.8693       0.12056219       0.04297485       0.04835890 
        25: 2022-10-20  0:13:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.1509     5628262.4641     2830347.9123       0.11281525       0.04002039       0.04498120 
        26: 2022-10-20  0:14: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.1613     5628262.4913     2830347.9441       0.10580541       0.03732834       0.04190904 
        27: 2022-10-20  0:14:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.2554     5628262.5031     2830347.9811       0.09944726       0.03487846       0.03911710 
        28: 2022-10-20  0:15: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.3208     5628262.5188     2830348.0072       0.09366534       0.03265071       0.03658067 
        29: 2022-10-20  0:15:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.3482     5628262.5044     2830348.0198       0.08839322       0.03062542       0.03427584 
        30: 2022-10-20  0:16: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.3706     5628262.5113     2830348.0334       0.08357259       0.02878362       0.03217988 
        31: 2022-10-20  0:16:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.3696     5628262.5150     2830348.0340       0.07915247       0.02710735       0.03027155 
        32: 2022-10-20  0:17: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.4009     5628262.5339     2830348.0515       0.07508844       0.02557990       0.02853133 
        33: 2022-10-20  0:17:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.4886     5628262.5477     2830348.0798       0.07134179       0.02418597       0.02694149 
        34: 2022-10-20  0:18: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6087     5628262.5631     2830348.1210       0.06787886       0.02291169       0.02548608 
        35: 2022-10-20  0:18:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6609     5628262.5723     2830348.1462       0.06467030       0.02174457       0.02415089 
        36: 2022-10-20  0:19: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6751     5628262.5752     2830348.1582       0.06169053       0.02067346       0.02292326 
        37: 2022-10-20  0:19:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6754     5628262.5624     2830348.1541       0.05891718       0.01968846       0.02179201 
        38: 2022-10-20  0:20: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6528     5628262.5582     2830348.1490       0.05633066       0.01878075       0.02074726 
        39: 2022-10-20  0:20:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6760     5628262.5507     2830348.1494       0.05391373       0.01794255       0.01978029 
        40: 2022-10-20  0:21: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.6904     5628262.5534     2830348.1526       0.05165120       0.01716695       0.01888341 
        41: 2022-10-20  0:21:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.7127     5628262.5512     2830348.1618       0.04952964       0.01644783       0.01804982 
        42: 2022-10-20  0:22: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.7088     5628262.5511     2830348.1623       0.04753712       0.01577979       0.01727352 
        43: 2022-10-20  0:22:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.7391     5628262.5542     2830348.1739       0.04566305       0.01515803       0.01654921 
        44: 2022-10-20  0:23: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.7595     5628262.5523     2830348.1776       0.04389793       0.01457828       0.01587217 
        45: 2022-10-20  0:23:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.7762     5628262.5488     2830348.1798       0.04223328       0.01403675       0.01523822 
        46: 2022-10-20  0:24: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.7884     5628262.5506     2830348.1848       0.04066146       0.01353007       0.01464363 
        47: 2022-10-20  0:24:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8060     5628262.5505     2830348.1897       0.03917561       0.01305522       0.01408509 
        48: 2022-10-20  0:25: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8081     5628262.5493     2830348.1905       0.03776949       0.01260952       0.01355962 
        49: 2022-10-20  0:25:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8116     5628262.5513     2830348.1905       0.03643749       0.01219053       0.01306456 
        50: 2022-10-20  0:26: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8112     5628262.5512     2830348.1903       0.03517448       0.01179611       0.01259753 
        51: 2022-10-20  0:26:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8077     5628262.5474     2830348.1874       0.03397579       0.01142430       0.01215637 
        52: 2022-10-20  0:27: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8026     5628262.5421     2830348.1794       0.03283717       0.01107333       0.01173913 
        53: 2022-10-20  0:27:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8155     5628262.5441     2830348.1831       0.03175472       0.01074163       0.01134407 
        54: 2022-10-20  0:28: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8354     5628262.5475     2830348.1915       0.03072487       0.01042775       0.01096959 
        55: 2022-10-20  0:28:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8546     5628262.5444     2830348.1920       0.02974432       0.01013040       0.01061424 
        56: 2022-10-20  0:29: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8512     5628262.5416     2830348.1908       0.02881005       0.00984838       0.01027671 
        57: 2022-10-20  0:29:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8640     5628262.5393     2830348.1922       0.02791928       0.00958062       0.00995580 
        58: 2022-10-20  0:30: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8727     5628262.5381     2830348.1917       0.02706941       0.00932615       0.00965041 
        59: 2022-10-20  0:30:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8769     5628262.5352     2830348.1927       0.02625807       0.00908405       0.00935954 
        60: 2022-10-20  0:31: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.8962     5628262.5348     2830348.1996       0.02548303       0.00885351       0.00908226 
        61: 2022-10-20  0:31:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.9048     5628262.5338     2830348.2009       0.02474225       0.00863378       0.00881773 
        62: 2022-10-20  0:32: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.9169     5628262.5335     2830348.2051       0.02403379       0.00842416       0.00856517 
        63: 2022-10-20  0:32:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.9250     5628262.5332     2830348.2066       0.02335589       0.00822402       0.00832386 
        64: 2022-10-20  0:33: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.9325     5628262.5306     2830348.2085       0.02270689       0.00803277       0.00809313 
        65: 2022-10-20  0:33:30.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.9241     5628262.5291     2830348.2078       0.02208522       0.00784988       0.00787238 
        66: 2022-10-20  0:34: 0.0130000              8      969180.4620     5628261.7233     2830348.0572      969180.9157     5628262.5312     2830348.2077       0.02148945       0.00767484       0.00766103 
        67: 2022-10-20  0:34:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9189     5628262.5313     2830348.2080       0.02091821       0.00750720       0.00745855 
        68: 2022-10-20  0:34:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9183     5628262.5319     2830348.2064       0.02037023       0.00734652       0.00726445 
        69: 2022-10-20  0:35:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9192     5628262.5307     2830348.2067       0.01984432       0.00719241       0.00707829 
        70: 2022-10-20  0:35:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9231     5628262.5305     2830348.2070       0.01933937       0.00704450       0.00689962 
        71: 2022-10-20  0:36:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9238     5628262.5286     2830348.2061       0.01885432       0.00690246       0.00672806 
        72: 2022-10-20  0:36:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9337     5628262.5279     2830348.2076       0.01838819       0.00676595       0.00656324 
        73: 2022-10-20  0:37:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9444     5628262.5286     2830348.2092       0.01794004       0.00663469       0.00640480 
        74: 2022-10-20  0:37:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9443     5628262.5304     2830348.2097       0.01750900       0.00650840       0.00625243 
        75: 2022-10-20  0:38:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9438     5628262.5304     2830348.2117       0.01709424       0.00638682       0.00610582 
        76: 2022-10-20  0:38:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9448     5628262.5305     2830348.2132       0.01669500       0.00626970       0.00596469 
        77: 2022-10-20  0:39:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9333     5628262.5311     2830348.2116       0.01631052       0.00615683       0.00582877 
        78: 2022-10-20  0:39:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9338     5628262.5323     2830348.2114       0.01594013       0.00604799       0.00569780 
        79: 2022-10-20  0:40:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9324     5628262.5318     2830348.2104       0.01558316       0.00594297       0.00557156 
        80: 2022-10-20  0:40:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9308     5628262.5296     2830348.2082       0.01523899       0.00584161       0.00544982 
        81: 2022-10-20  0:41:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9310     5628262.5296     2830348.2076       0.01490705       0.00574371       0.00533237 
        82: 2022-10-20  0:41:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9324     5628262.5298     2830348.2091       0.01458677       0.00564911       0.00521902 
        83: 2022-10-20  0:42:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9330     5628262.5307     2830348.2110       0.01427763       0.00555767       0.00510957 
        84: 2022-10-20  0:42:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9322     5628262.5291     2830348.2105       0.01397913       0.00546923       0.00500385 
        85: 2022-10-20  0:43:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9331     5628262.5294     2830348.2111       0.01369080       0.00538365       0.00490170 
        86: 2022-10-20  0:43:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9333     5628262.5295     2830348.2100       0.01341220       0.00530081       0.00480296 
        87: 2022-10-20  0:44:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9341     5628262.5313     2830348.2112       0.01314290       0.00522059       0.00470748 
        88: 2022-10-20  0:44:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9331     5628262.5326     2830348.2122       0.01288249       0.00514286       0.00461512 
        89: 2022-10-20  0:45:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9328     5628262.5323     2830348.2129       0.01263060       0.00506753       0.00452575 
        90: 2022-10-20  0:45:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9302     5628262.5324     2830348.2122       0.01238686       0.00499447       0.00443923 
        91: 2022-10-20  0:46:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9299     5628262.5327     2830348.2134       0.01215093       0.00492361       0.00435546 
        92: 2022-10-20  0:46:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9257     5628262.5312     2830348.2118       0.01192247       0.00485484       0.00427431 
        93: 2022-10-20  0:47:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9275     5628262.5297     2830348.2115       0.01170118       0.00478807       0.00419567 
        94: 2022-10-20  0:47:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9287     5628262.5306     2830348.2129       0.01148676       0.00472323       0.00411946 
        95: 2022-10-20  0:48:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9278     5628262.5308     2830348.2134       0.01127893       0.00466023       0.00404556 
        96: 2022-10-20  0:48:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9283     5628262.5306     2830348.2141       0.01107741       0.00459900       0.00397389 
        97: 2022-10-20  0:49:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9324     5628262.5294     2830348.2142       0.01088196       0.00453947       0.00390435 
        98: 2022-10-20  0:49:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9347     5628262.5287     2830348.2144       0.01069233       0.00448157       0.00383687 
        99: 2022-10-20  0:50:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9367     5628262.5286     2830348.2148       0.01050828       0.00442523       0.00377136 
       100: 2022-10-20  0:50:59.9920000              7      969180.4620     5628261.7233     2830348.0572      969180.9391     5628262.5292     2830348.2167       0.01032967       0.00437919       0.00371437 
       101: 2022-10-20  0:51:29.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9432     5628262.5302     2830348.2184       0.01015617       0.00433423       0.00365879 
       102: 2022-10-20  0:51:59.9920000              8      969180.4620     5628261.7233     2830348.0572      969180.9456     5628262.5298     2830348.2193       0.00998759       0.00429028       0.00360455 
       103: 2022-10-20  0:52:29.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9450     5628262.5294     2830348.2191       0.00982375       0.00424730       0.00355162 
       104: 2022-10-20  0:52:59.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9409     5628262.5303     2830348.2186       0.00966448       0.00420524       0.00349993 
       105: 2022-10-20  0:53:29.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9426     5628262.5313     2830348.2195       0.00950961       0.00416405       0.00344945 
       106: 2022-10-20  0:53:59.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9405     5628262.5319     2830348.2199       0.00935898       0.00412369       0.00340012 
       107: 2022-10-20  0:54:29.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9413     5628262.5317     2830348.2202       0.00921244       0.00408411       0.00335190 
       108: 2022-10-20  0:54:59.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9455     5628262.5314     2830348.2214       0.00906983       0.00404528       0.00330476 
       109: 2022-10-20  0:55:29.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9482     5628262.5318     2830348.2227       0.00893101       0.00400716       0.00325865 
       110: 2022-10-20  0:55:59.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9486     5628262.5330     2830348.2242       0.00879585       0.00396971       0.00321355 
       111: 2022-10-20  0:56:29.9930000              8      969180.4620     5628261.7233     2830348.0572      969180.9482     5628262.5338     2830348.2241       0.00866421       0.00393292       0.00316941 
       112: 2022-10-20  0:56:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9487     5628262.5338     2830348.2236       0.00853599       0.00389699       0.00312645 
       113: 2022-10-20  0:57:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9518     5628262.5341     2830348.2242       0.00841104       0.00386169       0.00308442 
       114: 2022-10-20  0:57:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9531     5628262.5349     2830348.2251       0.00828924       0.00382699       0.00304329 
       115: 2022-10-20  0:58:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9504     5628262.5355     2830348.2257       0.00817048       0.00379288       0.00300304 
       116: 2022-10-20  0:58:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9489     5628262.5364     2830348.2261       0.00805466       0.00375932       0.00296363 
       117: 2022-10-20  0:59:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9491     5628262.5369     2830348.2265       0.00794167       0.00372630       0.00292505 
       118: 2022-10-20  0:59:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9474     5628262.5367     2830348.2262       0.00783140       0.00369380       0.00288726 
       119: 2022-10-20  1: 0:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9455     5628262.5367     2830348.2259       0.00772377       0.00366181       0.00285025 
       120: 2022-10-20  1: 0:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9455     5628262.5359     2830348.2257       0.00761869       0.00363030       0.00281400 
       121: 2022-10-20  1: 1:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9461     5628262.5357     2830348.2254       0.00751606       0.00359926       0.00277847 
       122: 2022-10-20  1: 1:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9472     5628262.5342     2830348.2248       0.00741580       0.00356869       0.00274366 
       123: 2022-10-20  1: 2:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9506     5628262.5340     2830348.2252       0.00731784       0.00353856       0.00270954 
       124: 2022-10-20  1: 2:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9533     5628262.5337     2830348.2256       0.00722209       0.00350886       0.00267610 
       125: 2022-10-20  1: 3:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9541     5628262.5337     2830348.2256       0.00712848       0.00347958       0.00264331 
       126: 2022-10-20  1: 3:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9559     5628262.5340     2830348.2261       0.00703694       0.00345071       0.00261116 
       127: 2022-10-20  1: 4:29.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9536     5628262.5345     2830348.2262       0.00694740       0.00342224       0.00257963 
       128: 2022-10-20  1: 4:59.9930000              7      969180.4620     5628261.7233     2830348.0572      969180.9520     5628262.5344     2830348.2260       0.00685979       0.00339417       0.00254871 
       129: 2022-10-20  1: 5:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9519     5628262.5338     2830348.2255       0.00677411       0.00337513       0.00252599 
       130: 2022-10-20  1: 5:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9533     5628262.5327     2830348.2250       0.00669026       0.00335667       0.00250384 
       131: 2022-10-20  1: 6:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9549     5628262.5325     2830348.2252       0.00660820       0.00333874       0.00248225 
       132: 2022-10-20  1: 6:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9574     5628262.5317     2830348.2252       0.00652787       0.00332135       0.00246119 
       133: 2022-10-20  1: 7:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9597     5628262.5308     2830348.2254       0.00644922       0.00330445       0.00244066 
       134: 2022-10-20  1: 7:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9623     5628262.5295     2830348.2255       0.00637219       0.00328804       0.00242061 
       135: 2022-10-20  1: 8:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9637     5628262.5284     2830348.2248       0.00629676       0.00327209       0.00240105 
       136: 2022-10-20  1: 8:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9653     5628262.5278     2830348.2246       0.00622285       0.00325658       0.00238195 
       137: 2022-10-20  1: 9:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9649     5628262.5275     2830348.2241       0.00615044       0.00324150       0.00236329 
       138: 2022-10-20  1: 9:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9645     5628262.5271     2830348.2237       0.00607947       0.00322681       0.00234505 
       139: 2022-10-20  1:10:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9644     5628262.5270     2830348.2235       0.00600991       0.00321252       0.00232723 
       140: 2022-10-20  1:10:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9638     5628262.5277     2830348.2241       0.00594172       0.00319859       0.00230979 
       141: 2022-10-20  1:11:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9632     5628262.5280     2830348.2247       0.00587484       0.00318501       0.00229274 
       142: 2022-10-20  1:11:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9625     5628262.5282     2830348.2247       0.00580926       0.00317175       0.00227604 
       143: 2022-10-20  1:12:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9628     5628262.5282     2830348.2243       0.00574492       0.00315882       0.00225969 
       144: 2022-10-20  1:12:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9607     5628262.5292     2830348.2246       0.00568180       0.00314618       0.00224367 
       145: 2022-10-20  1:13:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9605     5628262.5295     2830348.2241       0.00561985       0.00313382       0.00222797 
       146: 2022-10-20  1:13:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9590     5628262.5298     2830348.2237       0.00555904       0.00312172       0.00221258 
       147: 2022-10-20  1:14:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9578     5628262.5302     2830348.2233       0.00549935       0.00310988       0.00219747 
       148: 2022-10-20  1:14:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9563     5628262.5303     2830348.2230       0.00544074       0.00309826       0.00218264 
       149: 2022-10-20  1:15:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9548     5628262.5302     2830348.2220       0.00538318       0.00308687       0.00216807 
       150: 2022-10-20  1:15:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9525     5628262.5301     2830348.2212       0.00532663       0.00307568       0.00215376 
       151: 2022-10-20  1:16:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9522     5628262.5295     2830348.2203       0.00527107       0.00306468       0.00213969 
       152: 2022-10-20  1:16:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9519     5628262.5297     2830348.2199       0.00521648       0.00305385       0.00212585 
       153: 2022-10-20  1:17:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9514     5628262.5294     2830348.2190       0.00516282       0.00304319       0.00211222 
       154: 2022-10-20  1:17:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9503     5628262.5296     2830348.2187       0.00511007       0.00303268       0.00209881 
       155: 2022-10-20  1:18:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9507     5628262.5294     2830348.2182       0.00505821       0.00302231       0.00208559 
       156: 2022-10-20  1:18:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9505     5628262.5294     2830348.2175       0.00500720       0.00301206       0.00207256 
       157: 2022-10-20  1:19:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9504     5628262.5297     2830348.2174       0.00495703       0.00300193       0.00205970 
       158: 2022-10-20  1:19:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9505     5628262.5298     2830348.2170       0.00490767       0.00299190       0.00204702 
       159: 2022-10-20  1:20:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9511     5628262.5297     2830348.2167       0.00485909       0.00298196       0.00203450 
       160: 2022-10-20  1:20:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9504     5628262.5297     2830348.2164       0.00481129       0.00297210       0.00202213 
       161: 2022-10-20  1:21:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9499     5628262.5297     2830348.2159       0.00476423       0.00296231       0.00200990 
       162: 2022-10-20  1:21:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9505     5628262.5298     2830348.2159       0.00471790       0.00295259       0.00199781 
       163: 2022-10-20  1:22:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9491     5628262.5302     2830348.2155       0.00467228       0.00294292       0.00198584 
       164: 2022-10-20  1:22:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9495     5628262.5304     2830348.2152       0.00462735       0.00293329       0.00197400 
       165: 2022-10-20  1:23:29.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9501     5628262.5305     2830348.2152       0.00458308       0.00292370       0.00196228 
       166: 2022-10-20  1:23:59.9930000              6      969180.4620     5628261.7233     2830348.0572      969180.9498     5628262.5307     2830348.2154       0.00453947       0.00291413       0.00195066 
